datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
09-08-2011 09:00,3,0,1,2,31.98,37.12,62,8.9981,34,141,175
09-08-2011 10:00,3,0,1,2,32.8,38.635,59,15.0013,55,89,144
09-08-2011 11:00,3,0,1,1,32.8,38.635,59,15.0013,61,88,149
09-08-2011 12:00,3,0,1,1,33.62,39.395,56,12.998,60,125,185
09-08-2011 13:00,3,0,1,1,34.44,39.395,49,11.0014,48,127,175
09-08-2011 14:00,3,0,1,1,35.26,39.395,44,19.0012,53,95,148
09-08-2011 15:00,3,0,1,1,35.26,38.635,39,19.0012,58,106,164
09-08-2011 16:00,3,0,1,1,35.26,38.635,39,19.9995,57,228,285
09-08-2011 17:00,3,0,1,1,32.8,37.88,55,11.0014,79,453,532
09-08-2011 18:00,3,0,1,1,32.8,37.88,55,12.998,97,488,585
09-08-2011 19:00,3,0,1,1,32.8,37.12,49,7.0015,69,302,371
09-08-2011 20:00,3,0,1,1,32.8,36.365,43,12.998,34,258,292
09-08-2011 21:00,3,0,1,1,31.98,34.85,46,16.9979,46,184,230
09-08-2011 22:00,3,0,1,1,31.98,34.85,46,19.9995,28,127,155
09-08-2011 23:00,3,0,1,1,31.16,34.09,48,19.0012,22,53,75
10-08-2011 00:00,3,0,1,1,30.34,33.335,51,15.0013,19,18,37
10-08-2011 01:00,3,0,1,1,29.52,33.335,54,12.998,7,10,17
10-08-2011 02:00,3,0,1,1,29.52,33.335,54,11.0014,1,10,11
10-08-2011 03:00,3,0,1,1,28.7,32.575,58,11.0014,1,3,4
10-08-2011 04:00,3,0,1,1,28.7,32.575,54,8.9981,1,4,5
10-08-2011 05:00,3,0,1,1,27.88,31.82,61,6.0032,2,30,32
10-08-2011 06:00,3,0,1,1,27.88,31.82,61,0,9,110,119
10-08-2011 07:00,3,0,1,1,28.7,32.575,58,6.0032,16,289,305
10-08-2011 08:00,3,0,1,1,30.34,33.335,51,12.998,38,361,399
10-08-2011 09:00,3,0,1,1,31.16,34.09,48,15.0013,32,148,180
10-08-2011 10:00,3,0,1,1,32.8,36.365,43,15.0013,41,72,113
10-08-2011 11:00,3,0,1,1,32.8,35.605,41,26.0027,54,95,149
10-08-2011 12:00,3,0,1,1,33.62,36.365,38,19.9995,74,166,240
10-08-2011 13:00,3,0,1,1,33.62,36.365,38,19.0012,41,150,191
10-08-2011 14:00,3,0,1,1,34.44,36.365,34,22.0028,62,116,178
10-08-2011 15:00,3,0,1,1,35.26,37.12,30,22.0028,53,141,194
10-08-2011 16:00,3,0,1,1,35.26,37.12,26,19.9995,76,206,282
10-08-2011 17:00,3,0,1,1,34.44,35.605,26,19.9995,71,513,584
10-08-2011 18:00,3,0,1,1,33.62,35.605,28,19.9995,70,489,559
10-08-2011 19:00,3,0,1,1,32.8,34.85,26,16.9979,79,334,413
10-08-2011 20:00,3,0,1,1,31.16,33.335,31,8.9981,59,253,312
10-08-2011 21:00,3,0,1,1,31.16,33.335,33,7.0015,47,162,209
10-08-2011 22:00,3,0,1,1,30.34,32.575,37,0,17,122,139
10-08-2011 23:00,3,0,1,1,30.34,32.575,37,6.0032,14,94,108
11-08-2011 00:00,3,0,1,1,28.7,31.82,45,7.0015,6,40,46
11-08-2011 01:00,3,0,1,1,28.7,31.82,45,8.9981,9,17,26
11-08-2011 02:00,3,0,1,1,27.06,31.06,54,8.9981,3,8,11
11-08-2011 03:00,3,0,1,1,26.24,31.06,57,8.9981,2,7,9
11-08-2011 04:00,3,0,1,1,26.24,31.06,57,11.0014,1,4,5
11-08-2011 05:00,3,0,1,1,26.24,31.06,61,12.998,2,23,25
11-08-2011 06:00,3,0,1,1,25.42,30.305,65,11.0014,5,101,106
11-08-2011 07:00,3,0,1,1,27.06,31.06,54,8.9981,15,292,307
11-08-2011 08:00,3,0,1,1,28.7,31.82,45,11.0014,29,361,390
11-08-2011 09:00,3,0,1,1,29.52,32.575,39,15.0013,31,166,197
11-08-2011 10:00,3,0,1,1,30.34,32.575,37,16.9979,36,96,132
11-08-2011 11:00,3,0,1,1,31.16,33.335,35,16.9979,59,128,187
11-08-2011 12:00,3,0,1,1,31.98,34.09,31,16.9979,50,164,214
11-08-2011 13:00,3,0,1,1,31.16,33.335,31,15.0013,51,166,217
11-08-2011 14:00,3,0,1,1,32.8,34.85,29,0,39,103,142
11-08-2011 15:00,3,0,1,1,32.8,34.85,29,19.9995,52,126,178
11-08-2011 16:00,3,0,1,1,32.8,34.85,27,12.998,57,241,298
11-08-2011 17:00,3,0,1,1,32.8,34.85,29,16.9979,96,486,582
11-08-2011 18:00,3,0,1,1,31.98,34.09,29,6.0032,74,497,571
11-08-2011 19:00,3,0,1,1,30.34,32.575,35,12.998,48,323,371
11-08-2011 20:00,3,0,1,1,29.52,32.575,37,8.9981,56,232,288
11-08-2011 21:00,3,0,1,1,28.7,32.575,48,6.0032,35,171,206
11-08-2011 22:00,3,0,1,1,28.7,32.575,48,0,34,123,157
11-08-2011 23:00,3,0,1,1,27.06,31.06,50,11.0014,22,105,127
12-08-2011 00:00,3,0,1,1,26.24,31.06,53,11.0014,12,53,65
12-08-2011 01:00,3,0,1,1,26.24,31.06,53,8.9981,4,19,23
12-08-2011 02:00,3,0,1,1,25.42,31.06,57,12.998,0,15,15
12-08-2011 03:00,3,0,1,1,25.42,31.06,53,11.0014,0,9,9
12-08-2011 04:00,3,0,1,1,25.42,31.06,53,8.9981,0,5,5
12-08-2011 05:00,3,0,1,1,24.6,31.06,56,8.9981,2,24,26
12-08-2011 06:00,3,0,1,1,25.42,31.06,50,8.9981,3,73,76
12-08-2011 07:00,3,0,1,1,26.24,31.06,44,11.0014,17,247,264
12-08-2011 08:00,3,0,1,1,27.88,31.82,39,15.0013,29,397,426
12-08-2011 09:00,3,0,1,1,29.52,32.575,34,8.9981,27,178,205
12-08-2011 10:00,3,0,1,1,30.34,32.575,33,7.0015,44,86,130
12-08-2011 11:00,3,0,1,1,31.16,33.335,29,0,48,108,156
12-08-2011 12:00,3,0,1,1,32.8,34.85,27,0,55,167,222
12-08-2011 13:00,3,0,1,1,31.98,34.09,29,6.0032,74,179,253
12-08-2011 14:00,3,0,1,1,32.8,34.85,29,12.998,51,135,186
12-08-2011 15:00,3,0,1,1,32.8,34.85,29,11.0014,59,190,249
12-08-2011 16:00,3,0,1,1,33.62,35.605,28,0,68,266,334
12-08-2011 17:00,3,0,1,1,33.62,35.605,26,0,93,423,516
12-08-2011 18:00,3,0,1,1,31.16,34.09,40,19.9995,89,376,465
12-08-2011 19:00,3,0,1,1,30.34,33.335,42,15.0013,101,284,385
12-08-2011 20:00,3,0,1,1,29.52,32.575,42,15.0013,77,210,287
12-08-2011 21:00,3,0,1,1,28.7,32.575,48,8.9981,73,153,226
12-08-2011 22:00,3,0,1,1,27.88,31.82,51,0,74,157,231
12-08-2011 23:00,3,0,1,1,27.88,31.82,51,0,51,100,151
13-08-2011 00:00,3,0,0,1,27.88,31.82,51,7.0015,15,69,84
13-08-2011 01:00,3,0,0,2,27.88,31.82,57,6.0032,13,64,77
13-08-2011 02:00,3,0,0,1,27.88,31.82,57,0,16,58,74
13-08-2011 03:00,3,0,0,1,27.06,31.06,65,8.9981,9,18,27
13-08-2011 04:00,3,0,0,2,26.24,30.305,73,8.9981,5,5,10
13-08-2011 05:00,3,0,0,1,26.24,30.305,73,7.0015,3,15,18
13-08-2011 06:00,3,0,0,1,26.24,30.305,73,6.0032,3,19,22
13-08-2011 07:00,3,0,0,2,27.06,31.06,74,12.998,10,34,44
13-08-2011 08:00,3,0,0,2,28.7,32.575,65,11.0014,28,90,118
13-08-2011 09:00,3,0,0,2,28.7,33.335,74,11.0014,70,138,208
13-08-2011 10:00,3,0,0,2,29.52,34.85,74,15.0013,97,163,260
13-08-2011 11:00,3,0,0,2,30.34,34.85,70,12.998,122,192,314
13-08-2011 12:00,3,0,0,2,27.06,29.545,89,11.0014,175,246,421
13-08-2011 13:00,3,0,0,2,30.34,35.605,74,22.0028,61,92,153
13-08-2011 14:00,3,0,0,1,30.34,34.85,70,16.9979,113,146,259
13-08-2011 15:00,3,0,0,3,27.88,31.82,79,23.9994,150,208,358
13-08-2011 16:00,3,0,0,2,28.7,33.335,74,19.0012,148,133,281
13-08-2011 17:00,3,0,0,2,29.52,34.85,74,16.9979,97,172,269
13-08-2011 18:00,3,0,0,1,28.7,33.335,74,15.0013,123,169,292
13-08-2011 19:00,3,0,0,2,27.88,31.82,79,19.0012,67,170,237
13-08-2011 20:00,3,0,0,2,27.88,31.82,83,15.0013,78,105,183
13-08-2011 21:00,3,0,0,2,27.88,31.82,83,26.0027,40,127,167
13-08-2011 22:00,3,0,0,2,27.88,31.82,83,26.0027,36,118,154
13-08-2011 23:00,3,0,0,2,27.06,30.305,83,22.0028,25,95,120
14-08-2011 00:00,3,0,0,3,27.06,30.305,83,19.9995,19,71,90
14-08-2011 01:00,3,0,0,3,26.24,28.79,89,15.0013,16,57,73
14-08-2011 02:00,3,0,0,3,26.24,28.79,89,15.0013,13,49,62
14-08-2011 03:00,3,0,0,2,26.24,28.03,94,16.9979,5,22,27
14-08-2011 04:00,3,0,0,3,26.24,28.03,94,12.998,1,2,3
14-08-2011 05:00,3,0,0,2,26.24,28.03,94,11.0014,1,9,10
14-08-2011 06:00,3,0,0,2,26.24,28.03,94,7.0015,2,4,6
14-08-2011 07:00,3,0,0,2,27.06,29.545,89,12.998,4,20,24
14-08-2011 08:00,3,0,0,2,27.06,29.545,89,19.0012,20,21,41
14-08-2011 09:00,3,0,0,3,27.06,29.545,89,19.0012,27,76,103
14-08-2011 10:00,3,0,0,1,28.7,33.335,79,15.0013,67,116,183
14-08-2011 11:00,3,0,0,1,28.7,33.335,79,12.998,81,117,198
14-08-2011 12:00,3,0,0,2,28.7,33.335,79,15.0013,98,183,281
14-08-2011 13:00,3,0,0,1,29.52,34.85,74,16.9979,144,233,377
14-08-2011 14:00,3,0,0,1,30.34,34.85,70,12.998,126,244,370
14-08-2011 15:00,3,0,0,1,30.34,34.85,66,12.998,128,203,331
14-08-2011 16:00,3,0,0,1,30.34,34.85,66,11.0014,116,176,292
14-08-2011 17:00,3,0,0,1,31.16,35.605,62,8.9981,133,196,329
14-08-2011 18:00,3,0,0,1,30.34,34.85,66,11.0014,125,222,347
14-08-2011 19:00,3,0,0,1,29.52,34.85,74,15.0013,75,184,259
14-08-2011 20:00,3,0,0,1,28.7,33.335,84,11.0014,67,126,193
14-08-2011 21:00,3,0,0,3,24.6,27.275,88,32.9975,51,104,155
14-08-2011 22:00,3,0,0,3,24.6,27.275,88,32.9975,14,25,39
14-08-2011 23:00,3,0,0,3,24.6,28.03,83,0,5,22,27
15-08-2011 00:00,3,0,1,3,24.6,27.275,88,6.0032,7,18,25
15-08-2011 01:00,3,0,1,2,24.6,27.275,88,8.9981,1,9,10
15-08-2011 02:00,3,0,1,2,24.6,28.03,83,0,0,3,3
15-08-2011 03:00,3,0,1,1,24.6,28.03,83,12.998,1,6,7
15-08-2011 04:00,3,0,1,1,24.6,28.03,83,8.9981,1,4,5
15-08-2011 05:00,3,0,1,2,24.6,27.275,88,12.998,3,14,17
15-08-2011 06:00,3,0,1,1,24.6,27.275,88,16.9979,3,87,90
15-08-2011 07:00,3,0,1,1,24.6,27.275,88,16.9979,10,248,258
15-08-2011 08:00,3,0,1,1,26.24,29.545,78,22.0028,29,326,355
15-08-2011 09:00,3,0,1,1,26.24,29.545,78,22.0028,52,170,222
15-08-2011 10:00,3,0,1,1,27.88,31.82,69,19.0012,54,87,141
15-08-2011 11:00,3,0,1,2,29.52,34.09,62,16.9979,41,112,153
15-08-2011 12:00,3,0,1,1,30.34,34.09,58,19.0012,62,116,178
15-08-2011 13:00,3,0,1,1,31.98,35.605,52,19.0012,53,140,193
15-08-2011 14:00,3,0,1,1,30.34,34.09,55,6.0032,56,95,151
15-08-2011 15:00,3,0,1,3,30.34,34.09,55,19.9995,49,133,182
15-08-2011 16:00,3,0,1,1,30.34,34.09,55,22.0028,58,225,283
15-08-2011 17:00,3,0,1,1,30.34,33.335,51,19.0012,59,471,530
15-08-2011 18:00,3,0,1,1,28.7,32.575,65,12.998,70,413,483
15-08-2011 19:00,3,0,1,1,28.7,32.575,65,0,54,343,397
15-08-2011 20:00,3,0,1,1,27.06,31.06,74,8.9981,45,240,285
15-08-2011 21:00,3,0,1,1,27.06,31.06,65,12.998,34,150,184
15-08-2011 22:00,3,0,1,1,27.06,31.06,69,16.9979,22,76,98
15-08-2011 23:00,3,0,1,1,26.24,30.305,69,15.0013,11,77,88
16-08-2011 00:00,3,0,1,1,26.24,30.305,69,7.0015,8,23,31
16-08-2011 01:00,3,0,1,1,26.24,30.305,69,11.0014,4,12,16
16-08-2011 02:00,3,0,1,1,25.42,29.545,73,15.0013,1,3,4
16-08-2011 03:00,3,0,1,1,25.42,29.545,73,15.0013,1,5,6
16-08-2011 04:00,3,0,1,1,26.24,30.305,69,19.9995,0,5,5
16-08-2011 05:00,3,0,1,1,25.42,29.545,73,19.0012,1,29,30
16-08-2011 06:00,3,0,1,1,25.42,29.545,73,22.0028,4,115,119
16-08-2011 07:00,3,0,1,1,26.24,30.305,69,16.9979,18,328,346
16-08-2011 08:00,3,0,1,1,28.7,32.575,58,30.0026,24,417,441
16-08-2011 09:00,3,0,1,1,27.88,31.82,61,19.0012,27,171,198
16-08-2011 10:00,3,0,1,1,28.7,32.575,58,26.0027,28,83,111
16-08-2011 11:00,3,0,1,1,30.34,33.335,51,15.0013,40,110,150
16-08-2011 12:00,3,0,1,1,31.16,34.09,48,22.0028,42,120,162
16-08-2011 13:00,3,0,1,1,31.16,34.09,48,19.9995,45,147,192
16-08-2011 14:00,3,0,1,1,31.16,34.09,45,27.9993,65,117,182
16-08-2011 15:00,3,0,1,1,32.8,35.605,41,19.9995,36,123,159
16-08-2011 16:00,3,0,1,1,32.8,35.605,41,15.0013,55,248,303
16-08-2011 17:00,3,0,1,1,31.16,34.09,45,22.0028,75,525,600
16-08-2011 18:00,3,0,1,1,31.16,34.09,45,15.0013,54,516,570
16-08-2011 19:00,3,0,1,1,30.34,33.335,48,12.998,56,320,376
16-08-2011 20:00,3,0,1,1,30.34,33.335,51,0,48,232,280
16-08-2011 21:00,3,0,1,1,29.52,33.335,54,0,38,177,215
16-08-2011 22:00,3,0,1,1,28.7,32.575,61,0,31,121,152
16-08-2011 23:00,3,0,1,1,27.06,31.06,65,8.9981,20,57,77
17-08-2011 00:00,3,0,1,1,27.06,31.06,69,6.0032,8,16,24
17-08-2011 01:00,3,0,1,1,26.24,30.305,73,11.0014,2,12,14
17-08-2011 02:00,3,0,1,1,27.06,31.06,69,0,0,6,6
17-08-2011 03:00,3,0,1,1,26.24,29.545,78,0,1,4,5
17-08-2011 04:00,3,0,1,1,26.24,30.305,73,0,0,5,5
17-08-2011 05:00,3,0,1,1,26.24,30.305,73,0,0,28,28
17-08-2011 06:00,3,0,1,1,25.42,29.545,78,0,4,101,105
17-08-2011 07:00,3,0,1,1,27.06,31.06,65,6.0032,12,296,308
17-08-2011 08:00,3,0,1,1,28.7,32.575,54,11.0014,35,452,487
17-08-2011 09:00,3,0,1,1,30.34,33.335,48,6.0032,31,178,209
17-08-2011 10:00,3,0,1,1,31.16,34.09,43,6.0032,27,91,118
17-08-2011 11:00,3,0,1,1,31.98,34.85,43,7.0015,20,108,128
17-08-2011 12:00,3,0,1,1,32.8,36.365,43,19.0012,26,163,189
17-08-2011 13:00,3,0,1,1,32.8,35.605,41,12.998,38,138,176
17-08-2011 14:00,3,0,1,1,33.62,36.365,36,11.0014,54,138,192
17-08-2011 15:00,3,0,1,1,32.8,36.365,43,8.9981,42,117,159
17-08-2011 16:00,3,0,1,1,33.62,37.12,43,15.0013,62,238,300
17-08-2011 17:00,3,0,1,1,32.8,37.12,49,15.0013,46,506,552
17-08-2011 18:00,3,0,1,1,31.16,34.85,55,16.9979,86,470,556
17-08-2011 19:00,3,0,1,1,31.16,34.85,55,15.0013,50,297,347
17-08-2011 20:00,3,0,1,1,30.34,34.09,58,16.9979,37,243,280
17-08-2011 21:00,3,0,1,1,29.52,34.09,62,15.0013,38,192,230
17-08-2011 22:00,3,0,1,1,28.7,32.575,65,12.998,29,142,171
17-08-2011 23:00,3,0,1,1,28.7,32.575,65,19.0012,20,85,105
18-08-2011 00:00,3,0,1,1,27.88,31.82,65,8.9981,18,38,56
18-08-2011 01:00,3,0,1,2,27.06,31.06,65,11.0014,13,11,24
18-08-2011 02:00,3,0,1,1,27.06,31.06,65,15.0013,2,4,6
18-08-2011 03:00,3,0,1,1,27.06,31.06,69,19.0012,0,6,6
18-08-2011 04:00,3,0,1,1,26.24,30.305,73,15.0013,0,9,9
18-08-2011 05:00,3,0,1,1,26.24,29.545,78,19.0012,0,27,27
18-08-2011 06:00,3,0,1,2,26.24,29.545,78,16.9979,6,97,103
18-08-2011 07:00,3,0,1,1,26.24,29.545,78,19.9995,19,289,308
18-08-2011 08:00,3,0,1,1,27.06,31.06,74,19.0012,27,393,420
18-08-2011 09:00,3,0,1,1,29.52,34.09,66,16.9979,42,186,228
18-08-2011 10:00,3,0,1,1,30.34,34.85,66,16.9979,37,92,129
18-08-2011 11:00,3,0,1,1,31.16,35.605,58,16.9979,44,97,141
18-08-2011 12:00,3,0,1,1,32.8,37.12,52,19.0012,34,139,173
18-08-2011 13:00,3,0,1,1,32.8,37.12,52,23.9994,33,154,187
18-08-2011 14:00,3,0,1,1,33.62,37.88,46,22.0028,67,115,182
18-08-2011 15:00,3,0,1,1,32.8,36.365,46,23.9994,56,118,174
18-08-2011 16:00,3,0,1,1,32.8,36.365,46,23.9994,49,196,245
18-08-2011 17:00,3,0,1,3,32.8,36.365,46,19.9995,44,365,409
18-08-2011 18:00,3,0,1,3,31.16,34.85,55,16.9979,48,226,274
18-08-2011 19:00,3,0,1,1,27.06,30.305,83,7.0015,26,115,141
18-08-2011 20:00,3,0,1,1,27.06,30.305,83,7.0015,24,141,165
18-08-2011 21:00,3,0,1,2,27.88,31.82,79,0,12,137,149
18-08-2011 22:00,3,0,1,2,28.7,33.335,74,7.0015,18,117,135
18-08-2011 23:00,3,0,1,2,28.7,33.335,74,8.9981,20,94,114
19-08-2011 00:00,3,0,1,3,27.88,31.82,69,12.998,9,53,62
19-08-2011 01:00,3,0,1,3,26.24,28.79,89,0,1,19,20
19-08-2011 02:00,3,0,1,3,26.24,28.79,83,0,0,8,8
19-08-2011 03:00,3,0,1,1,26.24,29.545,78,0,2,1,3
19-08-2011 04:00,3,0,1,1,26.24,28.79,83,0,1,7,8
19-08-2011 05:00,3,0,1,1,26.24,28.79,83,0,1,16,17
19-08-2011 06:00,3,0,1,1,26.24,28.79,83,0,2,91,93
19-08-2011 07:00,3,0,1,2,27.06,30.305,83,6.0032,12,251,263
19-08-2011 08:00,3,0,1,2,27.06,30.305,83,0,30,368,398
19-08-2011 09:00,3,0,1,1,28.7,32.575,65,8.9981,31,187,218
19-08-2011 10:00,3,0,1,1,29.52,34.09,62,6.0032,57,108,165
19-08-2011 11:00,3,0,1,2,29.52,34.09,66,6.0032,45,120,165
19-08-2011 12:00,3,0,1,2,30.34,34.09,62,6.0032,54,168,222
19-08-2011 13:00,3,0,1,2,31.16,35.605,62,12.998,63,169,232
19-08-2011 14:00,3,0,1,1,31.98,36.365,55,12.998,78,142,220
19-08-2011 15:00,3,0,1,1,32.8,37.12,49,7.0015,66,156,222
19-08-2011 16:00,3,0,1,1,32.8,37.12,49,0,66,261,327
19-08-2011 17:00,3,0,1,1,31.16,35.605,58,35.0008,85,442,527
19-08-2011 18:00,3,0,1,1,31.16,35.605,58,35.0008,88,337,425
19-08-2011 19:00,3,0,1,3,25.42,29.545,73,31.0009,33,132,165
19-08-2011 20:00,3,0,1,3,25.42,28.79,83,19.9995,12,46,58
19-08-2011 21:00,3,0,1,1,25.42,28.79,83,8.9981,18,89,107
19-08-2011 22:00,3,0,1,1,24.6,27.275,88,8.9981,25,97,122
19-08-2011 23:00,3,0,1,2,24.6,27.275,88,6.0032,18,88,106
01-09-2011 00:00,3,0,1,1,24.6,28.79,78,7.0015,18,33,51
01-09-2011 01:00,3,0,1,1,24.6,29.545,73,6.0032,7,14,21
01-09-2011 02:00,3,0,1,1,23.78,27.275,78,6.0032,14,11,25
01-09-2011 03:00,3,0,1,1,23.78,27.275,78,6.0032,7,7,14
01-09-2011 04:00,3,0,1,1,22.96,26.515,83,6.0032,0,7,7
01-09-2011 05:00,3,0,1,1,22.96,26.515,73,6.0032,1,22,23
01-09-2011 06:00,3,0,1,1,24.6,28.79,78,0,2,103,105
01-09-2011 07:00,3,0,1,1,24.6,28.79,78,0,7,335,342
01-09-2011 08:00,3,0,1,1,25.42,29.545,73,8.9981,31,467,498
01-09-2011 09:00,3,0,1,1,26.24,30.305,69,7.0015,29,178,207
01-09-2011 10:00,3,0,1,1,27.88,31.82,61,8.9981,46,92,138
01-09-2011 11:00,3,0,1,1,29.52,33.335,51,8.9981,51,141,192
01-09-2011 12:00,3,0,1,2,29.52,33.335,51,8.9981,64,165,229
01-09-2011 13:00,3,0,1,2,29.52,33.335,48,6.0032,50,169,219
01-09-2011 14:00,3,0,1,3,29.52,33.335,54,16.9979,54,144,198
01-09-2011 15:00,3,0,1,1,29.52,33.335,51,8.9981,39,135,174
01-09-2011 16:00,3,0,1,1,30.34,33.335,51,12.998,55,253,308
01-09-2011 17:00,3,0,1,1,29.52,33.335,54,16.9979,61,567,628
01-09-2011 18:00,3,0,1,1,29.52,33.335,54,15.0013,69,462,531
01-09-2011 19:00,3,0,1,1,28.7,32.575,58,11.0014,79,364,443
01-09-2011 20:00,3,0,1,1,27.06,31.06,61,15.0013,33,247,280
01-09-2011 21:00,3,0,1,2,27.06,31.06,57,12.998,17,160,177
01-09-2011 22:00,3,0,1,2,27.06,31.06,57,15.0013,34,145,179
01-09-2011 23:00,3,0,1,1,26.24,30.305,65,16.9979,15,111,126
02-09-2011 00:00,3,0,1,1,26.24,30.305,65,12.998,6,58,64
02-09-2011 01:00,3,0,1,3,25.42,29.545,73,7.0015,4,28,32
02-09-2011 02:00,3,0,1,3,25.42,29.545,73,7.0015,9,11,20
02-09-2011 03:00,3,0,1,2,24.6,28.03,83,11.0014,4,4,8
02-09-2011 04:00,3,0,1,1,24.6,28.03,83,6.0032,2,2,4
02-09-2011 05:00,3,0,1,2,24.6,28.03,83,8.9981,0,20,20
02-09-2011 06:00,3,0,1,1,24.6,28.03,83,8.9981,3,73,76
02-09-2011 07:00,3,0,1,1,24.6,28.03,83,7.0015,6,253,259
02-09-2011 08:00,3,0,1,1,25.42,29.545,78,12.998,22,434,456
02-09-2011 09:00,3,0,1,2,25.42,28.79,83,7.0015,30,190,220
02-09-2011 10:00,3,0,1,2,26.24,30.305,76,11.0014,34,106,140
02-09-2011 11:00,3,0,1,2,27.06,31.06,74,7.0015,51,141,192
02-09-2011 12:00,3,0,1,2,27.06,31.06,69,15.0013,82,178,260
02-09-2011 13:00,3,0,1,2,27.88,31.82,65,8.9981,72,207,279
02-09-2011 14:00,3,0,1,2,28.7,32.575,61,7.0015,75,208,283
02-09-2011 15:00,3,0,1,2,28.7,32.575,61,16.9979,69,277,346
02-09-2011 16:00,3,0,1,2,28.7,32.575,61,8.9981,82,299,381
02-09-2011 17:00,3,0,1,2,27.88,31.82,65,11.0014,78,377,455
02-09-2011 18:00,3,0,1,2,27.88,31.82,65,12.998,50,305,355
02-09-2011 19:00,3,0,1,1,27.06,31.06,69,8.9981,67,220,287
02-09-2011 20:00,3,0,1,1,26.24,30.305,73,0,38,158,196
02-09-2011 21:00,3,0,1,2,26.24,30.305,73,6.0032,28,121,149
02-09-2011 22:00,3,0,1,2,26.24,30.305,73,11.0014,33,114,147
02-09-2011 23:00,3,0,1,2,26.24,30.305,73,11.0014,30,68,98
03-09-2011 00:00,3,0,0,2,26.24,30.305,73,7.0015,22,65,87
03-09-2011 01:00,3,0,0,2,26.24,30.305,69,16.9979,17,57,74
03-09-2011 02:00,3,0,0,2,26.24,30.305,69,15.0013,15,26,41
03-09-2011 03:00,3,0,0,1,25.42,29.545,73,11.0014,17,18,35
03-09-2011 04:00,3,0,0,1,25.42,29.545,73,11.0014,3,4,7
03-09-2011 05:00,3,0,0,1,25.42,30.305,69,12.998,3,9,12
03-09-2011 06:00,3,0,0,1,25.42,29.545,73,11.0014,4,19,23
03-09-2011 07:00,3,0,0,1,25.42,29.545,73,12.998,5,33,38
03-09-2011 08:00,3,0,0,1,26.24,30.305,69,11.0014,24,65,89
03-09-2011 09:00,3,0,0,2,27.06,31.06,69,16.9979,83,118,201
03-09-2011 10:00,3,0,0,3,27.06,31.06,65,16.9979,90,168,258
03-09-2011 11:00,3,0,0,3,27.06,31.06,69,19.0012,66,128,194
03-09-2011 12:00,3,0,0,1,28.7,32.575,61,15.0013,97,160,257
03-09-2011 13:00,3,0,0,1,28.7,32.575,65,15.0013,153,200,353
03-09-2011 14:00,3,0,0,2,29.52,34.09,66,11.0014,204,176,380
03-09-2011 15:00,3,0,0,1,29.52,34.09,70,11.0014,187,201,388
03-09-2011 16:00,3,0,0,1,29.52,34.09,70,12.998,186,188,374
03-09-2011 17:00,3,0,0,1,29.52,34.09,70,15.0013,170,201,371
03-09-2011 18:00,3,0,0,1,29.52,34.09,70,11.0014,160,179,339
03-09-2011 19:00,3,0,0,1,28.7,33.335,74,8.9981,147,148,295
03-09-2011 20:00,3,0,0,1,28.7,33.335,79,11.0014,99,120,219
03-09-2011 21:00,3,0,0,1,27.88,31.82,83,8.9981,71,93,164
03-09-2011 22:00,3,0,0,1,27.88,31.82,83,7.0015,66,96,162
03-09-2011 23:00,3,0,0,1,27.06,31.06,85,8.9981,46,77,123
04-09-2011 00:00,3,0,0,1,27.06,29.545,89,12.998,33,76,109
04-09-2011 01:00,3,0,0,1,27.06,30.305,83,8.9981,37,38,75
04-09-2011 02:00,3,0,0,1,27.06,30.305,83,12.998,17,43,60
04-09-2011 03:00,3,0,0,1,26.24,28.79,89,12.998,20,23,43
04-09-2011 04:00,3,0,0,1,26.24,28.79,83,11.0014,0,4,4
04-09-2011 05:00,3,0,0,1,26.24,28.79,83,8.9981,1,5,6
04-09-2011 06:00,3,0,0,1,26.24,28.79,84,15.0013,0,3,3
04-09-2011 07:00,3,0,0,1,27.06,30.305,78,12.998,10,20,30
04-09-2011 08:00,3,0,0,1,27.06,30.305,78,11.0014,21,49,70
04-09-2011 09:00,3,0,0,1,27.06,30.305,78,11.0014,87,102,189
04-09-2011 10:00,3,0,0,1,28.7,33.335,74,8.9981,150,147,297
04-09-2011 11:00,3,0,0,1,30.34,34.85,70,11.0014,174,163,337
04-09-2011 12:00,3,0,0,1,31.16,36.365,66,11.0014,214,221,435
04-09-2011 13:00,3,0,0,2,31.98,37.12,62,19.0012,245,174,419
04-09-2011 14:00,3,0,0,1,31.98,37.88,66,22.0028,205,156,361
04-09-2011 15:00,3,0,0,1,31.98,37.88,66,19.0012,218,192,410
04-09-2011 16:00,3,0,0,1,32.8,38.635,59,15.0013,196,141,337
04-09-2011 17:00,3,0,0,1,31.16,36.365,66,15.0013,204,172,376
04-09-2011 18:00,3,0,0,1,31.16,36.365,66,12.998,187,169,356
04-09-2011 19:00,3,0,0,1,30.34,34.85,70,12.998,178,150,328
04-09-2011 20:00,3,0,0,1,30.34,34.85,70,19.9995,104,125,229
04-09-2011 21:00,3,0,0,1,29.52,34.85,74,16.9979,104,103,207
04-09-2011 22:00,3,0,0,2,29.52,34.85,74,19.0012,70,85,155
04-09-2011 23:00,3,0,0,2,29.52,34.09,70,11.0014,46,58,104
05-09-2011 00:00,3,1,0,2,28.7,33.335,74,15.0013,31,66,97
