ref,categorie,title,price,tags,description,image
 B4058300,rings,1895 wedding band,1580.0,"platinum, diamonds","1895 wedding band, width 2.6 mm, platinum 950‰, set with 3 brilliant-cut diamonds totaling 0.03 carat.",/content/dam/rcq/car/92/55/62/925562.png
 B4036800,rings,1895 wedding band,1770.0,platinum,"1895 wedding band, width 4 mm, platinum 950‰.",/content/dam/rcq/car/98/46/50/984650.png
 B4071800,rings,1895 wedding band,2130.0,"platinum, diamond","1895 wedding band, width 3.5 mm, platinum 950‰, set with a brilliant-cut diamond of 0.04 carat.",/content/dam/rcq/car/92/55/67/925567.png
 B4059500,rings,1895 wedding band,2210.0,platinum,"1895 wedding band, width 5 mm, platinum 950‰.",/content/dam/rcq/car/92/55/63/925563.png
 B4071400,rings,1895 wedding band,4200.0,"platinum, diamonds","1895 wedding band, width 2.6 mm, platinum 950‰, set with 19 brilliant-cut diamonds totaling 0.27 carat.",/content/dam/rcq/car/58/94/79/589479.png
 B4077900,rings,Étincelle de Cartier wedding band,4850.0,"white gold, diamonds","Étincelle de Cartier wedding band, 18K white gold, set with 38 brilliant-cut diamonds totaling 0.47 carats. Width: 2 mm.",/content/dam/rcq/car/92/55/71/925571.png
 B4093700,rings,Cartier d'Amour wedding band,760.0,pink gold,"Cartier d'Amour wedding band, 18K pink gold. Width: 2.5 mm",/content/dam/rcq/car/58/71/86/587186.png
 B4094000,rings,Cartier d'Amour wedding band,880.0,platinum,"Cartier d'Amour wedding band, platinum 950‰. Width: 1.8 mm",/content/dam/rcq/car/10/61/47/8/1061478.png
 B4087200,rings,C de Cartier wedding band,1040.0,pink gold,"C de Cartier wedding band, width 3 mm, 18K pink gold.",/content/dam/rcq/car/92/55/77/925577.png
 B4232500,rings,C de Cartier wedding band,1040.0,pink gold,"C de Cartier wedding band, width 3 mm, 18K pink gold.",/content/dam/rcq/car/18/12/48/3/1812483.png
 B4093900,rings,Cartier d'Amour wedding band,1220.0,platinum,"Cartier d'Amour wedding band, platinum 950‰. Width 2.5 mm",/content/dam/rcq/car/59/25/64/592564.png
 B4071900,rings,Ballerine wedding band,1330.0,platinum,"Ballerine wedding band, width 2.1 mm, platinum 950‰.",/content/dam/rcq/car/92/55/68/925568.png
 B4086400,rings,C de Cartier wedding band,1330.0,"pink gold, diamond","C de Cartier wedding band, width 3 mm, 18K pink gold, set with a brilliant-cut diamond of 0.03 carat.",/content/dam/rcq/car/92/55/73/925573.png
 B4232300,rings,C de Cartier wedding band,1330.0,"pink gold, diamond","C de Cartier wedding band, 18K pink gold, set with a brilliant-cut diamond of 0.02 carats. Width: 3 mm.",/content/dam/rcq/car/18/12/57/5/1812575.png
 B4051100,rings,Logo de Cartier wedding band,1380.0,pink gold,"Logo de Cartier ring, 18K pink gold.",/content/dam/rcq/car/58/78/79/587879.png
 B4098000,rings,C de Cartier wedding band,1380.0,pink gold,"C de Cartier wedding band, width 4 mm, 18K pink gold.",/content/dam/rcq/car/59/23/61/592361.png
 B4092800,rings,Ballerine wedding band,1460.0,platinum,"Ballerine curved wedding band, width 2 mm, platinum 950‰.",/content/dam/rcq/car/58/69/70/586970.png
 B4050900,rings,Logo de Cartier wedding band,1480.0,white gold,"Logo de Cartier ring, 18K white gold.",/content/dam/rcq/car/58/39/71/583971.png
 B4077700,rings,Ballerine wedding band,1540.0,"platinum, diamond","Ballerine wedding band, width 2.1 mm, platinum 950‰, set with a brilliant-cut diamond of 0.01 carat.",/content/dam/rcq/car/92/55/69/925569.png
 B4232400,rings,C de Cartier wedding band,1650.0,platinum,"C de Cartier wedding band, width 3 mm, platinum 950‰.",/content/dam/rcq/car/18/12/48/2/1812482.png
 B4054000,rings,C de Cartier wedding band,1660.0,platinum,"C de Cartier wedding band, width 3 mm, platinum 950‰.",/content/dam/rcq/car/92/55/59/925559.png
 B4210700,rings,C de Cartier wedding band,1680.0,"pink gold, diamond","C de Cartier wedding band, width 4 mm, 18K pink gold, set with a brilliant-cut diamond of 0.03 carats.",/content/dam/rcq/car/73/67/26/736726.png
 B4092900,rings,Ballerine wedding band,1720.0,"platinum, diamonds","Ballerine curved wedding band, width 2 mm, platinum 950‰, set with 3 brilliant-cut diamonds totaling 0.01 carats.",/content/dam/rcq/car/58/79/94/587994.png
 B4051300,rings,C de Cartier wedding band,2130.0,"platinum, diamond","C de Cartier wedding band, width 3 mm, platinum 950‰, set with a brilliant-cut diamond of 0.03 carat.",/content/dam/rcq/car/92/55/58/925558.png
 B4232200,rings,C de Cartier wedding band,2130.0,"platinum, diamond","C de Cartier wedding band, 950‰ platinum, set with a brilliant-cut diamond of 0.02 carats. Width: 3 mm.",/content/dam/rcq/car/18/12/57/4/1812574.png
 B4098100,rings,C de Cartier wedding band,2210.0,platinum,"C de Cartier wedding band, width 4 mm, platinum 950‰.",/content/dam/rcq/car/58/79/63/587963.png
 B4210500,rings,Étincelle de Cartier wedding band,2410.0,"pink gold, diamonds","Étincelle de Cartier wedding band, 18K pink gold, set with 49 brilliant-cut diamonds totaling 0.22 carats. 1.52 mm wide. Also available as a midi ring.",/content/dam/rcq/car/72/01/75/720175.png
 B4212000,rings,Étincelle de Cartier wedding band,2410.0,"yellow gold, diamonds","Étincelle de Cartier wedding band, 18K yellow gold, set with 49 brilliant-cut diamonds totaling 0.22 carats. 1.52 mm wide. Also available as a midi ring.",/content/dam/rcq/car/90/25/83/902583.png
 B4224200,rings,Cartier d'Amour wedding band,2430.0,platinum,"Cartier d'Amour wedding band, width 5 mm, 950‰ platinum.",/content/dam/rcq/car/14/37/81/4/1437814.png
 B4210400,rings,Étincelle de Cartier wedding band,2580.0,"white gold, diamonds","Étincelle de Cartier wedding band, 18K white gold, set with 49 brilliant-cut diamonds totaling 0.22 carats. 1.52 mm wide. Also available as a midi ring.",/content/dam/rcq/car/67/72/85/677285.png
 B4077800,rings,C de Cartier wedding band,2610.0,"platinum, diamonds","C de Cartier wedding band, width 3 mm, platinum 950‰, set with 2 brilliant-cut diamonds totaling 0.07 carat.",/content/dam/rcq/car/92/55/70/925570.png
 B4093000,rings,Ballerine wedding band,2680.0,"platinum, diamonds","Ballerine curved wedding band, width 2 mm, platinum 950‰, set with 27 brilliant-cut diamonds totaling 0.09 carats.",/content/dam/rcq/car/58/80/25/588025.png
 B4098200,rings,C de Cartier wedding band,2680.0,"platinum, diamond","C de Cartier wedding band, width 4 mm, platinum 950‰, set with a brilliant-cut diamond of 0.03 carats.",/content/dam/rcq/car/58/79/32/587932.png
 B4210100,rings,C de Cartier wedding band,2760.0,platinum,"C de Cartier wedding band, width 5 mm, 950‰ platinum.",/content/dam/rcq/car/73/93/15/739315.png
 B4224300,rings,Cartier d'Amour wedding band,2910.0,platinum,"Cartier d'Amour wedding band, width 6 mm, 950‰ platinum.",/content/dam/rcq/car/14/37/81/5/1437815.png
 B4216700,rings,Etincelle de Cartier ring,2990.0,"pink gold, diamonds","Étincelle de Cartier ring, 18K pink gold, set with an emerald-cut diamond center stone of 0.18 carat and 22 brilliant-cut diamonds totaling 0.10 carat.",/content/dam/rcq/car/10/54/13/2/1054132.png
 B4230400,rings,Etincelle de Cartier ring,2990.0,"pink gold, diamonds","Étincelle de Cartier ring, 18K pink gold, set with an emerald-cut diamond center stone of 0.16 carat and 22 brilliant-cut diamonds totaling 0.10 carat.",/content/dam/rcq/car/20/13/55/9/2013559.png
 B4232900,rings,Etincelle de Cartier ring,2990.0,"yellow gold, diamonds","Étincelle de Cartier ring, 18K yellow gold, set with a princess-cut diamond center stone of 0.16 carats, and set with brilliant-cut pavé diamonds.",/content/dam/rcq/car/20/13/56/4/2013564.png
 B4221800,rings,Étincelle de Cartier wedding band,3200.0,"pink gold, diamonds","Etincelle de Cartier wedding band, 18K pink gold, set with 22 brilliant-cut diamonds totaling 0.27 carat. Width 2.0 mm.",/content/dam/rcq/car/17/07/89/3/1707893.png
 B4225700,rings,Etincelle de Cartier ring,3200.0,"white gold, diamonds","Étincelle de Cartier ring, 18K white gold, set with an emerald-cut diamond center stone of 0.18 carat and 22 brilliant-cut diamonds totaling 0.10 carat.",/content/dam/rcq/car/19/68/05/5/1968055.png
 B4210200,rings,C de Cartier wedding band,3350.0,"platinum, diamond","C de Cartier wedding band, width 5 mm, 950‰ platinum, set with a brilliant-cut diamond of 0.04 carats.",/content/dam/rcq/car/73/93/16/739316.png
 B4221900,rings,Étincelle de Cartier wedding band,3500.0,"platinum, diamonds","Etincelle de Cartier wedding band, 950‰ platinum, set with 22 brilliant-cut diamonds totaling 0.27 carat. Width 2.00 mm.",/content/dam/rcq/car/17/07/89/5/1707895.png
 B4232000,rings,Étincelle de Cartier wedding band,4400.0,"platinum, sapphires, diamonds","Étincelle de Cartier wedding band, 950‰ platinum, set with 19 brilliant-cut diamonds totaling 0.24 carat and 19 brilliant-cut sapphires totaling 0.34 carat. Width: 2 mm.",/content/dam/rcq/car/19/42/51/9/1942519.png
 B4223200,rings,Etincelle de Cartier ring,4500.0,"white gold, diamonds","Etincelle de Cartier ring, 18K white gold, set with 26 brilliant-cut diamonds totaling 0.36 carats.",/content/dam/rcq/car/15/23/21/2/1523212.png
 B4086300,rings,Étincelle de Cartier wedding band,4550.0,"yellow gold, diamonds","Étincelle de Cartier wedding band, 18K yellow gold, set with 38 brilliant-cut diamonds totaling 0.47 carats. Width: 2 mm.",/content/dam/rcq/car/92/55/72/925572.png
 B4086500,rings,Étincelle de Cartier wedding band,4550.0,"pink gold, diamonds","Étincelle de Cartier wedding band, 18K pink gold, set with 38 brilliant-cut diamonds totaling 0.47 carats. Width: 2 mm.",/content/dam/rcq/car/92/55/74/925574.png
 B4225000,rings,Etincelle de Cartier ring,5000.0,"pink gold, diamonds","Etincelle de Cartier ring, 18K pink gold, set with 25 brilliant-cut diamonds totaling 0.48 carats.",/content/dam/rcq/car/14/66/15/0/1466150.png
 B4072000,rings,Ballerine wedding band,5050.0,"platinum, diamonds","Ballerine wedding band, width 2.4 mm, platinum 950‰, set with 39 brilliant-cut diamonds totaling 0.38 carat.",/content/dam/rcq/car/58/62/65/586265.png
 B4224900,rings,Etincelle de Cartier ring,5350.0,"white gold, diamonds","Etincelle de Cartier ring, 18K white gold, set with 25 brilliant-cut diamonds totaling 0.48 carats.",/content/dam/rcq/car/14/66/14/9/1466149.png
 B4216400,rings,Étincelle de Cartier wedding band,5450.0,"pink gold, diamonds","Etincelle de Cartier wedding band, 18K pink gold, set with 16 brilliant-cut diamonds totaling 0.51 carat. Width 2.6 mm.",/content/dam/rcq/car/17/07/88/7/1707887.png
 B4216300,rings,Étincelle de Cartier wedding band,5950.0,"platinum, diamonds","Etincelle de Cartier wedding band, 950‰ platinum, set with 16 brilliant-cut diamonds totaling 0.51 carat. Width 2.6 mm.",/content/dam/rcq/car/17/07/88/5/1707885.png
 B4095700,rings,Etincelle de Cartier ring,6100.0,"pink gold, diamonds","Etincelle de Cartier ring, 18K pink gold, set with 17 brilliant-cut diamonds totaling 0.48 carats.",/content/dam/rcq/car/57/38/22/573822.png
 B4095800,rings,Etincelle de Cartier ring,6550.0,"white gold, diamonds","Étincelle de Cartier ring, 18K white gold, set with 17 brilliant-cut diamonds totaling 0.49 carat.",/content/dam/rcq/car/57/38/21/573821.png
 B4223000,rings,Etincelle de Cartier ring,6650.0,"pink gold, diamonds","Etincelle de Cartier ring, 18K pink gold, set with 46 brilliant-cut diamonds totaling 0.63 carats.",/content/dam/rcq/car/14/62/30/2/1462302.png
 B4223100,rings,Etincelle de Cartier ring,7100.0,"white gold, diamonds","Etincelle de Cartier ring, 18K white gold, set with 46 brilliant-cut diamonds totaling 0.63 carats.",/content/dam/rcq/car/14/62/30/3/1462303.png
 B4220500,rings,"Étincelle de Cartier ring, small model",7650.0,"yellow gold, diamonds","Étincelle de Cartier ring, small model, 18K yellow gold, set with 55 brilliant-cut diamonds totaling 1.00 carat.",/content/dam/rcq/car/14/72/27/2/1472272.png
 B4220600,rings,"Étincelle de Cartier ring, small model",7650.0,"pink gold, diamonds","Étincelle de Cartier ring, small model, 18K pink gold, set with 55 brilliant-cut diamonds totaling 1.00 carat.",/content/dam/rcq/car/14/72/27/3/1472273.png
 B4232100,rings,Étincelle de Cartier wedding band,7700.0,"platinum, sapphires, diamonds","Étincelle de Cartier wedding band, 950‰ platinum, set with 14 brilliant-cut diamonds totaling 0.45 carats and 14 brilliant-cut sapphires totaling 0.63 carats. Width 2.6 mm.",/content/dam/rcq/car/19/42/52/0/1942520.png
 B4087000,rings,Étincelle de Cartier wedding band,7800.0,"yellow gold, diamonds","Étincelle de Cartier wedding band, 18K yellow gold, set with 29 brilliant-cut diamonds totaling 0.94 carats. Width: 2.6 mm.",/content/dam/rcq/car/92/55/75/925575.png
 B4210600,rings,Étincelle de Cartier wedding band,7800.0,"pink gold, diamonds","Étincelle de Cartier wedding band, 18K pink gold, set with 29 brilliant-cut diamonds totaling 0.94 carats. Width: 2.6 mm.",/content/dam/rcq/car/73/93/18/739318.png
 B4216800,rings,"Étincelle de Cartier ring, small model",8150.0,"white gold, diamonds","Étincelle de Cartier ring, small model, 18K white gold, set with 55 brilliant-cut diamonds totaling 1.00 carat.",/content/dam/rcq/car/10/54/90/7/1054907.png
 B4087100,rings,Étincelle de Cartier wedding band,8550.0,"platinum, diamonds","Étincelle de Cartier wedding band, 950‰ platinum, set with 29 brilliant-cut diamonds totaling 0.94 carats. Width: 2.6 mm.",/content/dam/rcq/car/92/55/76/925576.png
 N4766000,rings,Etincelle de Cartier ring,8750.0,"pink gold, diamonds","Étincelle de Cartier ring, 18K pink gold, set with 52 brilliant-cut pavé diamonds totaling 0.81 carats.",/content/dam/rcq/car/18/11/97/7/1811977.png
 B4216600,rings,Étincelle de Cartier wedding band,8950.0,"pink gold, diamonds","Etincelle de Cartier wedding band, 18K pink gold, set with 14 brilliant-cut diamonds totaling 0.94 carat. Width 3.5 mm.",/content/dam/rcq/car/17/07/89/1/1707891.png
 N4753200,rings,Etincelle de Cartier ring,9350.0,"white gold, diamonds","Étincelle de Cartier ring, 18K white gold, set with 52 brilliant-cut diamonds totaling 0.81 carat.",/content/dam/rcq/car/16/49/51/2/1649512.png
 N4722700,rings,Cartier Destinée wedding band,9650.0,"pink gold, diamonds","Cartier Destinée wedding band, width 3.27 mm, 18K pink gold, set with 22 brilliant-cut diamonds totaling 1.34 carats.",/content/dam/rcq/car/74/35/09/743509.png
 B4091200,rings,Etincelle de Cartier ring,9800.0,"pink gold, diamonds","Étincelle de Cartier ring, 18K pink gold, set with 69 brilliant-cut diamonds totaling 1.33 carats.",/content/dam/rcq/car/58/91/56/589156.png
 B4192300,rings,Etincelle de Cartier ring,9800.0,"yellow gold, diamonds","Étincelle de Cartier ring, 18K yellow gold, set with 69 brilliant-cut diamonds totaling 1.33 carats.",/content/dam/rcq/car/10/61/48/1/1061481.png
 B4216500,rings,Étincelle de Cartier wedding band,9850.0,"platinum, diamonds","Etincelle de Cartier wedding band, 950‰ platinum, set with 14 brilliant-cut diamonds totaling 0.94 carats. Width 3.5 mm.",/content/dam/rcq/car/17/07/88/9/1707889.png
 N4243000,rings,Etincelle de Cartier ring,10300.0,"white gold, diamonds","Étincelle de Cartier ring, 18K white gold, set with 81 brilliant-cut diamonds totaling 0.66 carat.",/content/dam/rcq/car/58/79/87/587987.png
 B4192400,rings,Etincelle de Cartier ring,10500.0,"white gold, diamonds","Étincelle de Cartier ring, 18K white gold, set with 69 brilliant-cut diamonds totaling 1.33 carats.",/content/dam/rcq/car/10/61/48/2/1061482.png
 N4127300,rings,Cartier Destinée wedding band,10700.0,"platinum, diamonds","Cartier Destinée wedding band, width 3.3 mm, platinum 950‰, set with 22 brilliant-cut diamonds totaling 1.34 carats.",/content/dam/rcq/car/14/73/13/8/1473138.png
 N4752700,rings,Reflection de Cartier ring,12500.0,"white gold, diamonds","Reflection de Cartier ring, 18K white gold, set with 1 troidia-cut diamond, 1 princess-cut diamond and 6 baguette-cut diamonds totaling 0.88 carats.",/content/dam/rcq/car/16/49/50/9/1649509.png
 N4753300,rings,Etincelle de Cartier ring,15600.0,"white gold, diamonds","Étincelle de Cartier ring, 18K white gold, set with 88 brilliant-cut diamonds totaling 1.06 carat.",/content/dam/rcq/car/16/40/27/5/1640275.png
 N4748100,rings,Coup d'Éclat de Cartier ring,18600.0,"yellow gold, diamonds","Coup d'Eclat de Cartier ring, 18K yellow gold, set with 55 brilliant-cut diamonds totaling 1.04 carats.",/content/dam/rcq/car/14/37/91/2/1437912.png
 N4744800,rings,Coup d'Éclat de Cartier ring,19800.0,"white gold, diamonds","Coup d'Éclat de Cartier ring, 18K white gold, set with 55 brilliant-cut diamonds totaling 1.04 carats.",/content/dam/rcq/car/10/54/26/3/1054263.png
 N4752500,rings,Reflection de Cartier ring,23000.0,"white gold, diamonds","Reflection de Cartier ring, 18K white gold, set with 11 baguette-cut diamonds totaling 1.24 carats and 22 brilliant-cut diamonds totaling 1.05 carats.",/content/dam/rcq/car/16/49/50/8/1649508.png
 N4748200,rings,Coup d'Éclat de Cartier ring,30800.0,"yellow gold, diamonds","Coup d'Eclat de Cartier ring, 18K yellow gold, set with 189 brilliant-cut diamonds totaling 1.56 carats.",/content/dam/rcq/car/15/23/21/5/1523215.png
 N4745100,rings,Coup d'Éclat de Cartier ring,35800.0,"white gold, diamonds","Coup d'Éclat de Cartier ring, 18K white gold, set with 87 brilliant-cut diamonds totaling 1.45 carats.",/content/dam/rcq/car/10/54/32/7/1054327.png
 N4745000,rings,Coup d'Éclat de Cartier ring,37000.0,"white gold, diamonds","Coup d'Éclat de Cartier ring, 18K white gold, set with 171 brilliant-cut diamonds totaling 2.58 carats.",/content/dam/rcq/car/10/54/31/7/1054317.png
 H4315200,rings,Reflection de Cartier ring,38800.0,"white gold, diamonds","Reflection de Cartier ring, 18K white gold, set with 16 brilliant-cut diamonds totaling 1.02 carats, and 12 baguette-cut diamonds totaling 1.13 carats.",/content/dam/rcq/car/14/65/51/9/1465519.png
 N4745200,rings,Coup d'Éclat de Cartier ring,44400.0,"white gold, diamonds","Coup d'Éclat de Cartier ring, 18K white gold, set with 302 brilliant-cut diamonds totaling 2.32 carats.",/content/dam/rcq/car/10/54/26/6/1054266.png
 N4249900,rings,Reflection de Cartier wedding band,53500.0,"white gold, diamonds","Reflection de Cartier wedding band, 18K white gold, set with 36 brilliant-cut diamonds totaling 1.58 carats, and with 18 baguette-cut diamonds totaling 1.94 carats",/content/dam/rcq/car/74/70/93/747093.png
 N4752200,rings,Coup d'Éclat de Cartier ring,16800.0,"yellow gold, diamonds","Coup d'Eclat de Cartier ring, 18K yellow gold, set with 40 brilliant-cut diamonds totaling 0.71 carats.",/content/dam/rcq/car/15/69/25/1/1569251.png
 H4345500,rings,Essential Lines ring,45600.0,"white gold, diamonds","Essential Lines ring, 18K white gold, set with 120 brilliant-cut diamonds totaling 7.16 carats.",/content/dam/rcq/car/17/64/45/7/1764457.png
 H4333700,rings,Reflection de Cartier ring,80000.0,"white gold, diamonds","Large model Reflection de Cartier ring, 18K white gold, set with 36 baguette-cut diamonds totaling 4.35 carats, 3 princess-cut diamonds totaling 0.51 carats and 2 troidia-cut diamonds totaling 0.45 carats.",/content/dam/rcq/car/16/36/72/8/1636728.png
 B4094800,rings,Juste un Clou ring,3800.0,"pink gold, diamonds","Juste un Clou ring, 18K rose gold, set with 22 brilliant-cut diamonds totaling 0.13 carats. Width: 2.65mm.",/content/dam/rcq/car/58/99/46/589946.png
 B4216900,rings,Juste un Clou ring,3800.0,"yellow gold, diamonds","Juste un Clou ring, 18K yellow gold, set with 22 brilliant-cut diamonds totaling 0.13 carats. Width: 2.65mm.",/content/dam/rcq/car/10/54/36/9/1054369.png
 B4225800,rings,Juste un Clou ring SM,1120.0,pink gold,"Juste un Clou ring, small model, 18K rose gold. Width: 1.8mm.",/content/dam/rcq/car/17/02/54/2/1702542.png
 B4225900,rings,Juste un Clou ring SM,1120.0,yellow gold,"Juste un Clou ring, small model, 18K yellow gold. Width: 1.8mm.",/content/dam/rcq/car/17/02/54/3/1702543.png
 B4226000,rings,Juste un Clou ring SM,1200.0,white gold,"Juste un Clou ring, small model, 18K white gold. Width: 1.8mm.",/content/dam/rcq/car/17/02/54/4/1702544.png
 B4092500,rings,Juste un Clou ring,2270.0,pink gold,"Juste un Clou ring, 18K rose gold. Width: 2.65mm.",/content/dam/rcq/car/58/74/19/587419.png
 B4092600,rings,Juste un Clou ring,2270.0,yellow gold,"Juste un Clou ring, 18K yellow gold. Width: 2.65mm.",/content/dam/rcq/car/58/45/42/584542.png
 B4099200,rings,Juste un Clou ring,2430.0,white gold,"Juste un Clou ring, 18K white gold, rhodium-finish Width: 2.65mm.",/content/dam/rcq/car/58/90/45/589045.png
 B4210800,rings,Juste un Clou ring,4000.0,"pink gold, diamonds","Juste un Clou ring, 18K rose gold, set with 14 brilliant-cut diamonds totaling 0.08 carats. Width: 1.8mm.",/content/dam/rcq/car/10/40/71/9/1040719.png
 B4092700,rings,Juste un Clou ring,4050.0,"white gold, diamonds","Juste un Clou ring, 18K white gold, set with 22 brilliant-cut diamonds totaling 0.13 carats. Width: 2.65mm.",/content/dam/rcq/car/58/50/71/585071.png
 B4211000,rings,Juste un Clou ring,4300.0,"white gold, diamonds","Juste un Clou ring, 18K white gold, set with 14 brilliant-cut diamonds totaling 0.08 carats. Width: 1.8mm.",/content/dam/rcq/car/10/40/72/1/1040721.png
 B4210900,rings,Juste un Clou ring,9850.0,"pink gold, diamonds","Juste un Clou ring, 18K pink gold, set with 77 brilliant-cut diamonds totaling 0.59 carats.",/content/dam/rcq/car/16/51/03/6/1651036.png
 B4211900,rings,Juste un Clou ring,9850.0,"yellow gold, diamonds","Juste un Clou ring, 18K yellow gold, set with 77 brilliant-cut diamonds totaling 0.59 carats. Width: 1.8mm.",/content/dam/rcq/car/10/22/63/1/1022631.png
 B4211100,rings,Juste un Clou ring,10600.0,"white gold, diamonds","Juste un Clou ring, 18K white gold, set with 77 brilliant-cut diamonds totaling 0.59 carats.",/content/dam/rcq/car/16/51/03/8/1651038.png
 B4059900,rings,Tank Française ring,2210.0,white gold,"Tank Française ring, small model, 18K white gold. 6 mm wide (7 mm from size 60).",/content/dam/rcq/car/92/55/65/925565.png
 B4079800,rings,Maillon Panthère wedding band,1130.0,pink gold,"Maillon Panthère wedding band, 18K pink gold.",/content/dam/rcq/car/58/40/63/584063.png
 B4079900,rings,Maillon Panthère wedding band,1130.0,yellow gold,"Maillon Panthère wedding band, 18K yellow gold.",/content/dam/rcq/car/59/10/09/591009.png
 B4083500,rings,Maillon Panthère wedding band,1210.0,white gold,"Maillon Panthère wedding band, 18K white gold.",/content/dam/rcq/car/59/38/47/593847.png
 B4080300,rings,Maillon Panthère wedding band,1780.0,"yellow gold, diamonds","Maillon Panthère wedding band, 18K yellow gold, set with 4 brilliant-cut diamonds totaling 0.05 carat.",/content/dam/rcq/car/58/84/31/588431.png
 B4080500,rings,Maillon Panthère wedding band,1780.0,"pink gold, diamonds","Maillon Panthère wedding band, 18K pink gold, set with 4 brilliant-cut diamonds totaling 0.05 carat.",/content/dam/rcq/car/59/30/19/593019.png
 B4080400,rings,Maillon Panthère wedding band,1900.0,"white gold, diamonds","Maillon Panthère wedding band, 18K white gold, set with 4 brilliant-cut diamonds totaling 0.05 carat.",/content/dam/rcq/car/58/88/92/588892.png
 B4230600,rings,Maillon Panthère ring,2110.0,yellow gold,"Maillon Panthère ring, 18K yellow gold.",/content/dam/rcq/car/18/11/96/0/1811960.png
 B4221100,rings,Maillon Panthère wedding band,3100.0,"yellow gold, diamonds","Maillon Panthère wedding band, 18K yellow gold, set with 12 brilliant-cut diamonds totaling 0.15 carats.",/content/dam/rcq/car/15/23/20/3/1523203.png
 B4221200,rings,Maillon Panthère wedding band,3100.0,"pink gold, diamonds","Maillon Panthère wedding band, 18K pink gold, set with 12 brilliant-cut diamonds totaling 0.15 carats.",/content/dam/rcq/car/15/23/20/7/1523207.png
 B4221000,rings,Maillon Panthère wedding band,3300.0,"white gold, diamonds","Maillon Panthère wedding band, 18K white gold, set with 12 brilliant-cut diamonds totaling 0.15 carats.",/content/dam/rcq/car/15/23/19/6/1523196.png
 B4230700,rings,Maillon Panthère ring,3500.0,yellow gold,"Maillon Panthère ring, 18K yellow gold.",/content/dam/rcq/car/18/11/96/1/1811961.png
 B4098800,rings,"Maillon Panthère thin wedding band, 2 half diamond-paved rows",5000.0,"pink gold, diamonds","Maillon Panthère wedding band, 18K pink gold, set with 42 brilliant-cut diamonds totaling 0.30 carat.",/content/dam/rcq/car/58/45/89/584589.png
 B4216000,rings,Maillon Panthère ring,5000.0,"yellow gold, diamonds","Maillon Panthère wedding band, 18K yellow gold, set with 42 brilliant-cut diamonds totaling 0.3 carats.",/content/dam/rcq/car/14/37/31/7/1437317.png
 B4098900,rings,"Maillon Panthère thin wedding band, 2 half diamond-paved rows",5350.0,"white gold, diamonds","Maillon Panthère wedding band, 18K white gold, set with 42 brilliant-cut diamonds totaling 0.30 carat.",/content/dam/rcq/car/58/72/52/587252.png
 B4095300,rings,"Maillon Panthère ring, 3 half diamond-paved rows",7850.0,"pink gold, diamonds","Maillon Panthère ring, 18K pink gold, set with 35 brilliant-cut diamonds totaling 0.53 carat.",/content/dam/rcq/car/58/52/68/585268.png
 B4127100,rings,"Maillon Panthère ring, 3 half diamond-paved rows",7850.0,"yellow gold, diamonds","Maillon Panthère ring, 18K yellow gold, set with 35 brilliant-cut diamonds totaling 0.53 carat.",/content/dam/rcq/car/15/55/68/6/1555686.png
 B4127200,rings,"Maillon Panthère ring, 3 half diamond-paved rows",8400.0,"white gold, diamonds","Maillon Panthère ring, 18K white gold, set with 35 brilliant-cut diamonds totaling 0.53 carat.",/content/dam/rcq/car/15/55/68/7/1555687.png
 B4111700,rings,"Maillon Panthère ring, 3 diamond-paved rows",14900.0,"white gold, diamonds","Maillon Panthère ring, 18K white gold, set with 90 brilliant-cut diamonds totaling 1.37 carats.",/content/dam/rcq/car/15/55/68/5/1555685.png
 B4227400,rings,Ecrou de Cartier ring,2360.0,white gold,"Ecrou de Cartier ring, 18K white gold.",/content/dam/rcq/car/16/43/46/6/1643466.png
 B4227200,rings,Ecrou de Cartier ring,2210.0,yellow gold,"Ecrou de Cartier ring, 18K yellow gold.",/content/dam/rcq/car/16/43/46/4/1643464.png
 B4227300,rings,Ecrou de Cartier ring,2210.0,pink gold,"Ecrou de Cartier ring, 18K pink gold.",/content/dam/rcq/car/16/43/46/5/1643465.png
 N4764900,rings,Ecrou de Cartier ring,14800.0,"pink gold, diamonds","Ecrou de Cartier ring, 18K pink gold, set with 30 baguette-cut diamonds totaling 1.21 carats.",/content/dam/rcq/car/18/25/31/7/1825317.png
 N4752900,rings,Pluie de Cartier ring,11500.0,"white gold, diamonds","Pluie de Cartier ring, 18K white gold, set with 17 brilliant-cut diamonds totaling 1.06 carat.",/content/dam/rcq/car/16/48/33/5/1648335.png
 N4753000,rings,Pluie de Cartier ring,30800.0,"white gold, diamonds","Pluie de Cartier ring, 18K white gold, set with 5 pear-shaped diamonds totaling 1.45 carats and 18 brilliant-cut diamonds totaling 0.86 carat.",/content/dam/rcq/car/16/49/51/1/1649511.png
 N4752800,rings,Pluie de Cartier ring,49300.0,"white gold, diamonds","Pluie de Cartier wedding band, 18K white gold, set with 90 brilliant-cut diamonds totaling 5.20 carats.",/content/dam/rcq/car/16/49/51/0/1649510.png
 B4226300,rings,Goldmaster de Cartier ring,3650.0,yellow gold,"Goldmaster de Cartier ring, 18K yellow gold.",/content/dam/rcq/car/17/03/59/1/1703591.png
 B4226400,rings,Goldmaster de Cartier ring,3750.0,yellow gold,"Goldmaster de Cartier ring, 18K yellow gold.",/content/dam/rcq/car/17/03/59/3/1703593.png
