Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
51,46,6,5,46,41,5,Train/5/00005_00037_00027.png
52,49,5,6,47,44,5,Train/5/00005_00037_00028.png
54,50,6,6,49,45,5,Train/5/00005_00037_00029.png
27,27,6,6,21,22,5,Train/5/00005_00038_00000.png
27,27,6,5,22,22,5,Train/5/00005_00038_00001.png
27,28,6,6,22,23,5,Train/5/00005_00038_00002.png
29,29,6,6,23,24,5,Train/5/00005_00038_00003.png
28,28,5,5,22,23,5,Train/5/00005_00038_00004.png
29,30,5,6,23,25,5,Train/5/00005_00038_00005.png
30,29,6,5,24,24,5,Train/5/00005_00038_00006.png
30,32,6,6,25,26,5,Train/5/00005_00038_00007.png
30,31,5,5,25,26,5,Train/5/00005_00038_00008.png
31,33,6,6,26,27,5,Train/5/00005_00038_00009.png
31,32,5,5,26,27,5,Train/5/00005_00038_00010.png
33,35,5,6,27,29,5,Train/5/00005_00038_00011.png
33,34,5,5,28,29,5,Train/5/00005_00038_00012.png
34,36,5,6,29,31,5,Train/5/00005_00038_00013.png
36,36,6,6,30,31,5,Train/5/00005_00038_00014.png
36,38,5,6,31,33,5,Train/5/00005_00038_00015.png
37,39,5,6,32,34,5,Train/5/00005_00038_00016.png
38,39,5,5,32,33,5,Train/5/00005_00038_00017.png
39,39,5,5,33,34,5,Train/5/00005_00038_00018.png
40,40,6,5,35,35,5,Train/5/00005_00038_00019.png
42,43,6,6,37,38,5,Train/5/00005_00038_00020.png
43,44,6,6,38,39,5,Train/5/00005_00038_00021.png
48,53,6,6,43,48,5,Train/5/00005_00038_00022.png
44,46,5,5,39,41,5,Train/5/00005_00038_00023.png
50,52,6,5,45,47,5,Train/5/00005_00038_00024.png
54,56,6,5,49,51,5,Train/5/00005_00038_00025.png
58,60,6,5,52,55,5,Train/5/00005_00038_00026.png
62,65,6,6,56,60,5,Train/5/00005_00038_00027.png
71,74,7,6,65,68,5,Train/5/00005_00038_00028.png
74,80,6,7,68,73,5,Train/5/00005_00038_00029.png
26,27,5,5,20,22,5,Train/5/00005_00039_00000.png
26,28,5,6,20,23,5,Train/5/00005_00039_00001.png
26,29,5,6,21,24,5,Train/5/00005_00039_00002.png
28,29,6,6,22,24,5,Train/5/00005_00039_00003.png
28,28,5,5,22,23,5,Train/5/00005_00039_00004.png
28,29,5,5,23,24,5,Train/5/00005_00039_00005.png
29,29,6,5,24,24,5,Train/5/00005_00039_00006.png
29,30,5,5,24,25,5,Train/5/00005_00039_00007.png
30,32,5,6,25,27,5,Train/5/00005_00039_00008.png
31,32,5,5,25,26,5,Train/5/00005_00039_00009.png
32,33,6,6,26,27,5,Train/5/00005_00039_00010.png
31,33,5,6,26,28,5,Train/5/00005_00039_00011.png
33,32,6,5,27,27,5,Train/5/00005_00039_00012.png
33,34,6,6,27,28,5,Train/5/00005_00039_00013.png
33,34,6,6,28,29,5,Train/5/00005_00039_00014.png
33,35,5,6,27,29,5,Train/5/00005_00039_00015.png
35,36,6,6,29,30,5,Train/5/00005_00039_00016.png
35,35,6,5,30,30,5,Train/5/00005_00039_00017.png
35,37,5,6,30,32,5,Train/5/00005_00039_00018.png
37,37,6,5,32,32,5,Train/5/00005_00039_00019.png
37,39,5,6,32,34,5,Train/5/00005_00039_00020.png
39,39,6,5,34,34,5,Train/5/00005_00039_00021.png
40,41,6,6,35,36,5,Train/5/00005_00039_00022.png
41,42,6,6,36,37,5,Train/5/00005_00039_00023.png
41,42,5,5,36,37,5,Train/5/00005_00039_00024.png
43,45,6,6,38,39,5,Train/5/00005_00039_00025.png
44,45,5,6,39,40,5,Train/5/00005_00039_00026.png
46,47,5,5,41,42,5,Train/5/00005_00039_00027.png
48,50,5,5,43,45,5,Train/5/00005_00039_00028.png
51,54,5,6,46,49,5,Train/5/00005_00039_00029.png
26,26,6,5,21,21,5,Train/5/00005_00040_00000.png
26,26,6,5,21,21,5,Train/5/00005_00040_00001.png
27,27,6,6,22,22,5,Train/5/00005_00040_00002.png
27,26,6,5,22,21,5,Train/5/00005_00040_00003.png
28,28,6,6,23,23,5,Train/5/00005_00040_00004.png
28,27,6,5,23,22,5,Train/5/00005_00040_00005.png
29,27,6,5,23,22,5,Train/5/00005_00040_00006.png
29,30,6,6,24,24,5,Train/5/00005_00040_00007.png
29,29,5,5,24,24,5,Train/5/00005_00040_00008.png
30,31,5,6,25,26,5,Train/5/00005_00040_00009.png
30,31,5,6,25,26,5,Train/5/00005_00040_00010.png
30,32,5,6,25,26,5,Train/5/00005_00040_00011.png
32,32,5,5,26,26,5,Train/5/00005_00040_00012.png
33,32,6,5,28,27,5,Train/5/00005_00040_00013.png
33,34,5,5,28,29,5,Train/5/00005_00040_00014.png
34,36,5,6,29,31,5,Train/5/00005_00040_00015.png
35,37,5,6,30,32,5,Train/5/00005_00040_00016.png
37,38,5,5,32,33,5,Train/5/00005_00040_00017.png
39,39,6,5,34,34,5,Train/5/00005_00040_00018.png
41,42,6,6,36,37,5,Train/5/00005_00040_00019.png
42,43,6,6,37,38,5,Train/5/00005_00040_00020.png
43,43,6,5,38,38,5,Train/5/00005_00040_00021.png
44,45,5,5,39,40,5,Train/5/00005_00040_00022.png
46,47,6,6,41,42,5,Train/5/00005_00040_00023.png
49,49,6,5,44,44,5,Train/5/00005_00040_00024.png
51,52,6,6,45,47,5,Train/5/00005_00040_00025.png
53,54,6,6,47,49,5,Train/5/00005_00040_00026.png
55,58,5,5,50,53,5,Train/5/00005_00040_00027.png
58,61,6,5,53,56,5,Train/5/00005_00040_00028.png
60,70,6,7,57,64,5,Train/5/00005_00040_00029.png
25,26,5,5,20,21,5,Train/5/00005_00041_00000.png
27,27,6,5,21,21,5,Train/5/00005_00041_00001.png
28,28,6,6,22,23,5,Train/5/00005_00041_00002.png
27,29,5,6,21,23,5,Train/5/00005_00041_00003.png
28,29,6,6,23,24,5,Train/5/00005_00041_00004.png
29,28,6,5,23,23,5,Train/5/00005_00041_00005.png
29,29,5,5,24,24,5,Train/5/00005_00041_00006.png
31,31,6,5,25,25,5,Train/5/00005_00041_00007.png
32,32,6,6,26,27,5,Train/5/00005_00041_00008.png
33,33,6,5,28,28,5,Train/5/00005_00041_00009.png
34,35,6,6,28,29,5,Train/5/00005_00041_00010.png
33,34,5,5,27,28,5,Train/5/00005_00041_00011.png
35,34,6,5,29,29,5,Train/5/00005_00041_00012.png
35,36,5,6,29,31,5,Train/5/00005_00041_00013.png
36,35,6,5,31,30,5,Train/5/00005_00041_00014.png
37,38,5,6,32,33,5,Train/5/00005_00041_00015.png
39,40,6,6,33,34,5,Train/5/00005_00041_00016.png
39,39,5,5,34,34,5,Train/5/00005_00041_00017.png
40,42,5,6,35,37,5,Train/5/00005_00041_00018.png
43,44,5,5,38,39,5,Train/5/00005_00041_00019.png
46,46,6,5,40,40,5,Train/5/00005_00041_00020.png
47,48,6,6,41,43,5,Train/5/00005_00041_00021.png
49,51,6,5,44,46,5,Train/5/00005_00041_00022.png
50,54,5,6,45,49,5,Train/5/00005_00041_00023.png
53,55,6,5,48,49,5,Train/5/00005_00041_00024.png
58,60,5,5,52,54,5,Train/5/00005_00041_00025.png
61,63,6,5,55,58,5,Train/5/00005_00041_00026.png
62,68,5,6,57,62,5,Train/5/00005_00041_00027.png
68,72,6,6,61,66,5,Train/5/00005_00041_00028.png
76,83,7,8,70,76,5,Train/5/00005_00041_00029.png
29,30,6,6,24,25,5,Train/5/00005_00042_00000.png
30,31,5,5,25,26,5,Train/5/00005_00042_00001.png
32,32,6,5,27,27,5,Train/5/00005_00042_00002.png
31,32,6,5,26,27,5,Train/5/00005_00042_00003.png
32,33,6,5,27,28,5,Train/5/00005_00042_00004.png
32,34,6,6,27,29,5,Train/5/00005_00042_00005.png
33,35,6,6,28,30,5,Train/5/00005_00042_00006.png
35,35,6,6,30,30,5,Train/5/00005_00042_00007.png
34,35,5,5,29,30,5,Train/5/00005_00042_00008.png
35,36,6,6,30,31,5,Train/5/00005_00042_00009.png
35,37,5,6,30,32,5,Train/5/00005_00042_00010.png
36,37,5,5,31,32,5,Train/5/00005_00042_00011.png
37,39,5,5,32,34,5,Train/5/00005_00042_00012.png
38,39,6,5,33,34,5,Train/5/00005_00042_00013.png
40,41,6,5,35,36,5,Train/5/00005_00042_00014.png
43,43,6,5,38,38,5,Train/5/00005_00042_00015.png
44,45,6,6,39,40,5,Train/5/00005_00042_00016.png
44,45,5,5,39,40,5,Train/5/00005_00042_00017.png
46,48,5,6,41,43,5,Train/5/00005_00042_00018.png
49,49,6,5,44,44,5,Train/5/00005_00042_00019.png
49,50,5,5,44,45,5,Train/5/00005_00042_00020.png
51,52,5,5,46,47,5,Train/5/00005_00042_00021.png
55,56,6,6,50,51,5,Train/5/00005_00042_00022.png
60,61,6,6,55,56,5,Train/5/00005_00042_00023.png
61,62,5,5,56,57,5,Train/5/00005_00042_00024.png
68,71,7,7,62,65,5,Train/5/00005_00042_00025.png
69,73,6,7,63,67,5,Train/5/00005_00042_00026.png
75,81,6,8,69,74,5,Train/5/00005_00042_00027.png
87,91,8,8,80,83,5,Train/5/00005_00042_00028.png
93,99,8,9,85,91,5,Train/5/00005_00042_00029.png
29,29,5,5,24,24,5,Train/5/00005_00043_00000.png
29,30,5,5,24,24,5,Train/5/00005_00043_00001.png
31,30,6,5,26,25,5,Train/5/00005_00043_00002.png
30,31,5,6,25,26,5,Train/5/00005_00043_00003.png
32,32,6,6,27,27,5,Train/5/00005_00043_00004.png
33,31,6,5,27,26,5,Train/5/00005_00043_00005.png
32,31,5,5,26,26,5,Train/5/00005_00043_00006.png
34,33,6,6,28,28,5,Train/5/00005_00043_00007.png
33,33,5,5,27,27,5,Train/5/00005_00043_00008.png
35,34,6,5,29,28,5,Train/5/00005_00043_00009.png
34,35,5,6,28,29,5,Train/5/00005_00043_00010.png
35,36,6,6,30,30,5,Train/5/00005_00043_00011.png
36,36,6,6,31,31,5,Train/5/00005_00043_00012.png
35,36,5,5,30,30,5,Train/5/00005_00043_00013.png
36,38,5,6,31,32,5,Train/5/00005_00043_00014.png
38,38,6,6,33,33,5,Train/5/00005_00043_00015.png
38,39,5,6,32,33,5,Train/5/00005_00043_00016.png
40,40,6,6,35,35,5,Train/5/00005_00043_00017.png
40,40,5,5,35,35,5,Train/5/00005_00043_00018.png
43,42,6,5,38,37,5,Train/5/00005_00043_00019.png
44,44,6,6,39,39,5,Train/5/00005_00043_00020.png
45,45,6,6,40,40,5,Train/5/00005_00043_00021.png
47,46,6,5,42,41,5,Train/5/00005_00043_00022.png
48,48,6,6,43,43,5,Train/5/00005_00043_00023.png
50,49,6,5,45,44,5,Train/5/00005_00043_00024.png
51,51,6,6,46,46,5,Train/5/00005_00043_00025.png
51,52,5,6,46,47,5,Train/5/00005_00043_00026.png
54,54,6,6,49,49,5,Train/5/00005_00043_00027.png
54,55,5,6,49,50,5,Train/5/00005_00043_00028.png
58,57,6,5,53,52,5,Train/5/00005_00043_00029.png
33,34,5,5,28,29,5,Train/5/00005_00044_00000.png
35,35,6,5,29,29,5,Train/5/00005_00044_00001.png
34,36,5,6,29,31,5,Train/5/00005_00044_00002.png
34,37,5,6,29,31,5,Train/5/00005_00044_00003.png
34,37,5,6,29,31,5,Train/5/00005_00044_00004.png
36,38,6,6,30,33,5,Train/5/00005_00044_00005.png
36,38,6,5,31,33,5,Train/5/00005_00044_00006.png
35,37,5,6,30,32,5,Train/5/00005_00044_00007.png
37,37,6,5,32,32,5,Train/5/00005_00044_00008.png
37,38,5,5,31,33,5,Train/5/00005_00044_00009.png
37,39,5,5,31,34,5,Train/5/00005_00044_00010.png
38,40,6,5,33,35,5,Train/5/00005_00044_00011.png
39,41,6,6,33,36,5,Train/5/00005_00044_00012.png
40,41,5,5,35,36,5,Train/5/00005_00044_00013.png
42,42,5,5,36,37,5,Train/5/00005_00044_00014.png
42,44,5,6,37,39,5,Train/5/00005_00044_00015.png
46,48,6,6,40,43,5,Train/5/00005_00044_00016.png
46,48,6,5,41,43,5,Train/5/00005_00044_00017.png
48,51,6,6,43,46,5,Train/5/00005_00044_00018.png
48,51,5,5,43,46,5,Train/5/00005_00044_00019.png
50,53,5,5,45,48,5,Train/5/00005_00044_00020.png
53,57,5,6,47,51,5,Train/5/00005_00044_00021.png
55,59,5,5,50,53,5,Train/5/00005_00044_00022.png
56,60,5,5,51,55,5,Train/5/00005_00044_00023.png
58,64,5,6,52,58,5,Train/5/00005_00044_00024.png
60,68,5,6,55,62,5,Train/5/00005_00044_00025.png
63,71,5,6,58,65,5,Train/5/00005_00044_00026.png
69,76,6,7,63,70,5,Train/5/00005_00044_00027.png
72,80,6,7,66,73,5,Train/5/00005_00044_00028.png
76,84,6,7,70,77,5,Train/5/00005_00044_00029.png
26,25,5,5,21,20,5,Train/5/00005_00045_00000.png
27,27,5,6,22,22,5,Train/5/00005_00045_00001.png
27,26,5,5,22,21,5,Train/5/00005_00045_00002.png
28,27,5,5,23,22,5,Train/5/00005_00045_00003.png
29,29,5,6,23,23,5,Train/5/00005_00045_00004.png
30,29,6,6,25,24,5,Train/5/00005_00045_00005.png
32,29,6,5,27,24,5,Train/5/00005_00045_00006.png
33,31,5,5,27,25,5,Train/5/00005_00045_00007.png
33,31,5,5,28,26,5,Train/5/00005_00045_00008.png
34,33,6,6,29,27,5,Train/5/00005_00045_00009.png
35,33,6,6,30,28,5,Train/5/00005_00045_00010.png
35,35,5,6,29,29,5,Train/5/00005_00045_00011.png
35,34,5,5,30,29,5,Train/5/00005_00045_00012.png
36,36,5,6,31,30,5,Train/5/00005_00045_00013.png
38,35,5,5,32,30,5,Train/5/00005_00045_00014.png
39,36,6,5,33,30,5,Train/5/00005_00045_00015.png
40,38,6,6,35,33,5,Train/5/00005_00045_00016.png
41,40,5,5,36,35,5,Train/5/00005_00045_00017.png
43,42,6,5,38,36,5,Train/5/00005_00045_00018.png
43,43,5,6,38,38,5,Train/5/00005_00045_00019.png
47,45,6,6,41,40,5,Train/5/00005_00045_00020.png
49,47,5,5,43,42,5,Train/5/00005_00045_00021.png
50,50,5,6,44,44,5,Train/5/00005_00045_00022.png
53,51,5,5,47,46,5,Train/5/00005_00045_00023.png
56,54,5,5,51,49,5,Train/5/00005_00045_00024.png
61,60,5,5,56,54,5,Train/5/00005_00045_00025.png
64,62,5,5,59,57,5,Train/5/00005_00045_00026.png
73,71,7,7,67,65,5,Train/5/00005_00045_00027.png
83,81,7,8,76,73,5,Train/5/00005_00045_00028.png
92,85,9,8,84,77,5,Train/5/00005_00045_00029.png
30,29,6,5,25,24,5,Train/5/00005_00046_00000.png
30,30,6,6,25,25,5,Train/5/00005_00046_00001.png
30,31,5,6,25,26,5,Train/5/00005_00046_00002.png
30,31,5,5,25,26,5,Train/5/00005_00046_00003.png
31,33,5,6,26,28,5,Train/5/00005_00046_00004.png
31,32,5,5,26,27,5,Train/5/00005_00046_00005.png
33,34,6,6,28,29,5,Train/5/00005_00046_00006.png
32,35,5,6,27,30,5,Train/5/00005_00046_00007.png
34,36,6,6,29,31,5,Train/5/00005_00046_00008.png
33,35,5,5,28,30,5,Train/5/00005_00046_00009.png
37,37,6,5,32,32,5,Train/5/00005_00046_00010.png
38,38,6,5,33,33,5,Train/5/00005_00046_00011.png
40,39,6,5,35,34,5,Train/5/00005_00046_00012.png
41,40,6,5,36,35,5,Train/5/00005_00046_00013.png
40,41,6,6,35,36,5,Train/5/00005_00046_00014.png
43,45,5,6,38,40,5,Train/5/00005_00046_00015.png
45,46,6,6,40,41,5,Train/5/00005_00046_00016.png
47,48,6,6,42,43,5,Train/5/00005_00046_00017.png
50,49,6,5,45,44,5,Train/5/00005_00046_00018.png
52,52,6,6,47,47,5,Train/5/00005_00046_00019.png
55,55,6,6,50,50,5,Train/5/00005_00046_00020.png
58,59,5,6,53,54,5,Train/5/00005_00046_00021.png
60,61,5,5,55,56,5,Train/5/00005_00046_00022.png
64,68,5,7,59,62,5,Train/5/00005_00046_00023.png
71,71,7,6,65,65,5,Train/5/00005_00046_00024.png
75,76,7,7,69,70,5,Train/5/00005_00046_00025.png
82,83,8,7,75,76,5,Train/5/00005_00046_00026.png
100,104,9,10,92,95,5,Train/5/00005_00046_00027.png
108,113,10,10,99,104,5,Train/5/00005_00046_00028.png
123,131,10,12,113,120,5,Train/5/00005_00046_00029.png
29,28,6,5,24,23,5,Train/5/00005_00047_00000.png
30,29,6,6,24,24,5,Train/5/00005_00047_00001.png
30,29,6,5,25,24,5,Train/5/00005_00047_00002.png
30,31,5,6,24,25,5,Train/5/00005_00047_00003.png
30,31,5,5,25,25,5,Train/5/00005_00047_00004.png
32,31,6,5,27,26,5,Train/5/00005_00047_00005.png
32,33,6,6,27,27,5,Train/5/00005_00047_00006.png
33,32,6,5,28,27,5,Train/5/00005_00047_00007.png
34,34,6,6,28,28,5,Train/5/00005_00047_00008.png
34,35,6,6,29,29,5,Train/5/00005_00047_00009.png
34,36,5,6,29,30,5,Train/5/00005_00047_00010.png
35,35,5,5,30,30,5,Train/5/00005_00047_00011.png
36,38,5,6,31,32,5,Train/5/00005_00047_00012.png
38,38,6,5,33,32,5,Train/5/00005_00047_00013.png
38,38,5,5,33,33,5,Train/5/00005_00047_00014.png
40,42,5,6,34,36,5,Train/5/00005_00047_00015.png
42,42,5,5,36,37,5,Train/5/00005_00047_00016.png
44,45,6,5,39,39,5,Train/5/00005_00047_00017.png
44,46,5,6,39,41,5,Train/5/00005_00047_00018.png
49,49,6,5,43,43,5,Train/5/00005_00047_00019.png
49,51,5,6,44,46,5,Train/5/00005_00047_00020.png
52,53,6,6,46,48,5,Train/5/00005_00047_00021.png
55,57,6,6,50,52,5,Train/5/00005_00047_00022.png
57,61,6,6,52,55,5,Train/5/00005_00047_00023.png
60,61,6,5,55,56,5,Train/5/00005_00047_00024.png
64,67,6,6,59,61,5,Train/5/00005_00047_00025.png
70,74,6,7,64,68,5,Train/5/00005_00047_00026.png
76,81,6,7,70,74,5,Train/5/00005_00047_00027.png
84,88,7,7,77,81,5,Train/5/00005_00047_00028.png
95,100,8,9,87,92,5,Train/5/00005_00047_00029.png
30,31,5,6,25,26,5,Train/5/00005_00048_00000.png
32,32,6,6,27,27,5,Train/5/00005_00048_00001.png
32,32,6,6,27,27,5,Train/5/00005_00048_00002.png
31,32,6,6,26,27,5,Train/5/00005_00048_00003.png
32,32,6,5,27,27,5,Train/5/00005_00048_00004.png
30,31,5,5,25,26,5,Train/5/00005_00048_00005.png
32,33,5,5,27,28,5,Train/5/00005_00048_00006.png
36,35,6,5,31,30,5,Train/5/00005_00048_00007.png
37,37,6,5,32,32,5,Train/5/00005_00048_00008.png
37,37,6,5,32,32,5,Train/5/00005_00048_00009.png
37,39,5,6,32,34,5,Train/5/00005_00048_00010.png
39,39,6,5,34,34,5,Train/5/00005_00048_00011.png
38,40,5,6,33,35,5,Train/5/00005_00048_00012.png
39,40,5,6,34,35,5,Train/5/00005_00048_00013.png
39,40,5,6,34,35,5,Train/5/00005_00048_00014.png
40,40,5,5,35,35,5,Train/5/00005_00048_00015.png
43,42,6,5,38,37,5,Train/5/00005_00048_00016.png
45,46,5,6,40,41,5,Train/5/00005_00048_00017.png
47,47,6,6,42,42,5,Train/5/00005_00048_00018.png
47,47,5,5,42,42,5,Train/5/00005_00048_00019.png
50,50,6,5,45,45,5,Train/5/00005_00048_00020.png
51,52,5,5,46,47,5,Train/5/00005_00048_00021.png
52,54,5,6,47,49,5,Train/5/00005_00048_00022.png
53,55,5,6,48,50,5,Train/5/00005_00048_00023.png
56,56,6,6,51,51,5,Train/5/00005_00048_00024.png
60,59,6,6,55,54,5,Train/5/00005_00048_00025.png
61,61,5,5,56,56,5,Train/5/00005_00048_00026.png
70,69,7,6,64,63,5,Train/5/00005_00048_00027.png
75,74,7,6,69,68,5,Train/5/00005_00048_00028.png
81,80,8,8,74,73,5,Train/5/00005_00048_00029.png
30,31,5,6,25,26,5,Train/5/00005_00049_00000.png
30,30,5,5,25,25,5,Train/5/00005_00049_00001.png
30,30,5,5,25,25,5,Train/5/00005_00049_00002.png
31,31,5,5,26,26,5,Train/5/00005_00049_00003.png
31,31,5,5,26,26,5,Train/5/00005_00049_00004.png
32,34,5,6,27,29,5,Train/5/00005_00049_00005.png
32,34,5,6,27,29,5,Train/5/00005_00049_00006.png
31,33,5,6,26,28,5,Train/5/00005_00049_00007.png
34,35,6,6,29,30,5,Train/5/00005_00049_00008.png
33,35,5,6,28,30,5,Train/5/00005_00049_00009.png
34,36,5,6,29,31,5,Train/5/00005_00049_00010.png
35,37,5,6,30,32,5,Train/5/00005_00049_00011.png
36,37,6,6,31,32,5,Train/5/00005_00049_00012.png
37,37,6,5,32,32,5,Train/5/00005_00049_00013.png
37,39,6,6,32,34,5,Train/5/00005_00049_00014.png
37,39,6,6,32,34,5,Train/5/00005_00049_00015.png
37,40,5,6,32,35,5,Train/5/00005_00049_00016.png
39,40,6,5,34,35,5,Train/5/00005_00049_00017.png
39,42,5,6,34,37,5,Train/5/00005_00049_00018.png
39,41,5,5,34,36,5,Train/5/00005_00049_00019.png
41,44,5,6,36,39,5,Train/5/00005_00049_00020.png
42,44,6,6,37,39,5,Train/5/00005_00049_00021.png
42,45,5,6,37,40,5,Train/5/00005_00049_00022.png
44,45,6,5,39,40,5,Train/5/00005_00049_00023.png
46,48,6,6,41,43,5,Train/5/00005_00049_00024.png
47,49,5,6,42,44,5,Train/5/00005_00049_00025.png
49,51,5,6,44,46,5,Train/5/00005_00049_00026.png
51,53,5,6,46,48,5,Train/5/00005_00049_00027.png
53,53,5,5,48,48,5,Train/5/00005_00049_00028.png
58,59,5,5,53,54,5,Train/5/00005_00049_00029.png
30,29,6,5,25,24,5,Train/5/00005_00050_00000.png
30,29,6,5,25,24,5,Train/5/00005_00050_00001.png
31,30,6,5,26,25,5,Train/5/00005_00050_00002.png
31,31,6,6,26,26,5,Train/5/00005_00050_00003.png
31,31,6,6,26,26,5,Train/5/00005_00050_00004.png
32,33,5,6,27,28,5,Train/5/00005_00050_00005.png
34,34,6,6,28,28,5,Train/5/00005_00050_00006.png
34,33,6,5,29,28,5,Train/5/00005_00050_00007.png
34,34,5,5,29,29,5,Train/5/00005_00050_00008.png
36,36,6,6,31,31,5,Train/5/00005_00050_00009.png
36,37,6,6,31,31,5,Train/5/00005_00050_00010.png
37,36,6,5,31,30,5,Train/5/00005_00050_00011.png
36,37,5,6,31,32,5,Train/5/00005_00050_00012.png
38,38,6,6,33,33,5,Train/5/00005_00050_00013.png
39,39,6,6,34,34,5,Train/5/00005_00050_00014.png
38,39,5,5,33,33,5,Train/5/00005_00050_00015.png
41,41,6,6,36,36,5,Train/5/00005_00050_00016.png
41,41,5,5,36,36,5,Train/5/00005_00050_00017.png
43,42,6,5,38,37,5,Train/5/00005_00050_00018.png
43,44,5,6,38,39,5,Train/5/00005_00050_00019.png
45,45,5,5,40,40,5,Train/5/00005_00050_00020.png
47,47,5,5,42,42,5,Train/5/00005_00050_00021.png
49,48,6,5,44,43,5,Train/5/00005_00050_00022.png
49,50,5,6,44,45,5,Train/5/00005_00050_00023.png
52,52,6,6,47,47,5,Train/5/00005_00050_00024.png
55,54,6,5,50,49,5,Train/5/00005_00050_00025.png
58,58,6,6,53,53,5,Train/5/00005_00050_00026.png
59,60,5,6,54,55,5,Train/5/00005_00050_00027.png
63,62,6,5,58,57,5,Train/5/00005_00050_00028.png
64,67,5,6,59,61,5,Train/5/00005_00050_00029.png
29,30,5,6,24,25,5,Train/5/00005_00051_00000.png
30,30,5,5,25,25,5,Train/5/00005_00051_00001.png
31,32,6,6,26,26,5,Train/5/00005_00051_00002.png
31,32,5,6,26,27,5,Train/5/00005_00051_00003.png
32,31,5,5,26,26,5,Train/5/00005_00051_00004.png
33,33,6,6,28,28,5,Train/5/00005_00051_00005.png
33,33,6,6,28,28,5,Train/5/00005_00051_00006.png
34,34,6,6,29,29,5,Train/5/00005_00051_00007.png
34,35,5,6,29,30,5,Train/5/00005_00051_00008.png
35,36,5,6,30,31,5,Train/5/00005_00051_00009.png
37,37,6,6,32,32,5,Train/5/00005_00051_00010.png
37,38,5,6,32,33,5,Train/5/00005_00051_00011.png
38,39,5,6,33,34,5,Train/5/00005_00051_00012.png
40,40,6,6,35,35,5,Train/5/00005_00051_00013.png
40,41,6,6,35,35,5,Train/5/00005_00051_00014.png
43,43,6,6,37,37,5,Train/5/00005_00051_00015.png
43,44,5,6,38,39,5,Train/5/00005_00051_00016.png
44,44,5,5,39,39,5,Train/5/00005_00051_00017.png
45,46,5,6,40,41,5,Train/5/00005_00051_00018.png
46,47,5,5,41,41,5,Train/5/00005_00051_00019.png
48,48,5,5,43,43,5,Train/5/00005_00051_00020.png
51,51,6,6,46,46,5,Train/5/00005_00051_00021.png
53,52,6,5,48,47,5,Train/5/00005_00051_00022.png
56,56,6,6,51,51,5,Train/5/00005_00051_00023.png
59,59,6,6,54,54,5,Train/5/00005_00051_00024.png
60,61,5,6,55,56,5,Train/5/00005_00051_00025.png
64,64,5,6,59,59,5,Train/5/00005_00051_00026.png
68,69,7,6,62,63,5,Train/5/00005_00051_00027.png
71,73,7,7,65,67,5,Train/5/00005_00051_00028.png
75,75,6,6,69,69,5,Train/5/00005_00051_00029.png
29,29,6,6,24,24,5,Train/5/00005_00052_00000.png
29,28,6,5,24,23,5,Train/5/00005_00052_00001.png
28,28,5,5,23,23,5,Train/5/00005_00052_00002.png
31,30,6,5,26,25,5,Train/5/00005_00052_00003.png
33,32,6,5,28,27,5,Train/5/00005_00052_00004.png
32,32,5,5,27,27,5,Train/5/00005_00052_00005.png
32,33,5,6,27,28,5,Train/5/00005_00052_00006.png
34,35,5,6,29,30,5,Train/5/00005_00052_00007.png
34,34,5,5,29,29,5,Train/5/00005_00052_00008.png
34,34,5,5,29,29,5,Train/5/00005_00052_00009.png
35,35,6,6,30,30,5,Train/5/00005_00052_00010.png
35,35,6,6,30,30,5,Train/5/00005_00052_00011.png
37,37,6,6,32,32,5,Train/5/00005_00052_00012.png
37,36,6,5,32,31,5,Train/5/00005_00052_00013.png
39,38,6,5,34,33,5,Train/5/00005_00052_00014.png
38,38,5,5,33,33,5,Train/5/00005_00052_00015.png
39,38,6,5,34,33,5,Train/5/00005_00052_00016.png
40,41,5,6,35,36,5,Train/5/00005_00052_00017.png
42,43,5,6,37,38,5,Train/5/00005_00052_00018.png
42,42,5,5,37,37,5,Train/5/00005_00052_00019.png
42,42,5,5,37,37,5,Train/5/00005_00052_00020.png
44,44,5,5,39,39,5,Train/5/00005_00052_00021.png
44,44,5,5,39,39,5,Train/5/00005_00052_00022.png
47,47,6,6,42,42,5,Train/5/00005_00052_00023.png
48,48,5,5,43,43,5,Train/5/00005_00052_00024.png
48,49,5,6,43,44,5,Train/5/00005_00052_00025.png
52,52,5,5,47,47,5,Train/5/00005_00052_00026.png
53,52,6,5,48,47,5,Train/5/00005_00052_00027.png
57,56,6,5,52,51,5,Train/5/00005_00052_00028.png
60,61,5,6,55,56,5,Train/5/00005_00052_00029.png
26,26,5,5,21,21,5,Train/5/00005_00053_00000.png
27,27,5,5,22,22,5,Train/5/00005_00053_00001.png
28,28,6,6,23,23,5,Train/5/00005_00053_00002.png
28,28,6,6,23,23,5,Train/5/00005_00053_00003.png
28,28,6,6,23,23,5,Train/5/00005_00053_00004.png
28,28,5,5,23,23,5,Train/5/00005_00053_00005.png
29,30,5,6,24,25,5,Train/5/00005_00053_00006.png
30,31,5,6,25,26,5,Train/5/00005_00053_00007.png
31,31,5,5,26,26,5,Train/5/00005_00053_00008.png
31,29,5,5,26,24,5,Train/5/00005_00053_00009.png
33,30,6,5,28,25,5,Train/5/00005_00053_00010.png
35,31,6,5,30,26,5,Train/5/00005_00053_00011.png
