,UNIXTime,Data,Time,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,TimeSunRise,TimeSunSet,Year,Month,Date
7503,1477968318,2016-10-31,16:45:18,99.98,48,0.4499999999999993,96.0,80,6.75,06:23:00,17:49:00,2016,10,10
7504,1477968020,2016-10-31,16:40:20,115.07,48,0.4400000000000013,96.0,70,6.75,06:23:00,17:49:00,2016,10,10
7505,1477967717,2016-10-31,16:35:17,129.82,48,0.4400000000000013,96.0,67,4.5,06:23:00,17:49:00,2016,10,10
7506,1477967417,2016-10-31,16:30:17,138.66,49,0.4400000000000013,95.0,36,6.75,06:23:00,17:49:00,2016,10,10
7507,1477967118,2016-10-31,16:25:18,159.63,49,0.4400000000000013,94.0,65,6.75,06:23:00,17:49:00,2016,10,10
7508,1477966818,2016-10-31,16:20:18,184.7,50,0.4400000000000013,93.0,63,5.62,06:23:00,17:49:00,2016,10,10
7509,1477966518,2016-10-31,16:15:18,209.78,50,0.4400000000000013,91.0,123,4.5,06:23:00,17:49:00,2016,10,10
7510,1477966217,2016-10-31,16:10:17,250.68,50,0.4400000000000013,91.0,34,3.37,06:23:00,17:49:00,2016,10,10
7511,1477965917,2016-10-31,16:05:17,241.93,51,0.4400000000000013,89.0,28,3.37,06:23:00,17:49:00,2016,10,10
7512,1477965617,2016-10-31,16:00:17,177.01,52,0.4400000000000013,85.0,58,4.5,06:23:00,17:49:00,2016,10,10
7513,1477965317,2016-10-31,15:55:17,162.53,52,0.4299999999999997,82.0,17,4.5,06:23:00,17:49:00,2016,10,10
7514,1477965017,2016-10-31,15:50:17,239.11,53,0.4400000000000013,81.0,129,4.5,06:23:00,17:49:00,2016,10,10
7515,1477964719,2016-10-31,15:45:19,295.27,53,0.4299999999999997,78.0,175,3.37,06:23:00,17:49:00,2016,10,10
7516,1477964419,2016-10-31,15:40:19,384.83,53,0.4400000000000013,80.0,63,6.75,06:23:00,17:49:00,2016,10,10
7517,1477964118,2016-10-31,15:35:18,415.32,54,0.4299999999999997,76.0,176,5.62,06:23:00,17:49:00,2016,10,10
7518,1477963820,2016-10-31,15:30:20,484.94,54,0.4299999999999997,76.0,63,7.87,06:23:00,17:49:00,2016,10,10
7519,1477963522,2016-10-31,15:25:22,539.77,54,0.4400000000000013,75.0,77,5.62,06:23:00,17:49:00,2016,10,10
7520,1477963217,2016-10-31,15:20:17,570.01,54,0.4299999999999997,81.0,100,3.37,06:23:00,17:49:00,2016,10,10
7521,1477962917,2016-10-31,15:15:17,619.04,54,0.4299999999999997,84.0,104,3.37,06:23:00,17:49:00,2016,10,10
7522,1477962619,2016-10-31,15:10:19,672.24,53,0.4299999999999997,89.0,157,4.5,06:23:00,17:49:00,2016,10,10
7523,1477962320,2016-10-31,15:05:20,701.77,53,0.4299999999999997,92.0,99,5.62,06:23:00,17:49:00,2016,10,10
7524,1477962017,2016-10-31,15:00:17,730.13,53,0.4299999999999997,92.0,51,3.37,06:23:00,17:49:00,2016,10,10
7525,1477961720,2016-10-31,14:55:20,606.76,53,0.4299999999999997,93.0,100,4.5,06:23:00,17:49:00,2016,10,10
7526,1477961418,2016-10-31,14:50:18,560.0,52,0.4299999999999997,95.0,43,7.87,06:23:00,17:49:00,2016,10,10
7527,1477961118,2016-10-31,14:45:18,548.94,52,0.4299999999999997,94.0,82,7.87,06:23:00,17:49:00,2016,10,10
7528,1477960817,2016-10-31,14:40:17,365.99,52,0.4299999999999997,95.0,0,3.37,06:23:00,17:49:00,2016,10,10
7529,1477960517,2016-10-31,14:35:17,406.68,52,0.4299999999999997,95.0,74,5.62,06:23:00,17:49:00,2016,10,10
7530,1477960221,2016-10-31,14:30:21,374.2,52,0.4299999999999997,94.0,114,11.25,06:23:00,17:49:00,2016,10,10
7531,1477959918,2016-10-31,14:25:18,393.4,52,0.4299999999999997,95.0,55,4.5,06:23:00,17:49:00,2016,10,10
7532,1477959617,2016-10-31,14:20:17,439.26,52,0.4299999999999997,95.0,81,5.62,06:23:00,17:49:00,2016,10,10
7533,1477959317,2016-10-31,14:15:17,433.19,52,0.4299999999999997,95.0,336,5.62,06:23:00,17:49:00,2016,10,10
7534,1477959018,2016-10-31,14:10:18,469.7,52,0.4299999999999997,95.0,26,12.37,06:23:00,17:49:00,2016,10,10
7535,1477958718,2016-10-31,14:05:18,376.26,52,0.4400000000000013,95.0,58,14.62,06:23:00,17:49:00,2016,10,10
7536,1477958417,2016-10-31,14:00:17,302.82,53,0.4400000000000013,94.0,345,3.37,06:23:00,17:49:00,2016,10,10
7537,1477958118,2016-10-31,13:55:18,504.88,54,0.4400000000000013,93.0,9,7.87,06:23:00,17:49:00,2016,10,10
7538,1477957818,2016-10-31,13:50:18,695.06,54,0.4299999999999997,92.0,209,9.0,06:23:00,17:49:00,2016,10,10
7539,1477957518,2016-10-31,13:45:18,612.49,54,0.4400000000000013,90.0,59,11.25,06:23:00,17:49:00,2016,10,10
7540,1477957218,2016-10-31,13:40:18,687.7,53,0.4400000000000013,88.0,31,3.37,06:23:00,17:49:00,2016,10,10
7541,1477956917,2016-10-31,13:35:17,786.47,53,0.4400000000000013,85.0,41,5.62,06:23:00,17:49:00,2016,10,10
7542,1477956618,2016-10-31,13:30:18,544.37,53,0.4400000000000013,86.0,98,12.37,06:23:00,17:49:00,2016,10,10
7543,1477956319,2016-10-31,13:25:19,746.62,53,0.4400000000000013,88.0,0,7.87,06:23:00,17:49:00,2016,10,10
7544,1477956020,2016-10-31,13:20:20,765.34,52,0.4400000000000013,88.0,74,9.0,06:23:00,17:49:00,2016,10,10
7545,1477955718,2016-10-31,13:15:18,504.41,52,0.4499999999999993,87.0,10,13.5,06:23:00,17:49:00,2016,10,10
7546,1477955418,2016-10-31,13:10:18,427.33,52,0.4499999999999993,89.0,120,5.62,06:23:00,17:49:00,2016,10,10
7547,1477955118,2016-10-31,13:05:18,385.5,52,0.4499999999999993,91.0,50,10.12,06:23:00,17:49:00,2016,10,10
7548,1477954818,2016-10-31,13:00:18,392.64,52,0.4499999999999993,90.0,109,3.37,06:23:00,17:49:00,2016,10,10
7549,1477954521,2016-10-31,12:55:21,421.25,52,0.46000000000000085,91.0,26,11.25,06:23:00,17:49:00,2016,10,10
7550,1477954217,2016-10-31,12:50:17,453.91,52,0.46000000000000085,91.0,78,9.0,06:23:00,17:49:00,2016,10,10
7551,1477953918,2016-10-31,12:45:18,438.5,52,0.46000000000000085,91.0,107,5.62,06:23:00,17:49:00,2016,10,10
7552,1477953617,2016-10-31,12:40:17,442.23,52,0.46000000000000085,90.0,5,4.5,06:23:00,17:49:00,2016,10,10
7553,1477953317,2016-10-31,12:35:17,437.54,52,0.46999999999999886,91.0,44,9.0,06:23:00,17:49:00,2016,10,10
7554,1477953021,2016-10-31,12:30:21,417.84,52,0.46000000000000085,89.0,55,5.62,06:23:00,17:49:00,2016,10,10
7555,1477952720,2016-10-31,12:25:20,419.59,52,0.46999999999999886,90.0,72,10.12,06:23:00,17:49:00,2016,10,10
7556,1477952417,2016-10-31,12:20:17,420.95,52,0.46999999999999886,93.0,0,9.0,06:23:00,17:49:00,2016,10,10
7557,1477952117,2016-10-31,12:15:17,407.96,53,0.46999999999999886,93.0,16,7.87,06:23:00,17:49:00,2016,10,10
7558,1477951818,2016-10-31,12:10:18,453.69,53,0.46999999999999886,93.0,55,12.37,06:23:00,17:49:00,2016,10,10
7559,1477951518,2016-10-31,12:05:18,473.01,54,0.46999999999999886,91.0,354,5.62,06:23:00,17:49:00,2016,10,10
7560,1477951217,2016-10-31,12:00:17,613.34,54,0.46999999999999886,89.0,105,11.25,06:23:00,17:49:00,2016,10,10
7561,1477950920,2016-10-31,11:55:20,627.41,54,0.46999999999999886,90.0,32,11.25,06:23:00,17:49:00,2016,10,10
7562,1477950618,2016-10-31,11:50:18,671.7,54,0.46999999999999886,91.0,112,7.87,06:23:00,17:49:00,2016,10,10
7563,1477950321,2016-10-31,11:45:21,759.23,54,0.4800000000000004,91.0,2,9.0,06:23:00,17:49:00,2016,10,10
7564,1477950018,2016-10-31,11:40:18,631.76,54,0.4800000000000004,89.0,49,4.5,06:23:00,17:49:00,2016,10,10
7565,1477949717,2016-10-31,11:35:17,662.73,54,0.4800000000000004,89.0,48,5.62,06:23:00,17:49:00,2016,10,10
7566,1477949418,2016-10-31,11:30:18,762.55,53,0.4800000000000004,91.0,89,6.75,06:23:00,17:49:00,2016,10,10
7567,1477949119,2016-10-31,11:25:19,595.16,53,0.4800000000000004,93.0,39,4.5,06:23:00,17:49:00,2016,10,10
7568,1477948817,2016-10-31,11:20:17,587.19,53,0.48999999999999844,93.0,96,4.5,06:23:00,17:49:00,2016,10,10
7569,1477948520,2016-10-31,11:15:20,633.92,53,0.48999999999999844,95.0,102,2.25,06:23:00,17:49:00,2016,10,10
7570,1477948218,2016-10-31,11:10:18,544.57,53,0.48999999999999844,94.0,66,4.5,06:23:00,17:49:00,2016,10,10
7571,1477947918,2016-10-31,11:05:18,1410.52,53,0.48999999999999844,96.0,47,11.25,06:23:00,17:49:00,2016,10,10
7572,1477947620,2016-10-31,11:00:20,533.65,53,0.48999999999999844,97.0,39,3.37,06:23:00,17:49:00,2016,10,10
7573,1477947317,2016-10-31,10:55:17,975.63,53,0.48999999999999844,98.0,35,4.5,06:23:00,17:49:00,2016,10,10
7574,1477947018,2016-10-31,10:50:18,919.41,53,0.5,98.0,27,6.75,06:23:00,17:49:00,2016,10,10
7575,1477946718,2016-10-31,10:45:18,696.09,53,0.48999999999999844,97.0,20,6.75,06:23:00,17:49:00,2016,10,10
7576,1477946420,2016-10-31,10:40:20,877.95,53,0.5,95.0,19,7.87,06:23:00,17:49:00,2016,10,10
7577,1477946118,2016-10-31,10:35:18,671.04,54,0.5,94.0,347,2.25,06:23:00,17:49:00,2016,10,10
7578,1477945821,2016-10-31,10:30:21,589.98,54,0.5,91.0,6,10.12,06:23:00,17:49:00,2016,10,10
7579,1477945520,2016-10-31,10:25:20,989.57,54,0.5,87.0,45,11.25,06:23:00,17:49:00,2016,10,10
7580,1477945217,2016-10-31,10:20:17,566.57,54,0.5,91.0,52,5.62,06:23:00,17:49:00,2016,10,10
7581,1477944918,2016-10-31,10:15:18,696.91,54,0.5,87.0,44,3.37,06:23:00,17:49:00,2016,10,10
7582,1477944618,2016-10-31,10:10:18,587.12,54,0.5,85.0,47,4.5,06:23:00,17:49:00,2016,10,10
7583,1477944318,2016-10-31,10:05:18,903.16,55,0.5,85.0,15,12.37,06:23:00,17:49:00,2016,10,10
7584,1477944018,2016-10-31,10:00:18,541.01,55,0.5,81.0,260,6.75,06:23:00,17:49:00,2016,10,10
7585,1477943718,2016-10-31,09:55:18,1168.36,55,0.5,83.0,74,9.0,06:23:00,17:49:00,2016,10,10
7586,1477943420,2016-10-31,09:50:20,832.12,54,0.5,86.0,103,12.37,06:23:00,17:49:00,2016,10,10
7587,1477943118,2016-10-31,09:45:18,615.94,54,0.5100000000000016,91.0,68,5.62,06:23:00,17:49:00,2016,10,10
7588,1477942819,2016-10-31,09:40:19,586.34,54,0.5100000000000016,96.0,109,4.5,06:23:00,17:49:00,2016,10,10
7589,1477942517,2016-10-31,09:35:17,744.08,53,0.5100000000000016,97.0,140,5.62,06:23:00,17:49:00,2016,10,10
7590,1477942217,2016-10-31,09:30:17,560.95,53,0.5100000000000016,97.0,56,1.12,06:23:00,17:49:00,2016,10,10
7591,1477941921,2016-10-31,09:25:21,564.66,53,0.5100000000000016,95.0,45,6.75,06:23:00,17:49:00,2016,10,10
7592,1477941621,2016-10-31,09:20:21,698.81,53,0.5100000000000016,95.0,2,4.5,06:23:00,17:49:00,2016,10,10
7593,1477941318,2016-10-31,09:15:18,447.7,52,0.5100000000000016,96.0,44,6.75,06:23:00,17:49:00,2016,10,10
7594,1477941017,2016-10-31,09:10:17,647.0,52,0.5100000000000016,96.0,58,6.75,06:23:00,17:49:00,2016,10,10
7595,1477940718,2016-10-31,09:05:18,372.67,52,0.5,97.0,81,3.37,06:23:00,17:49:00,2016,10,10
7596,1477940421,2016-10-31,09:00:21,384.98,52,0.5,99.0,159,7.87,06:23:00,17:49:00,2016,10,10
7597,1477940122,2016-10-31,08:55:22,536.36,52,0.5,101.0,125,15.75,06:23:00,17:49:00,2016,10,10
7598,1477939821,2016-10-31,08:50:21,741.66,51,0.5,100.0,177,6.75,06:23:00,17:49:00,2016,10,10
7599,1477939518,2016-10-31,08:45:18,284.27,51,0.5,101.0,89,6.75,06:23:00,17:49:00,2016,10,10
7600,1477939217,2016-10-31,08:40:17,345.55,51,0.5,101.0,171,6.75,06:23:00,17:49:00,2016,10,10
7601,1477938921,2016-10-31,08:35:21,290.57,50,0.5,101.0,50,4.5,06:23:00,17:49:00,2016,10,10
7602,1477938623,2016-10-31,08:30:23,469.12,50,0.5,101.0,62,3.37,06:23:00,17:49:00,2016,10,10
7603,1477938323,2016-10-31,08:25:23,180.22,50,0.48999999999999844,101.0,45,3.37,06:23:00,17:49:00,2016,10,10
7604,1477938018,2016-10-31,08:20:18,208.49,50,0.48999999999999844,101.0,139,5.62,06:23:00,17:49:00,2016,10,10
7605,1477937718,2016-10-31,08:15:18,153.45,50,0.48999999999999844,101.0,144,7.87,06:23:00,17:49:00,2016,10,10
7606,1477937420,2016-10-31,08:10:20,147.07,50,0.48999999999999844,101.0,104,7.87,06:23:00,17:49:00,2016,10,10
7607,1477937117,2016-10-31,08:05:17,130.69,50,0.48999999999999844,101.0,112,9.0,06:23:00,17:49:00,2016,10,10
7608,1477936817,2016-10-31,08:00:17,90.6,50,0.48999999999999844,101.0,169,7.87,06:23:00,17:49:00,2016,10,10
7609,1477936518,2016-10-31,07:55:18,125.23,50,0.48999999999999844,101.0,359,2.25,06:23:00,17:49:00,2016,10,10
7610,1477936218,2016-10-31,07:50:18,178.57,50,0.48999999999999844,101.0,138,3.37,06:23:00,17:49:00,2016,10,10
7611,1477935921,2016-10-31,07:45:21,159.68,50,0.48999999999999844,101.0,94,1.12,06:23:00,17:49:00,2016,10,10
7612,1477935620,2016-10-31,07:40:20,167.95,50,0.48999999999999844,101.0,168,3.37,06:23:00,17:49:00,2016,10,10
7613,1477935318,2016-10-31,07:35:18,93.18,50,0.48999999999999844,100.0,162,10.12,06:23:00,17:49:00,2016,10,10
7614,1477935018,2016-10-31,07:30:18,127.19,50,0.48999999999999844,101.0,135,12.37,06:23:00,17:49:00,2016,10,10
7615,1477934717,2016-10-31,07:25:17,125.71,49,0.48999999999999844,101.0,167,7.87,06:23:00,17:49:00,2016,10,10
7616,1477934417,2016-10-31,07:20:17,86.03,49,0.48999999999999844,101.0,179,4.5,06:23:00,17:49:00,2016,10,10
7617,1477934118,2016-10-31,07:15:18,58.78,49,0.4800000000000004,101.0,105,9.0,06:23:00,17:49:00,2016,10,10
7618,1477933818,2016-10-31,07:10:18,64.18,49,0.4800000000000004,101.0,119,6.75,06:23:00,17:49:00,2016,10,10
7619,1477933518,2016-10-31,07:05:18,55.61,49,0.4800000000000004,101.0,161,9.0,06:23:00,17:49:00,2016,10,10
7620,1477933220,2016-10-31,07:00:20,48.87,49,0.4800000000000004,101.0,131,5.62,06:23:00,17:49:00,2016,10,10
7621,1477932921,2016-10-31,06:55:21,38.13,49,0.4800000000000004,101.0,89,10.12,06:23:00,17:49:00,2016,10,10
7622,1477932617,2016-10-31,06:50:17,42.15,49,0.4800000000000004,101.0,110,11.25,06:23:00,17:49:00,2016,10,10
7623,1477932317,2016-10-31,06:45:17,32.73,49,0.4800000000000004,100.0,156,6.75,06:23:00,17:49:00,2016,10,10
7624,1477932023,2016-10-31,06:40:23,23.41,49,0.4800000000000004,100.0,112,6.75,06:23:00,17:49:00,2016,10,10
7625,1477931718,2016-10-31,06:35:18,17.03,49,0.4800000000000004,100.0,185,6.75,06:23:00,17:49:00,2016,10,10
7626,1477931418,2016-10-31,06:30:18,8.65,49,0.4800000000000004,100.0,111,12.37,06:23:00,17:49:00,2016,10,10
7627,1477931118,2016-10-31,06:25:18,3.2,49,0.46999999999999886,100.0,147,7.87,06:23:00,17:49:00,2016,10,10
7628,1477930818,2016-10-31,06:20:18,2.21,48,0.46999999999999886,99.0,152,4.5,06:23:00,17:49:00,2016,10,10
7629,1477930518,2016-10-31,06:15:18,1.44,48,0.46999999999999886,99.0,153,9.0,06:23:00,17:49:00,2016,10,10
7630,1477930217,2016-10-31,06:10:17,1.26,48,0.46999999999999886,99.0,158,5.62,06:23:00,17:49:00,2016,10,10
7631,1477929917,2016-10-31,06:05:17,1.19,47,0.46000000000000085,99.0,149,15.75,06:23:00,17:49:00,2016,10,10
7632,1477929618,2016-10-31,06:00:18,1.24,47,0.46000000000000085,98.0,174,12.37,06:23:00,17:49:00,2016,10,10
7633,1477929318,2016-10-31,05:55:18,1.2,47,0.46000000000000085,97.0,119,11.25,06:23:00,17:49:00,2016,10,10
7634,1477929017,2016-10-31,05:50:17,1.2,47,0.46000000000000085,96.0,175,11.25,06:23:00,17:49:00,2016,10,10
7635,1477928717,2016-10-31,05:45:17,1.22,47,0.46000000000000085,95.0,343,2.25,06:23:00,17:49:00,2016,10,10
7636,1477928419,2016-10-31,05:40:19,1.22,47,0.46000000000000085,94.0,164,5.62,06:23:00,17:49:00,2016,10,10
7637,1477928117,2016-10-31,05:35:17,1.25,47,0.46000000000000085,92.0,72,7.87,06:23:00,17:49:00,2016,10,10
7638,1477927821,2016-10-31,05:30:21,1.23,46,0.46000000000000085,90.0,94,12.37,06:23:00,17:49:00,2016,10,10
7639,1477927518,2016-10-31,05:25:18,1.23,46,0.46000000000000085,82.0,149,10.12,06:23:00,17:49:00,2016,10,10
7640,1477927217,2016-10-31,05:20:17,1.2,46,0.4499999999999993,80.0,163,9.0,06:23:00,17:49:00,2016,10,10
7641,1477926920,2016-10-31,05:15:20,1.2,46,0.46000000000000085,87.0,171,11.25,06:23:00,17:49:00,2016,10,10
7642,1477926617,2016-10-31,05:10:17,1.2,46,0.46000000000000085,92.0,157,13.5,06:23:00,17:49:00,2016,10,10
7643,1477926318,2016-10-31,05:05:18,1.23,46,0.4499999999999993,92.0,163,10.12,06:23:00,17:49:00,2016,10,10
7644,1477926022,2016-10-31,05:00:22,1.24,46,0.46000000000000085,95.0,134,5.62,06:23:00,17:49:00,2016,10,10
7645,1477925720,2016-10-31,04:55:20,1.2,46,0.46000000000000085,95.0,141,10.12,06:23:00,17:49:00,2016,10,10
7646,1477925418,2016-10-31,04:50:18,1.21,46,0.46000000000000085,96.0,137,7.87,06:23:00,17:49:00,2016,10,10
7647,1477925117,2016-10-31,04:45:17,1.22,46,0.46000000000000085,98.0,136,11.25,06:23:00,17:49:00,2016,10,10
7648,1477924820,2016-10-31,04:40:20,1.23,46,0.46000000000000085,99.0,173,13.5,06:23:00,17:49:00,2016,10,10
7649,1477924518,2016-10-31,04:35:18,1.21,47,0.46000000000000085,100.0,161,7.87,06:23:00,17:49:00,2016,10,10
7650,1477924219,2016-10-31,04:30:19,1.24,47,0.46000000000000085,100.0,132,13.5,06:23:00,17:49:00,2016,10,10
7651,1477923917,2016-10-31,04:25:17,1.22,47,0.46000000000000085,100.0,153,5.62,06:23:00,17:49:00,2016,10,10
7652,1477923617,2016-10-31,04:20:17,1.22,47,0.46000000000000085,100.0,90,7.87,06:23:00,17:49:00,2016,10,10
7653,1477923318,2016-10-31,04:15:18,1.19,47,0.46000000000000085,100.0,160,6.75,06:23:00,17:49:00,2016,10,10
7654,1477923018,2016-10-31,04:10:18,1.23,47,0.46000000000000085,99.0,105,3.37,06:23:00,17:49:00,2016,10,10
7655,1477922720,2016-10-31,04:05:20,1.2,46,0.46000000000000085,98.0,173,5.62,06:23:00,17:49:00,2016,10,10
7656,1477922417,2016-10-31,04:00:17,1.22,46,0.46000000000000085,97.0,164,7.87,06:23:00,17:49:00,2016,10,10
7657,1477922118,2016-10-31,03:55:18,1.23,46,0.46000000000000085,97.0,149,4.5,06:23:00,17:49:00,2016,10,10
7658,1477921821,2016-10-31,03:50:21,1.21,46,0.46000000000000085,98.0,134,7.87,06:23:00,17:49:00,2016,10,10
7659,1477921522,2016-10-31,03:45:22,1.19,47,0.46000000000000085,98.0,131,13.5,06:23:00,17:49:00,2016,10,10
7660,1477921221,2016-10-31,03:40:21,1.21,46,0.46000000000000085,98.0,110,9.0,06:23:00,17:49:00,2016,10,10
7661,1477920918,2016-10-31,03:35:18,1.23,47,0.46000000000000085,98.0,148,11.25,06:23:00,17:49:00,2016,10,10
7662,1477920617,2016-10-31,03:30:17,1.26,47,0.46000000000000085,98.0,102,7.87,06:23:00,17:49:00,2016,10,10
7663,1477920319,2016-10-31,03:25:19,1.23,47,0.46000000000000085,99.0,183,3.37,06:23:00,17:49:00,2016,10,10
7664,1477920019,2016-10-31,03:20:19,1.23,47,0.46000000000000085,99.0,170,5.62,06:23:00,17:49:00,2016,10,10
7665,1477919718,2016-10-31,03:15:18,1.24,47,0.46000000000000085,100.0,172,7.87,06:23:00,17:49:00,2016,10,10
7666,1477919417,2016-10-31,03:10:17,1.25,47,0.46000000000000085,100.0,176,9.0,06:23:00,17:49:00,2016,10,10
7667,1477919117,2016-10-31,03:05:17,1.28,47,0.46000000000000085,100.0,165,11.25,06:23:00,17:49:00,2016,10,10
7668,1477918817,2016-10-31,03:00:17,1.28,47,0.46000000000000085,100.0,143,4.5,06:23:00,17:49:00,2016,10,10
7669,1477918518,2016-10-31,02:55:18,1.2,47,0.46000000000000085,100.0,135,10.12,06:23:00,17:49:00,2016,10,10
7670,1477918217,2016-10-31,02:50:17,1.2,47,0.46999999999999886,100.0,137,4.5,06:23:00,17:49:00,2016,10,10
7671,1477917917,2016-10-31,02:45:17,1.2,47,0.46999999999999886,99.0,152,4.5,06:23:00,17:49:00,2016,10,10
7672,1477917617,2016-10-31,02:40:17,1.23,47,0.46999999999999886,99.0,110,9.0,06:23:00,17:49:00,2016,10,10
7673,1477917319,2016-10-31,02:35:19,1.19,47,0.46999999999999886,98.0,118,9.0,06:23:00,17:49:00,2016,10,10
7674,1477917018,2016-10-31,02:30:18,1.21,47,0.46999999999999886,97.0,139,9.0,06:23:00,17:49:00,2016,10,10
7675,1477916719,2016-10-31,02:25:19,1.22,47,0.46999999999999886,96.0,144,4.5,06:23:00,17:49:00,2016,10,10
7676,1477916423,2016-10-31,02:20:23,1.22,46,0.46999999999999886,95.0,180,5.62,06:23:00,17:49:00,2016,10,10
7677,1477916117,2016-10-31,02:15:17,1.25,46,0.46999999999999886,95.0,175,5.62,06:23:00,17:49:00,2016,10,10
7678,1477915818,2016-10-31,02:10:18,1.23,46,0.46999999999999886,97.0,156,12.37,06:23:00,17:49:00,2016,10,10
7679,1477915517,2016-10-31,02:05:17,1.23,47,0.46999999999999886,99.0,152,6.75,06:23:00,17:49:00,2016,10,10
7680,1477915217,2016-10-31,02:00:17,1.21,47,0.46999999999999886,100.0,179,7.87,06:23:00,17:49:00,2016,10,10
7681,1477914918,2016-10-31,01:55:18,1.22,47,0.4800000000000004,100.0,180,9.0,06:23:00,17:49:00,2016,10,10
7682,1477914618,2016-10-31,01:50:18,1.2,47,0.4800000000000004,101.0,160,4.5,06:23:00,17:49:00,2016,10,10
7683,1477914320,2016-10-31,01:45:20,1.21,47,0.4800000000000004,101.0,159,4.5,06:23:00,17:49:00,2016,10,10
7684,1477914017,2016-10-31,01:40:17,1.24,47,0.4800000000000004,101.0,174,7.87,06:23:00,17:49:00,2016,10,10
7685,1477913718,2016-10-31,01:35:18,1.25,47,0.4800000000000004,101.0,163,4.5,06:23:00,17:49:00,2016,10,10
7686,1477913418,2016-10-31,01:30:18,1.18,47,0.4800000000000004,101.0,180,11.25,06:23:00,17:49:00,2016,10,10
7687,1477913117,2016-10-31,01:25:17,1.24,47,0.4800000000000004,101.0,163,7.87,06:23:00,17:49:00,2016,10,10
7688,1477912817,2016-10-31,01:20:17,1.24,47,0.4800000000000004,101.0,126,10.12,06:23:00,17:49:00,2016,10,10
7689,1477912519,2016-10-31,01:15:19,1.24,47,0.48999999999999844,101.0,134,6.75,06:23:00,17:49:00,2016,10,10
7690,1477912219,2016-10-31,01:10:19,1.25,47,0.4800000000000004,101.0,131,11.25,06:23:00,17:49:00,2016,10,10
7691,1477911917,2016-10-31,01:05:17,1.22,47,0.48999999999999844,101.0,121,7.87,06:23:00,17:49:00,2016,10,10
7692,1477911618,2016-10-31,01:00:18,1.26,47,0.48999999999999844,101.0,111,7.87,06:23:00,17:49:00,2016,10,10
7693,1477911318,2016-10-31,00:55:18,1.27,47,0.48999999999999844,101.0,151,6.75,06:23:00,17:49:00,2016,10,10
7694,1477911019,2016-10-31,00:50:19,1.2,46,0.4800000000000004,101.0,140,7.87,06:23:00,17:49:00,2016,10,10
7695,1477910719,2016-10-31,00:45:19,1.19,46,0.48999999999999844,100.0,118,3.37,06:23:00,17:49:00,2016,10,10
7696,1477910417,2016-10-31,00:40:17,1.22,46,0.48999999999999844,100.0,133,13.5,06:23:00,17:49:00,2016,10,10
7697,1477910120,2016-10-31,00:35:20,1.23,46,0.48999999999999844,100.0,132,11.25,06:23:00,17:49:00,2016,10,10
7698,1477909818,2016-10-31,00:30:18,1.21,46,0.48999999999999844,100.0,80,7.87,06:23:00,17:49:00,2016,10,10
7699,1477909518,2016-10-31,00:25:18,1.22,46,0.48999999999999844,100.0,108,11.25,06:23:00,17:49:00,2016,10,10
7700,1477909218,2016-10-31,00:20:18,1.23,46,0.48999999999999844,101.0,151,12.37,06:23:00,17:49:00,2016,10,10
7701,1477908917,2016-10-31,00:15:17,1.21,46,0.48999999999999844,101.0,108,7.87,06:23:00,17:49:00,2016,10,10
7702,1477908618,2016-10-31,00:10:18,1.23,45,0.48999999999999844,102.0,154,11.25,06:23:00,17:49:00,2016,10,10
7703,1477908018,2016-10-31,00:00:18,1.16,46,0.48999999999999844,102.0,170,7.87,06:23:00,17:49:00,2016,10,10
7704,1477907720,2016-10-30,23:55:20,1.28,46,0.5,102.0,182,7.87,06:23:00,17:49:00,2016,10,10
7705,1477907420,2016-10-30,23:50:20,1.23,46,0.5,102.0,137,7.87,06:23:00,17:49:00,2016,10,10
7706,1477907117,2016-10-30,23:45:17,1.23,47,0.5,102.0,132,4.5,06:23:00,17:49:00,2016,10,10
7707,1477906818,2016-10-30,23:40:18,1.17,47,0.5,102.0,140,2.25,06:23:00,17:49:00,2016,10,10
7708,1477906518,2016-10-30,23:35:18,1.24,47,0.5,102.0,136,4.5,06:23:00,17:49:00,2016,10,10
7709,1477906217,2016-10-30,23:30:17,1.17,47,0.5,102.0,143,10.12,06:23:00,17:49:00,2016,10,10
7710,1477905917,2016-10-30,23:25:17,1.23,46,0.5,101.0,164,5.62,06:23:00,17:49:00,2016,10,10
7711,1477905618,2016-10-30,23:20:18,1.26,46,0.5,101.0,145,3.37,06:23:00,17:49:00,2016,10,10
7712,1477905318,2016-10-30,23:15:18,1.23,47,0.5,101.0,167,11.25,06:23:00,17:49:00,2016,10,10
7713,1477905017,2016-10-30,23:10:17,1.2,47,0.5,101.0,107,4.5,06:23:00,17:49:00,2016,10,10
7714,1477904718,2016-10-30,23:05:18,1.24,47,0.5,101.0,131,10.12,06:23:00,17:49:00,2016,10,10
7715,1477904418,2016-10-30,23:00:18,1.21,47,0.5,101.0,152,3.37,06:23:00,17:49:00,2016,10,10
7716,1477904119,2016-10-30,22:55:19,1.16,47,0.5,101.0,152,3.37,06:23:00,17:49:00,2016,10,10
7717,1477903823,2016-10-30,22:50:23,1.21,47,0.5,101.0,173,7.87,06:23:00,17:49:00,2016,10,10
7718,1477903519,2016-10-30,22:45:19,1.18,47,0.5,101.0,144,6.75,06:23:00,17:49:00,2016,10,10
