employee_id,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,department,salary
13982,3,134,2,1,0,0,sales,low
13983,4,165,5,0,0,0,sales,low
13992,5,168,4,1,0,0,sales,low
13998,3,262,2,0,0,0,accounting,low
14002,3,185,2,0,0,0,accounting,low
14009,3,237,3,0,0,0,accounting,low
58947,4,192,3,0,0,0,hr,low
14025,5,236,2,0,0,0,hr,low
21994,4,202,4,1,0,0,hr,low
14051,4,171,2,0,0,0,hr,medium
33521,5,160,3,0,0,0,technical,medium
14070,2,252,3,0,0,0,technical,medium
14079,5,206,3,0,0,0,technical,medium
14082,3,212,2,0,0,0,technical,medium
14093,3,111,3,0,0,0,technical,medium
14100,3,240,2,0,0,0,technical,medium
14106,2,171,2,0,0,0,technical,medium
14109,3,129,2,0,0,0,technical,medium
14112,3,271,2,0,0,0,technical,medium
14114,4,162,2,0,0,0,technical,medium
14115,3,191,3,0,0,0,technical,medium
60254,5,176,3,0,0,0,support,high
14132,3,182,2,1,0,0,support,low
14138,3,226,3,0,0,0,support,medium
14141,4,161,3,0,0,0,support,medium
14144,4,163,3,0,0,0,support,medium
14145,5,173,4,0,0,0,support,medium
14150,3,228,2,0,0,0,support,low
14160,3,139,3,0,0,0,support,low
14166,5,128,5,0,0,0,support,low
14170,3,115,2,1,0,0,support,low
14184,5,191,4,0,0,0,support,low
14190,4,183,3,0,0,0,technical,low
14206,3,173,3,0,0,0,technical,low
14215,4,174,2,0,0,0,technical,low
14219,3,213,3,0,0,0,management,low
14226,4,192,4,0,0,0,IT,low
14227,3,167,2,1,0,0,IT,low
14231,3,263,3,1,0,0,IT,low
14238,2,100,3,0,0,0,IT,low
14244,3,164,3,0,0,0,IT,low
14249,5,172,2,0,0,0,product_mng,low
14250,4,171,3,0,0,0,product_mng,low
61352,4,236,3,0,0,0,product_mng,low
14266,5,186,4,0,0,0,product_mng,low
14273,4,175,3,0,0,0,IT,low
14279,5,227,3,0,0,0,RandD,low
14280,4,142,6,0,0,0,RandD,low
14283,2,121,2,0,0,0,RandD,medium
14284,5,234,3,0,0,0,RandD,medium
61622,4,185,3,0,0,0,RandD,medium
61650,4,160,3,0,0,0,marketing,medium
14302,4,153,3,1,0,0,sales,medium
14303,3,199,6,0,0,0,accounting,medium
14313,3,166,2,0,0,0,support,medium
14314,2,247,3,0,0,0,technical,medium
14323,4,245,3,0,0,0,management,medium
64237,5,242,4,0,0,0,marketing,medium
14340,5,158,2,0,0,0,marketing,medium
14342,3,163,3,1,0,0,marketing,medium
14358,3,99,3,1,0,0,sales,high
14363,4,164,3,0,0,0,sales,low
14374,3,160,3,0,0,0,sales,medium
14376,2,184,3,0,0,0,sales,medium
14384,5,266,2,0,0,0,sales,medium
14392,4,190,2,0,0,0,sales,medium
14396,5,192,2,0,0,0,sales,low
14399,3,205,6,1,0,0,sales,low
14402,4,205,5,1,0,0,sales,low
64512,3,258,3,0,0,0,sales,low
14405,5,151,2,1,0,0,sales,low
14408,3,148,2,0,0,0,sales,low
14412,3,179,2,0,0,0,sales,low
14416,6,141,2,1,0,0,sales,low
64675,5,216,2,0,0,0,sales,low
64781,3,235,2,0,0,0,sales,low
14429,3,160,4,1,0,0,sales,low
14434,3,141,4,0,0,0,sales,low
14447,4,246,2,1,0,0,sales,low
14451,5,226,4,1,0,0,accounting,low
14453,4,212,2,1,0,0,accounting,low
14457,4,220,3,0,0,0,accounting,low
14460,4,266,2,0,0,0,hr,low
65962,3,183,2,0,0,0,hr,low
14462,5,263,3,1,0,0,hr,low
14470,4,161,4,1,0,0,hr,low
14481,4,199,2,0,0,0,technical,low
14492,4,258,4,1,0,0,technical,medium
14498,3,209,2,1,0,0,technical,medium
14500,5,135,3,0,0,0,technical,medium
14513,4,222,2,0,0,0,technical,medium
14516,5,192,3,0,0,0,technical,medium
14525,3,250,3,0,0,0,technical,medium
14534,3,187,3,1,0,0,technical,medium
65994,4,217,3,0,0,0,technical,medium
65999,4,213,3,1,0,0,technical,medium
14564,4,273,3,0,0,0,technical,medium
14583,2,132,3,0,0,0,support,medium
14605,4,140,3,1,0,0,support,medium
14607,4,173,2,1,0,0,support,high
14608,4,189,2,0,0,0,support,low
14610,3,156,3,0,0,0,support,medium
14611,4,238,5,1,0,0,support,medium
14614,5,230,2,0,0,0,support,medium
14631,4,242,2,1,0,0,support,medium
14633,4,197,3,0,0,0,support,low
14634,6,164,5,0,0,0,support,low
14638,6,248,5,0,0,0,support,low
14643,5,255,6,0,0,0,technical,low
14649,5,225,4,0,0,0,technical,low
14650,3,151,2,0,0,0,technical,low
66321,4,252,3,0,0,0,management,low
14658,4,206,4,1,0,0,IT,low
67475,2,141,2,0,0,0,IT,low
14663,5,259,3,0,0,0,IT,low
68549,5,250,3,0,0,0,IT,low
14673,4,169,6,0,0,0,IT,low
14684,3,200,3,1,0,0,product_mng,low
14686,4,104,5,0,0,0,product_mng,low
68616,6,176,3,0,0,0,product_mng,low
14694,5,137,2,0,0,0,product_mng,low
68833,2,151,3,0,0,0,IT,low
14710,6,130,6,1,0,0,RandD,low
14719,4,199,2,0,0,0,RandD,low
14730,4,191,2,0,0,0,RandD,low
14734,3,273,3,1,0,0,RandD,low
68914,3,205,3,0,0,0,RandD,medium
14743,3,181,3,0,0,0,marketing,medium
70074,4,261,3,1,0,0,sales,medium
14760,3,192,3,0,0,0,accounting,medium
14765,4,271,3,0,0,0,support,medium
14771,4,158,3,0,0,0,technical,medium
14783,4,231,2,0,0,0,management,medium
14786,3,156,3,1,0,0,marketing,medium
14788,4,201,4,0,0,0,marketing,medium
14803,3,187,4,0,0,0,marketing,medium
14804,3,132,4,0,0,0,sales,medium
14816,5,147,3,1,0,0,sales,medium
71026,4,223,3,0,0,0,sales,high
14834,2,194,2,0,0,0,sales,low
14836,4,234,2,0,0,0,sales,medium
14837,3,149,3,0,0,0,sales,medium
14839,3,162,3,1,0,0,sales,medium
14845,4,238,2,0,0,0,sales,medium
14851,5,149,3,0,0,0,sales,low
14857,4,170,5,0,0,0,sales,low
14862,3,250,2,0,0,0,sales,low
14873,4,167,2,0,0,0,sales,low
14875,4,166,5,0,0,0,sales,low
14882,3,205,2,0,0,0,sales,low
14902,3,250,3,0,0,0,sales,low
14904,4,142,3,0,0,0,sales,low
14906,4,217,6,0,0,0,sales,low
14911,3,139,3,0,0,0,sales,low
14915,4,139,3,0,0,0,sales,low
14918,5,152,3,0,0,0,accounting,low
14924,3,224,2,0,0,0,accounting,low
14925,5,180,3,0,0,0,accounting,low
14928,4,216,2,0,0,0,hr,low
14929,3,133,3,0,0,0,hr,low
73030,4,271,3,0,0,0,hr,low
75241,4,148,3,1,0,0,hr,low
14935,2,99,4,0,0,0,technical,low
75401,4,196,2,1,0,0,technical,low
14938,3,196,2,0,0,0,technical,low
14942,4,228,3,0,0,0,technical,medium
14948,4,165,2,0,0,0,technical,medium
14949,3,235,2,0,0,0,technical,medium
14954,4,167,2,0,0,0,technical,medium
14963,5,255,5,0,0,0,technical,medium
14971,3,184,3,1,0,0,technical,medium
14984,4,239,3,0,0,0,technical,medium
14987,3,153,2,0,0,0,technical,medium
14992,4,187,5,1,0,0,support,medium
14993,2,285,2,0,0,0,support,medium
15001,3,274,3,0,0,0,support,medium
76950,3,156,3,1,0,0,support,medium
78514,5,265,2,1,0,0,support,high
79197,4,144,3,0,0,0,support,low
15025,4,143,3,0,0,0,support,medium
15027,4,214,6,1,0,0,support,medium
15032,3,163,3,0,0,0,support,medium
15055,4,236,4,0,0,0,support,medium
15059,3,146,4,0,0,0,support,low
15062,4,106,2,0,0,0,technical,low
15063,2,105,3,0,0,0,technical,low
15067,3,181,4,0,0,0,technical,low
15069,5,174,4,0,0,0,management,low
15076,3,207,2,1,0,0,IT,low
15077,6,118,2,0,0,0,IT,low
15084,4,251,2,0,0,0,IT,low
15088,2,136,3,0,0,0,IT,low
15093,5,249,3,1,0,0,IT,low
15096,4,171,5,0,0,0,product_mng,low
15099,3,256,2,1,0,0,product_mng,low
79738,5,141,3,1,0,0,product_mng,low
15101,4,186,2,0,0,0,product_mng,low
15108,3,258,3,0,0,0,IT,low
15117,3,228,2,0,0,0,RandD,low
15121,5,205,4,0,0,0,RandD,low
15124,4,174,3,0,0,0,RandD,low
15126,3,155,4,1,0,0,RandD,low
15130,5,245,3,0,0,0,RandD,low
15131,3,271,3,0,0,0,marketing,low
15139,5,184,4,0,0,0,marketing,medium
15140,4,175,2,0,0,0,sales,medium
15141,3,224,3,0,0,0,accounting,medium
80860,4,177,3,0,0,0,support,medium
81164,4,268,3,0,0,0,technical,medium
15153,4,208,3,0,0,0,management,medium
15154,5,219,2,0,0,0,marketing,medium
15160,5,128,5,0,0,0,marketing,medium
15163,3,273,3,0,0,0,marketing,medium
15166,4,218,4,0,0,0,sales,medium
81450,5,230,3,0,0,0,sales,medium
15193,4,195,5,0,0,0,sales,medium
81470,3,254,3,1,0,0,sales,high
15199,2,275,2,0,0,0,sales,low
15204,3,162,2,0,0,0,sales,medium
15207,4,193,3,0,0,0,sales,medium
83373,3,239,4,0,0,0,sales,medium
15212,5,149,3,0,0,0,sales,medium
15218,3,155,3,0,0,0,sales,low
15222,5,271,2,0,0,0,sales,low
84129,5,163,3,0,0,0,sales,low
84150,3,160,3,0,0,0,sales,low
15225,6,274,5,0,0,0,sales,low
15230,2,199,3,0,0,0,sales,low
15245,5,241,3,0,0,0,sales,low
15252,3,187,3,0,0,0,sales,low
15264,5,223,3,1,0,0,sales,low
15266,3,268,2,0,0,0,sales,low
15269,6,169,3,0,0,0,accounting,low
15272,5,285,5,0,0,0,accounting,low
15280,5,254,3,0,0,0,accounting,low
15281,3,208,4,0,0,0,hr,low
15285,4,218,3,0,0,0,hr,low
15286,2,187,3,0,0,0,hr,low
15287,4,256,3,0,0,0,hr,low
15288,6,278,3,0,0,0,technical,low
15289,4,204,2,0,0,0,technical,low
56386,3,108,2,0,0,0,technical,low
15307,3,226,2,0,0,0,technical,low
85160,4,246,3,0,0,0,technical,medium
77163,5,260,3,0,0,0,technical,medium
15326,4,248,2,0,0,0,technical,medium
15341,3,132,3,0,0,0,technical,medium
15342,4,185,4,0,0,0,technical,medium
15344,3,269,2,0,0,0,technical,medium
15351,4,156,2,0,0,0,technical,medium
15355,3,212,3,0,0,0,support,medium
76123,3,221,2,0,0,0,support,medium
32228,5,273,3,0,0,0,support,medium
15366,4,271,3,1,0,0,support,medium
15371,4,183,5,0,0,0,support,medium
15375,4,271,6,0,0,0,support,high
97608,5,165,3,0,0,0,support,low
15405,3,257,5,0,0,0,support,medium
15415,4,143,3,0,0,0,support,medium
15449,5,156,2,0,0,0,support,medium
88848,3,190,3,1,0,0,support,medium
15460,2,242,6,0,0,0,technical,low
89192,5,267,4,0,0,0,technical,low
15465,4,152,3,0,0,0,technical,low
15468,5,136,4,0,0,0,management,low
15474,3,157,3,0,0,0,IT,low
15482,4,281,3,0,0,0,IT,low
89511,5,208,2,0,0,0,IT,low
15495,5,152,3,0,0,0,IT,low
91893,5,271,3,0,0,0,IT,low
92862,4,163,3,1,0,0,product_mng,low
15503,4,136,3,0,0,0,product_mng,low
15504,4,233,2,0,0,0,product_mng,low
15506,4,221,4,0,0,0,product_mng,low
15512,2,189,2,1,0,0,IT,low
15521,2,226,3,0,0,0,RandD,low
15533,5,201,3,0,0,0,RandD,low
15534,2,133,4,0,0,0,RandD,low
93123,3,173,2,0,0,0,RandD,low
15553,4,152,3,1,0,0,RandD,low
15556,3,256,4,0,0,0,RandD,low
93262,3,119,2,1,0,0,marketing,low
15571,4,207,3,0,0,0,sales,medium
15572,3,189,3,0,0,0,accounting,medium
93442,4,172,2,0,0,0,support,medium
15614,6,150,3,1,0,0,technical,medium
15619,5,179,3,0,0,0,management,medium
93611,3,257,2,0,0,0,marketing,medium
15640,5,229,2,0,0,0,marketing,medium
15642,4,227,3,0,0,0,marketing,medium
15647,4,140,3,0,0,0,sales,medium
15649,4,251,3,0,0,0,sales,medium
15650,4,137,3,0,0,0,sales,medium
15660,3,153,3,1,0,0,sales,medium
15666,5,242,3,0,0,0,sales,high
15674,3,150,3,0,0,0,sales,low
15695,3,247,3,0,0,0,sales,medium
15714,4,212,2,0,0,0,sales,medium
15715,3,234,3,0,0,0,sales,medium
15716,5,174,5,0,0,0,sales,medium
94447,3,225,2,0,0,0,sales,low
15724,4,224,2,0,0,0,sales,low
15743,3,270,4,0,0,0,sales,low
15750,4,139,3,0,0,0,sales,low
15751,3,248,4,0,0,0,sales,low
15754,3,172,2,0,0,0,sales,low
15756,4,224,3,1,0,0,sales,low
95272,5,232,4,0,0,0,sales,low
15777,4,260,2,1,0,0,sales,low
15792,2,117,4,0,0,0,accounting,low
15805,4,243,2,1,0,0,accounting,low
15811,4,202,2,0,0,0,accounting,low
15814,2,168,4,0,0,0,hr,low
15819,5,194,3,0,0,0,hr,low
15822,4,219,4,1,0,0,hr,low
96736,4,207,3,0,0,0,hr,low
15828,4,177,3,0,0,0,technical,low
15844,3,239,2,1,0,0,technical,low
96765,4,165,3,1,0,0,technical,low
15863,4,225,2,0,0,0,technical,low
15865,3,212,2,0,0,0,technical,low
97482,4,159,4,0,0,0,technical,medium
98145,4,233,2,1,0,0,technical,medium
98347,4,108,6,0,0,0,technical,medium
15873,3,214,3,0,0,0,technical,medium
15879,5,229,3,0,0,0,technical,medium
15881,4,223,3,0,0,0,technical,medium
15882,4,178,3,0,0,0,support,medium
1292,4,246,2,0,0,0,support,medium
15890,4,145,3,0,0,0,support,medium
11498,4,224,4,0,0,0,support,medium
1675,3,259,3,0,0,0,support,medium
15905,4,207,2,0,0,0,support,medium
15906,3,253,3,0,0,0,support,high
15907,4,196,2,1,0,0,support,low
15918,3,240,3,0,0,0,support,medium
15924,3,255,3,0,0,0,support,medium
15927,3,139,2,0,0,0,support,medium
15928,3,168,2,0,0,0,technical,medium
15933,5,233,3,0,0,0,technical,low
15941,5,211,6,0,0,0,technical,low
15948,5,114,3,0,0,0,management,low
15954,5,202,2,0,0,0,IT,low
15955,3,177,3,1,0,0,IT,low
15958,4,233,4,0,0,0,IT,low
15963,2,111,2,0,0,0,IT,low
15980,3,178,3,0,0,0,IT,low
15989,4,204,4,0,0,0,product_mng,low
15990,3,272,3,0,0,0,product_mng,low
15991,4,157,4,0,0,0,product_mng,low
16003,5,229,3,1,0,0,product_mng,low
16005,5,202,3,0,0,0,IT,low
16007,3,264,3,0,0,0,RandD,low
16018,3,256,3,1,0,0,RandD,low
16037,3,151,2,0,0,0,RandD,low
16040,3,251,3,0,0,0,RandD,low
16042,5,271,4,0,0,0,RandD,low
16069,4,274,2,0,0,0,RandD,low
16074,3,169,3,0,0,0,marketing,low
16077,4,176,4,1,0,0,sales,low
2506,5,168,2,0,0,0,accounting,medium
16101,4,171,2,0,0,0,support,medium
2875,4,214,3,0,0,0,technical,medium
16111,5,224,2,1,0,0,management,medium
16114,3,191,4,0,0,0,marketing,medium
16117,5,96,4,0,0,0,marketing,medium
16130,6,217,6,1,0,0,marketing,medium
16137,4,135,2,1,0,0,sales,medium
16141,3,226,3,0,0,0,sales,medium
16143,3,202,2,0,0,0,sales,medium
16147,2,180,6,0,0,0,sales,medium
16152,5,174,4,0,0,0,sales,medium
16156,3,140,2,0,0,0,sales,high
16158,4,147,3,0,0,0,sales,low
16159,2,263,3,1,0,0,sales,medium
16162,5,261,5,0,0,0,sales,medium
16175,2,176,2,1,0,0,sales,medium
16176,2,98,5,0,0,0,sales,medium
2886,3,192,3,1,0,0,sales,low
16179,4,157,3,0,0,0,sales,low
16184,5,230,3,0,0,0,sales,low
16188,4,192,2,1,0,0,sales,low
16194,3,161,3,0,0,0,sales,low
16199,3,176,3,0,0,0,sales,low
16208,3,216,3,0,0,0,sales,low
16220,4,176,2,0,0,0,sales,low
16222,3,276,5,1,0,0,accounting,low
16228,3,174,3,1,0,0,accounting,low
16230,3,106,2,0,0,0,accounting,low
2982,4,154,3,0,0,0,hr,low
6836,3,271,5,0,0,0,hr,low
7298,5,246,2,0,0,0,hr,low
16239,4,264,2,1,0,0,hr,low
16252,3,197,2,0,0,0,technical,low
8510,4,165,2,0,0,0,technical,low
16257,4,218,2,0,0,0,technical,low
16259,3,203,2,0,0,0,technical,low
16263,2,107,6,1,0,0,technical,low
16269,3,179,2,0,0,0,technical,low
16278,5,264,3,0,0,0,technical,medium
16283,5,154,3,0,0,0,technical,medium
16289,4,167,3,1,0,0,technical,medium
16291,4,158,3,1,0,0,technical,medium
16292,4,227,3,1,0,0,technical,medium
16294,3,230,2,0,0,0,support,medium
16301,5,143,5,0,0,0,support,medium
16304,4,142,3,0,0,0,support,medium
16307,4,184,4,0,0,0,support,medium
9198,5,169,4,0,0,0,support,medium
12782,5,218,4,1,0,0,support,medium
13422,2,121,3,0,0,0,support,medium
14420,4,251,4,0,0,0,support,high
16337,2,192,6,0,0,0,support,low
15320,6,227,5,0,0,0,support,medium
16349,6,140,5,0,0,0,support,medium
16355,3,152,2,0,0,0,technical,medium
16357,4,202,4,0,0,0,technical,medium
16255,2,219,4,0,0,0,technical,low
16363,4,248,4,0,0,0,management,low
16375,5,203,2,0,0,0,IT,low
16386,3,255,3,0,0,0,IT,low
16389,5,177,3,0,0,0,IT,low
16402,5,185,3,0,0,0,IT,low
16410,4,101,6,1,0,0,IT,low
16415,3,246,3,0,0,0,product_mng,low
16419,6,220,2,0,0,0,product_mng,low
16421,3,145,2,0,0,0,product_mng,low
17007,6,194,5,0,0,0,product_mng,low
16430,4,241,2,0,0,0,IT,low
16443,6,175,4,0,0,0,RandD,low
16445,5,149,2,0,0,0,RandD,low
16450,3,253,2,0,0,0,RandD,low
17421,5,218,3,0,0,0,RandD,low
16452,2,263,3,0,0,0,RandD,low
17903,4,247,3,1,0,0,RandD,low
16460,6,148,4,0,0,0,marketing,low
16462,5,162,2,0,0,0,sales,low
18428,2,255,4,0,0,0,accounting,low
16468,3,191,3,1,0,0,support,medium
16469,3,217,4,1,0,0,technical,medium
16481,3,201,3,0,0,0,management,medium
16487,3,253,3,0,0,0,marketing,medium
16496,4,122,5,1,0,0,marketing,medium
16514,3,269,3,0,0,0,marketing,medium
21191,4,161,3,0,0,0,sales,medium
16517,3,156,2,0,0,0,sales,medium
16522,3,173,3,0,0,0,sales,medium
16527,4,152,3,1,0,0,sales,medium
16538,3,145,3,0,0,0,sales,medium
16539,3,248,3,0,0,0,sales,medium
16544,2,184,2,0,0,0,sales,high
16558,4,232,2,1,0,0,sales,low
16561,3,162,2,0,0,0,sales,medium
16563,4,269,3,0,0,0,sales,medium
16570,5,108,3,0,0,0,sales,medium
16576,3,248,3,1,0,0,sales,medium
16577,2,122,5,0,0,0,sales,low
16578,4,273,2,1,0,0,sales,low
16598,3,285,6,0,0,0,sales,low
16600,4,227,3,0,0,0,sales,low
16609,4,248,2,1,0,0,sales,low
21814,3,257,3,0,0,0,sales,low
16623,5,194,3,0,0,0,sales,low
16625,3,253,3,0,0,0,accounting,low
16626,4,141,3,0,0,0,accounting,low
16638,4,199,3,0,0,0,accounting,low
16645,3,143,2,0,0,0,hr,low
40287,5,244,3,0,0,0,hr,low
16662,5,173,2,0,0,0,hr,low
16672,4,186,3,0,0,0,hr,low
16674,2,247,3,0,0,0,technical,low
16676,3,218,4,0,0,0,technical,low
16683,3,140,2,0,0,0,technical,low
22116,4,166,2,0,0,0,technical,low
16694,3,216,2,0,0,0,technical,low
16711,6,235,3,0,0,0,technical,low
16715,3,188,3,0,0,0,technical,low
16717,3,143,2,0,0,0,technical,medium
22371,4,198,4,0,0,0,technical,medium
23262,4,148,3,0,0,0,technical,medium
16740,6,101,4,0,0,0,technical,medium
16741,4,249,6,1,0,0,support,medium
16746,5,249,3,1,0,0,support,medium
16753,5,198,2,1,0,0,support,medium
16759,3,202,3,1,0,0,support,medium
16762,3,176,3,0,0,0,support,medium
24020,4,133,2,0,0,0,support,medium
24970,5,238,2,0,0,0,support,medium
52421,2,181,4,0,0,0,support,medium
27108,5,242,3,0,0,0,support,high
27566,4,185,2,1,0,0,support,low
16783,4,237,3,1,0,0,support,medium
16784,5,244,3,0,0,0,technical,medium
16786,3,178,4,0,0,0,technical,medium
16788,3,164,3,0,0,0,technical,medium
28828,5,189,4,1,0,0,management,low
16810,3,212,2,0,0,0,IT,low
16811,4,233,3,0,0,0,IT,low
16813,5,268,3,0,0,0,IT,low
16816,2,155,2,0,0,0,IT,low
29341,4,257,3,0,0,0,IT,low
16833,4,254,5,0,0,0,product_mng,low
16836,4,143,3,1,0,0,product_mng,low
16838,3,225,2,0,0,0,product_mng,low
16840,4,223,2,1,0,0,product_mng,low
16850,2,101,6,0,0,0,IT,low
16851,2,159,6,0,0,0,RandD,low
16857,5,141,2,0,0,0,RandD,low
16868,5,147,5,1,0,0,RandD,low
16872,5,252,3,1,0,0,RandD,low
16880,3,196,3,0,0,0,RandD,low
16889,6,244,3,0,0,0,RandD,low
16891,3,142,3,0,0,0,marketing,low
16892,4,155,4,0,0,0,sales,low
29464,3,219,2,0,0,0,accounting,low
16903,3,213,4,0,0,0,support,low
16918,5,263,3,0,0,0,technical,medium
30384,4,274,3,0,0,0,management,medium
16924,3,140,3,0,0,0,marketing,medium
16932,4,176,2,0,0,0,marketing,medium
31411,4,206,2,0,0,0,marketing,medium
16941,6,223,6,0,0,0,sales,medium
16970,2,231,6,1,0,0,sales,medium
16978,3,250,3,0,0,0,sales,medium
16982,5,266,4,0,0,0,sales,medium
16983,4,247,3,1,0,0,sales,medium
16994,3,189,2,0,0,0,sales,medium
33082,5,227,5,0,0,0,sales,medium
16996,4,127,4,0,0,0,sales,high
16999,5,204,5,0,0,0,sales,low
33160,5,137,3,0,0,0,sales,medium
17010,4,265,3,1,0,0,sales,medium
17011,3,135,2,0,0,0,sales,medium
17017,2,126,3,0,0,0,sales,medium
33735,3,189,2,0,0,0,sales,low
17027,3,207,4,1,0,0,sales,low
17048,3,134,3,0,0,0,sales,low
17057,4,203,2,0,0,0,sales,low
17066,5,222,3,1,0,0,sales,low
17083,3,232,2,0,0,0,sales,low
17087,4,267,5,0,0,0,accounting,low
17088,5,131,3,0,0,0,accounting,low
17106,3,155,4,0,0,0,accounting,low
17112,3,232,3,0,0,0,hr,low
17113,3,137,5,0,0,0,hr,low
17119,4,136,4,0,0,0,hr,low
33823,3,237,2,0,0,0,hr,low
17129,4,190,3,0,0,0,technical,low
17131,4,144,3,1,0,0,technical,low
17140,6,194,3,0,0,0,technical,low
17144,3,186,2,0,0,0,technical,low
17148,3,218,3,0,0,0,technical,low
17150,5,260,2,1,0,0,technical,low
17151,4,200,4,0,0,0,technical,low
17162,3,140,3,0,0,0,technical,low
17203,2,156,3,0,0,0,technical,medium
17207,3,193,3,1,0,0,technical,medium
17211,4,145,3,0,0,0,technical,medium
17217,4,217,2,0,0,0,support,medium
17219,4,162,3,0,0,0,support,medium
33827,5,182,4,0,0,0,support,medium
17232,3,221,3,0,0,0,support,medium
17236,4,208,2,0,0,0,support,medium
17238,5,161,3,0,0,0,support,medium
34953,4,269,3,0,0,0,support,medium
17248,4,155,3,0,0,0,support,medium
17259,3,110,3,0,0,0,support,medium
17261,3,154,3,0,0,0,support,high
17266,6,213,4,0,0,0,support,low
17284,5,248,3,0,0,0,technical,medium
17292,3,202,3,0,0,0,technical,medium
17296,2,251,6,0,0,0,technical,medium
17297,3,239,2,0,0,0,management,medium
17298,3,203,3,0,0,0,IT,low
17303,4,184,5,1,0,0,IT,low
17310,4,203,3,1,0,0,IT,low
17325,3,214,2,1,0,0,IT,low
17328,4,161,3,0,0,0,IT,low
17329,5,234,2,0,0,0,product_mng,low
17334,3,151,2,0,0,0,product_mng,low
17336,4,149,3,0,0,0,product_mng,low
17345,4,240,3,0,0,0,product_mng,low
17352,5,140,2,0,0,0,IT,low
17360,3,187,2,0,0,0,RandD,low
17361,5,156,2,1,0,0,RandD,low
17362,4,250,4,0,0,0,RandD,low
17363,3,165,2,0,0,0,RandD,low
17371,5,260,3,1,0,0,RandD,low
35387,3,274,3,0,0,0,marketing,low
17384,4,160,3,0,0,0,sales,low
17395,5,280,4,1,0,0,accounting,low
17397,3,142,3,0,0,0,support,low
17405,2,155,2,0,0,0,technical,low
17407,4,167,2,0,0,0,management,low
17416,3,263,3,0,0,0,marketing,medium
36326,3,259,4,0,0,0,marketing,medium
17422,4,223,3,0,0,0,marketing,medium
17425,6,123,5,0,0,0,sales,medium
17426,5,226,3,0,0,0,sales,medium
17431,3,270,2,0,0,0,sales,medium
36942,3,139,3,0,0,0,sales,medium
17460,5,241,2,0,0,0,sales,medium
17462,2,160,6,0,0,0,sales,medium
17469,3,258,5,0,0,0,sales,medium
17471,5,106,5,0,0,0,sales,medium
17473,4,171,2,0,0,0,sales,medium
17484,3,186,3,0,0,0,sales,high
17487,6,214,5,1,0,0,sales,low
38536,4,240,3,0,0,0,sales,medium
17499,4,164,3,0,0,0,sales,medium
17501,4,232,3,0,0,0,sales,medium
17502,5,242,2,0,0,0,sales,medium
17510,5,222,3,0,0,0,sales,low
17517,3,139,2,1,0,0,sales,low
17525,4,272,3,0,0,0,sales,low
17528,4,262,2,0,0,0,sales,low
17530,2,249,3,0,0,0,accounting,low
17544,4,219,3,0,0,0,accounting,low
17560,4,208,5,0,0,0,accounting,low
17561,3,166,6,0,0,0,hr,low
17571,3,174,3,0,0,0,hr,low
17592,4,225,3,0,0,0,hr,low
17623,2,116,6,1,0,0,hr,low
39151,3,219,2,0,0,0,technical,low
17629,4,196,2,0,0,0,technical,low
40973,4,210,3,1,0,0,technical,low
17646,2,219,3,0,0,0,technical,low
17651,3,197,3,0,0,0,technical,low
42040,2,102,6,0,0,0,technical,low
42875,3,186,4,0,0,0,technical,low
17702,4,224,2,0,0,0,technical,low
17712,3,283,2,1,0,0,technical,low
17713,5,197,4,0,0,0,technical,low
43226,5,267,3,0,0,0,technical,medium
17719,4,172,3,0,0,0,support,medium
17746,4,261,2,0,0,0,support,medium
17759,3,204,4,0,0,0,support,medium
13643,4,237,2,0,0,0,support,medium
17766,2,212,3,0,0,0,support,medium
17777,4,217,2,0,0,0,support,medium
17789,5,159,3,1,0,0,support,medium
17790,5,139,3,0,0,0,support,medium
17807,5,230,3,0,0,0,support,medium
17815,3,157,4,0,0,0,support,medium
17834,5,269,3,0,0,0,support,medium
17838,2,170,3,0,0,0,technical,high
17842,2,197,4,0,0,0,technical,low
45412,4,246,3,0,0,0,technical,medium
17846,4,278,3,0,0,0,management,medium
17847,5,138,2,0,0,0,IT,medium
17849,3,238,3,0,0,0,IT,medium
17854,5,175,6,1,0,0,IT,low
17857,4,216,3,0,0,0,IT,low
17866,4,196,4,1,0,0,IT,low
17878,5,187,3,1,0,0,product_mng,low
17881,4,155,5,0,0,0,product_mng,low
47607,3,205,5,0,0,0,product_mng,low
17887,3,230,2,0,0,0,product_mng,low
49290,5,157,3,0,0,0,IT,low
50701,4,287,4,0,0,0,RandD,low
17910,4,161,3,0,0,0,RandD,low
51900,5,239,2,0,0,0,RandD,low
17915,3,267,2,0,0,0,RandD,low
17916,5,208,5,0,0,0,RandD,low
17925,3,133,3,0,0,0,marketing,low
17930,3,187,3,0,0,0,marketing,low
17934,4,140,2,0,0,0,sales,low
52015,4,270,3,0,0,0,accounting,low
35690,3,147,3,0,0,0,support,low
17942,3,181,2,0,0,0,technical,low
54086,3,156,3,0,0,0,management,low
39973,4,207,3,0,0,0,marketing,low
17957,4,241,4,1,0,0,marketing,medium
17958,4,154,3,0,0,0,marketing,medium
17964,4,206,3,0,0,0,sales,medium
17967,4,204,2,0,0,0,sales,medium
55264,4,117,3,0,0,0,sales,medium
17973,5,144,3,0,0,0,sales,medium
17984,3,156,3,0,0,0,sales,medium
17987,4,211,4,0,0,0,sales,medium
