id,season,match_no,date,team_1,team_1_score,team_2,team_2_score,player_of_match,toss_winner,toss_decision,winner,venue,city,win_by_wickets,win_by_runs,result,umpire_1,umpire_2
54,2018/19,42nd, Feb 2 2019,Khulna Titans,123/9,Dhaka Dynamites,124/4,Upul Tharanga,Khulna Titans,bat first,Dynamites,"Shere Bangla National Stadium, Mirpur",Mirpur,6,0,6 wickets,Nadir Shah,Ranmore Martinesz
52,2018/19,1st, Feb 4 2019,Rangpur Riders,165/5,Comilla Victorians,166/2,Evin Lewis,Rangpur Riders,bat first,Victorians,"Shere Bangla National Stadium, Mirpur",Mirpur,8,0,8 wickets,Alex Wharf,Sharfuddoula
53,2018/19,"Eliminator,", Feb 4 2019,Chittagong Vikings,135/8,Dhaka Dynamites,136/4,Sunil Narine,Chittagong Vikings,bat first,Dynamites,"Shere Bangla National Stadium, Mirpur",Mirpur,6,0,6 wickets,Mahfuzur Rahman,Ranmore Martinesz
230,2015/16,4th,Nov 23 2015,Barisal Bulls,155/9,Rangpur Riders,142,Kevon Cooper,Rangpur Riders,field first,Bulls,"Shere Bangla National Stadium, Mirpur",Mirpur,0,13,13 runs,Enamul Haque,Masudur Rahman
229,2015/16,5th,Nov 24 2015,Chittagong Vikings,176/4,Comilla Victorians,177/3,Mashrafe Mortaza,Comilla Victorians,field first,Victorians,"Shere Bangla National Stadium, Mirpur",Mirpur,7,0,7 wickets,Anisur Rahman,Ranmore Martinesz
228,2015/16,6th,Nov 24 2015,Barisal Bulls,108,Sylhet Super Stars,107/9,Al-Amin Hossain,Barisal Bulls,bat first,Bulls,"Shere Bangla National Stadium, Mirpur",Mirpur,0,0,1 run,Anisur Rahman,Masudur Rahman
227,2015/16,7th,Nov 25 2015,Rangpur Riders,176/6,Dhaka Dynamites,107,Shakib Al Hasan,Rangpur Riders,bat first,Riders,"Shere Bangla National Stadium, Mirpur",Mirpur,0,69,69 runs,Enamul Haque,Mahfuzur Rahman
226,2015/16,8th,Nov 25 2015,Barisal Bulls,89,Comilla Victorians,90/2,Nuwan Kulasekara,Barisal Bulls,bat first,Victorians,"Shere Bangla National Stadium, Mirpur",Mirpur,8,0,8 wickets,Masudur Rahman,Tanvir Ahmed
225,2015/16,9th,Nov 26 2015,Rangpur Riders,109/9,Sylhet Super Stars,103,Shakib Al Hasan,Rangpur Riders,bat first,Riders,"Shere Bangla National Stadium, Mirpur",Mirpur,0,6,6 runs,Sharfuddoula,Tanvir Ahmed
224,2015/16,10th,Nov 26 2015,Chittagong Vikings,92,Dhaka Dynamites,96/4,Shadman Islam,Chittagong Vikings,bat first,Dynamites,"Shere Bangla National Stadium, Mirpur",Mirpur,6,0,6 wickets,Ranmore Martinesz,Sharfuddoula
223,2015/16,11th,Nov 27 2015,Rangpur Riders,82,Comilla Victorians,84/1,Marlon Samuels,Comilla Victorians,field first,Victorians,"Shere Bangla National Stadium, Mirpur",Mirpur,9,0,9 wickets,Mahfuzur Rahman,Masudur Rahman
221,2015/16,13th,Nov 30 2015,Barisal Bulls,170/7,Chittagong Vikings,137,Kevon Cooper,Chittagong Vikings,field first,Bulls,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chittagong,0,33,33 runs,Ranmore Martinesz,Sharfuddoula
220,2015/16,14th,Nov 30 2015,Comilla Victorians,164/5,Sylhet Super Stars,168/6,Ravi Bopara,Sylhet Super Stars,field first,Super,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chittagong,0,0,by 4,Enamul Haque,Sharfuddoula
219,2015/16,15th, Dec 1 2015,Chittagong Vikings,111/8,Rangpur Riders,113/1,Soumya Sarkar,Chittagong Vikings,bat first,Riders,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chittagong,9,0,9 wickets,Enamul Haque,Sharfuddoula
218,2015/16,16th, Dec 1 2015,Dhaka Dynamites,158/5,Barisal Bulls,159/1,Evin Lewis,Barisal Bulls,field first,Bulls,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chittagong,9,0,9 wickets,Enamul Haque,Ranmore Martinesz
216,2015/16,18th, Dec 2 2015,Sylhet Super Stars,139/9,Chittagong Vikings,140/0,Tillakaratne Dilshan,Chittagong Vikings,field first,Vikings,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chittagong,10,0,10 wickets,Anisur Rahman,Morshed Ali Khan
215,2015/16,19th, Dec 3 2015,Rangpur Riders,104/9,Barisal Bulls,75/4,Al-Amin Hossain,Barisal Bulls,field first,Bulls,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chittagong,6,0,6 wickets,Anisur Rahman,Ranmore Martinesz
222,2015/16,12th,Nov 27 2015,Dhaka Dynamites,166/6,Sylhet Super Stars,132,Kumar Sangakkara,Dhaka Dynamites,bat first,Dynamites,"Shere Bangla National Stadium, Mirpur",Mirpur,0,34,34 runs,Mahfuzur Rahman,Tanvir Ahmed
217,2015/16,17th, Dec 2 2015,Comilla Victorians,141/7,Dhaka Dynamites,131/6,Ashar Zaidi,Dhaka Dynamites,field first,Victorians,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chittagong,0,10,10 runs,Mahfuzur Rahman,Tanvir Ahmed
210,2015/16,24th, Dec 7 2015,Sylhet Super Stars,59,Rangpur Riders,60/2,Arafat Sunny,Rangpur Riders,field first,Riders,"Shere Bangla National Stadium, Mirpur",Mirpur,8,0,8 wickets,Anisur Rahman,Gazi Sohel
214,2015/16,20th, Dec 3 2015,Chittagong Vikings,136/5,Comilla Victorians,142/5,Shoaib Malik,Comilla Victorians,field first,Victorians,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chittagong,5,0,5 wickets,Mahfuzur Rahman,Morshed Ali Khan
28,2015/16,26th, Dec 8 2015,Rangpur Riders,153/6,Comilla Victorians,132,Jahurul Islam,Comilla Victorians,field first,Riders,"Shere Bangla National Stadium, Mirpur",Mirpur,0,21,21 runs,Gazi Sohel,Ranmore Martinesz
213,2015/16,21st, Dec 6 2015,Barisal Bulls,58,Sylhet Super Stars,62/1,Junaid Siddique,Sylhet Super Stars,field first,Super,"Shere Bangla National Stadium, Mirpur",Mirpur,0,0,by 9,Gazi Sohel,Ranmore Martinesz
212,2015/16,22nd, Dec 6 2015,Dhaka Dynamites,135/7,Rangpur Riders,136/4,Jahurul Islam,Dhaka Dynamites,bat first,Riders,"Shere Bangla National Stadium, Mirpur",Mirpur,6,0,6 wickets,Ahsan Raza,Enamul Haque
211,2015/16,23rd, Dec 7 2015,Barisal Bulls,105/6,Comilla Victorians,106/3,Ahmed Shehzad,Comilla Victorians,field first,Victorians,"Shere Bangla National Stadium, Mirpur",Mirpur,7,0,7 wickets,Ahsan Raza,Masudur Rahman
27,2015/16,27th, Dec 9 2015,Dhaka Dynamites,157/5,Sylhet Super Stars,162/4,Ravi Bopara,Sylhet Super Stars,field first,Super,"Shere Bangla National Stadium, Mirpur",Mirpur,0,0,by 6,Mahfuzur Rahman,Masudur Rahman
29,2015/16,25th, Dec 8 2015,Dhaka Dynamites,121/8,Chittagong Vikings,76,Mosharraf Hossain,Chittagong Vikings,field first,Dynamites,"Shere Bangla National Stadium, Mirpur",Mirpur,0,45,45 runs,Ahsan Raza,Masudur Rahman
26,2015/16,28th, Dec 9 2015,Chittagong Vikings,135/7,Barisal Bulls,141/2,Chris Gayle,Barisal Bulls,field first,Bulls,"Shere Bangla National Stadium, Mirpur",Mirpur,8,0,8 wickets,Ahsan Raza,Gazi Sohel
22,2015/16,Eliminator,Dec 12 2015,Barisal Bulls,135/5,Dhaka Dynamites,117/8,Al-Amin Hossain,Dhaka Dynamites,field first,Bulls,"Shere Bangla National Stadium, Mirpur",Mirpur,0,18,18 runs,Ahsan Raza,Gazi Sohel
25,2015/16,29th,Dec 10 2015,Comilla Victorians,150/4,Sylhet Super Stars,79,Ahmed Shehzad,Sylhet Super Stars,field first,Victorians,"Shere Bangla National Stadium, Mirpur",Mirpur,0,71,71 runs,Ahsan Raza,Enamul Haque
23,2015/16,Qualifier,Dec 12 2015,Comilla Victorians,163/7,Rangpur Riders,91,Ashar Zaidi,Rangpur Riders,field first,Victorians,"Shere Bangla National Stadium, Mirpur",Mirpur,0,72,72 runs,Enamul Haque,Ranmore Martinesz
21,2015/16,Qualifier,Dec 13 2015,Rangpur Riders,160/9,Barisal Bulls,163/5,Sabbir Rahman,Rangpur Riders,bat first,Bulls,"Shere Bangla National Stadium, Mirpur",Mirpur,5,0,5 wickets,Enamul Haque,Ranmore Martinesz
645,2019/20,1st,Dec 11 2019,Sylhet Thunder,162/4,Chattogram Challengers,163/5,Imrul Kayes,Chattogram Challengers,field first,Challengers,"Shere Bangla National Stadium, Mirpur",Mirpur,5,0,5 wickets,Prageeth Rambukwella,Sharfuddoula
644,2019/20,2nd,Dec 11 2019,Cumilla Warriors,173/7,Rangpur Rangers,68,Dasun Shanaka,Cumilla Warriors,bat first,Warriors,"Shere Bangla National Stadium, Mirpur",Mirpur,0,105,105 runs,Masudur Rahman,Tanvir Ahmed
643,2019/20,3rd,Dec 12 2019,Dhaka Platoon,134/9,Rajshahi Royals,136/1,Ravi Bopara,Rajshahi Royals,field first,Royals,"Shere Bangla National Stadium, Mirpur",Mirpur,9,0,9 wickets,Gazi Sohel,Sharfuddoula
641,2019/20,5th,Dec 13 2019,Sylhet Thunder,91,Rajshahi Royals,95/2,Alok Kapali,Rajshahi Royals,field first,Royals,"Shere Bangla National Stadium, Mirpur",Mirpur,8,0,8 wickets,Mahfuzur Rahman,Sharfuddoula
640,2019/20,6th,Dec 13 2019,Dhaka Platoon,180/7,Cumilla Warriors,160/9,Thisara Perera,Cumilla Warriors,field first,Platoon,"Shere Bangla National Stadium, Mirpur",Mirpur,0,20,20 runs,Masudur Rahman,Prageeth Rambukwella
639,2019/20,7th,Dec 14 2019,Rangpur Rangers,157/8,Chattogram Challengers,158/4,Mohammad Naim,Chattogram Challengers,field first,Challengers,"Shere Bangla National Stadium, Mirpur",Mirpur,6,0,6 wickets,Morshed Ali Khan,Sharfuddoula
642,2019/20,4th,Dec 12 2019,Chattogram Challengers,144/6,Khulna Tigers,146/2,Rilee Rossouw,Khulna Tigers,field first,Tigers,"Shere Bangla National Stadium, Mirpur",Mirpur,8,0,8 wickets,Masudur Rahman,Prageeth Rambukwella
638,2019/20,8th,Dec 14 2019,Dhaka Platoon,182/4,Sylhet Thunder,158/7,Anamul Haque,Sylhet Thunder,field first,Platoon,"Shere Bangla National Stadium, Mirpur",Mirpur,0,24,24 runs,Masudur Rahman,Prageeth Rambukwella
636,2019/20,10th,Dec 17 2019,Sylhet Thunder,129/8,Chattogram Challengers,130/6,Mehedi Hasan Rana,Chattogram Challengers,field first,Challengers,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,4,0,4 wickets,David Millns,Masudur Rahman
637,2019/20,9th,Dec 17 2019,Rajshahi Royals,189/4,Khulna Tigers,192/5,Mushfiqur Rahim,Khulna Tigers,field first,Tigers,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,5,0,5 wickets,Prageeth Rambukwella,Sharfuddoula
635,2019/20,11th,Dec 18 2019,Rangpur Rangers,181/8,Cumilla Warriors,182/4,Dawid Malan,Rangpur Rangers,bat first,Warriors,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,6,0,6 wickets,David Millns,Mahfuzur Rahman
634,2019/20,12th,Dec 18 2019,Chattogram Challengers,221/4,Dhaka Platoon,205,Mehedi Hasan Rana,Dhaka Platoon,field first,Challengers,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,0,16,16 runs,Prageeth Rambukwella,Sharfuddoula
633,2019/20,13th,Dec 20 2019,Rangpur Rangers,137/9,Khulna Tigers,138/2,Shafiul Islam,Khulna Tigers,field first,Tigers,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,8,0,8 wickets,Prageeth Rambukwella,Tanvir Ahmed
632,2019/20,14th,Dec 20 2019,Chattogram Challengers,238/4,Cumilla Warriors,222/7,Chadwick Walton,Cumilla Warriors,field first,Challengers,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,0,16,16 runs,D Milns,Masudur Rahman
631,2019/20,15th,Dec 21 2019,Sylhet Thunder,232/5,Khulna Tigers,152,Andre Fletcher,Khulna Tigers,field first,Thunder,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,0,80,80 runs,Mahfuzur Rahman,Prageeth Rambukwella
630,2019/20,16th,Dec 21 2019,Chattogram Challengers,163/7,Rangpur Rangers,167/4,Lewis Gregory,Rangpur Rangers,field first,Rangers,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,6,0,6 wickets,David Millns,Masudur Rahman
629,2019/20,17th,Dec 23 2019,Cumilla Warriors,160/3,Dhaka Platoon,161/5,Mahedi Hasan,Dhaka Platoon,field first,Platoon,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,5,0,5 wickets,Gazi Sohel,Prageeth Rambukwella
627,2019/20,19th,Dec 24 2019,Sylhet Thunder,174/4,Dhaka Platoon,175/2,Mahedi Hasan,Sylhet Thunder,bat first,Platoon,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,8,0,8 wickets,David Millns,Gazi Sohel
628,2019/20,18th,Dec 23 2019,Khulna Tigers,145/9,Rajshahi Royals,149/3,Andre Russell,Rajshahi Royals,field first,Royals,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,7,0,7 wickets,David Millns,Morshed Ali Khan
626,2019/20,20th,Dec 24 2019,Cumilla Warriors,170/8,Rajshahi Royals,171/3,Dawid Malan,Rajshahi Royals,field first,Royals,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,7,0,7 wickets,Dawid Malan,Afif Hossain
625,2019/20,21st,Dec 27 2019,Dhaka Platoon,124/9,Chattogram Challengers,125/4,Imrul Kayes,Chattogram Challengers,field first,Challengers,"Shere Bangla National Stadium, Mirpur",Mirpur,6,0,6 wickets,David Millns,Sharfuddoula
624,2019/20,22nd,Dec 27 2019,Khulna Tigers,182/7,Rangpur Rangers,130/9,Shohidul Islam,Rangpur Rangers,field first,Tigers,"Shere Bangla National Stadium, Mirpur",Mirpur,0,52,52 runs,Mahfuzur Rahman,Prageeth Rambukwella
623,2019/20,23rd,Dec 28 2019,Rajshahi Royals,190/4,Cumilla Warriors,175/4,Shoaib Malik,Cumilla Warriors,field first,Royals,"Shere Bangla National Stadium, Mirpur",Mirpur,0,15,15 runs,David Millns,Morshed Ali Khan
622,2019/20,24th,Dec 28 2019,Sylhet Thunder,157/4,Khulna Tigers,158/2,Mehidy Hasan Miraz,Khulna Tigers,field first,Tigers,"Shere Bangla National Stadium, Mirpur",Mirpur,8,0,8 wickets,Mahfuzur Rahman,Prageeth Rambukwella
620,2019/20,26th,Dec 30 2019,Dhaka Platoon,174/5,Rajshahi Royals,100,Wahab Riaz,Rajshahi Royals,field first,Platoon,"Shere Bangla National Stadium, Mirpur",Mirpur,0,74,74 runs,D Milns,Tanvir Ahmed
619,2019/20,27th,Dec 31 2019,Chattogram Challengers,159/6,Cumilla Warriors,161/8,Dawid Malan,Cumilla Warriors,field first,Warriors,"Shere Bangla National Stadium, Mirpur",Mirpur,2,0,2 wickets,Masudur Rahman,Prageeth Rambukwella
621,2019/20,25th,Dec 30 2019,Sylhet Thunder,133/9,Rangpur Rangers,134/3,Mustafizur Rahman,Rangpur Rangers,field first,Rangers,"Shere Bangla National Stadium, Mirpur",Mirpur,7,0,7 wickets,Moniruzzaman,Prageeth Rambukwella
618,2019/20,28th,Dec 31 2019,Rangpur Rangers,182/6,Rajshahi Royals,135/8,Lewis Gregory,Rajshahi Royals,field first,Rangers,"Shere Bangla National Stadium, Mirpur",Mirpur,0,47,47 runs,David Millns,Tanvir Ahmed
617,2019/20,29th, Jan 2 2020,Rajshahi Royals,179/4,Rangpur Rangers,149/7,Ravi Bopara,Rangpur Rangers,field first,Royals,Sylhet International Cricket Stadium,Stadium,0,30,30 runs,David Millns,Mahfuzur Rahman
616,2019/20,30th, Jan 2 2020,Cumilla Warriors,140/9,Sylhet Thunder,140,Mujeeb Ur Rahman,Sylhet Thunder,field first,Match,Sylhet International Cricket Stadium,Stadium,0,0,won the,Masudur Rahman,Prageeth Rambukwella
615,2019/20,31st, Jan 3 2020,Dhaka Platoon,172/4,Khulna Tigers,160/8,Hasan Mahmud,Khulna Tigers,field first,Platoon,Sylhet International Cricket Stadium,Stadium,0,12,12 runs,Prageeth Rambukwella,Tanvir Ahmed
614,2019/20,32nd, Jan 3 2020,Rangpur Rangers,199/5,Sylhet Thunder,161,Shane Watson,Sylhet Thunder,field first,Rangers,Sylhet International Cricket Stadium,Stadium,0,38,38 runs,David Millns,Gazi Sohel
613,2019/20,33rd, Jan 4 2020,Khulna Tigers,121,Chattogram Challengers,124/4,Mehedi Hasan Rana,Chattogram Challengers,field first,Challengers,Sylhet International Cricket Stadium,Stadium,6,0,6 wickets,David Millns,Mahfuzur Rahman
612,2019/20,34th, Jan 4 2020,Sylhet Thunder,143/6,Rajshahi Royals,145/4,Afif Hossain,Sylhet Thunder,bat first,Royals,Sylhet International Cricket Stadium,Stadium,6,0,6 wickets,Prageeth Rambukwella,Tanvir Ahmed
611,2019/20,35th, Jan 7 2020,Sylhet Thunder,141/5,Cumilla Warriors,142/5,Dawid Malan,Cumilla Warriors,field first,Warriors,"Shere Bangla National Stadium, Mirpur",Mirpur,5,0,5 wickets,Gazi Sohel,Prageeth Rambukwella
65,2019/20,41st,Jan 11 2020,Chattogram Challengers,155/5,Rajshahi Royals,156/2,Litton Das,Rajshahi Royals,field first,Royals,"Shere Bangla National Stadium, Mirpur",Mirpur,8,0,8 wickets,Prageeth Rambukwella,Tanvir Ahmed
610,2019/20,36th, Jan 7 2020,Rajshahi Royals,166/8,Chattogram Challengers,170/3,Imrul Kayes,Chattogram Challengers,field first,Challengers,"Shere Bangla National Stadium, Mirpur",Mirpur,7,0,7 wickets,David Millns,Morshed Ali Khan
69,2019/20,37th, Jan 8 2020,Khulna Tigers,179/2,Cumilla Warriors,145,Robbie Frylinck,Cumilla Warriors,field first,Tigers,"Shere Bangla National Stadium, Mirpur",Mirpur,0,34,34 runs,David Millns,Gazi Sohel
68,2019/20,38th, Jan 8 2020,Dhaka Platoon,145/9,Rangpur Rangers,84,Shadab Khan,Rangpur Rangers,field first,Platoon,"Shere Bangla National Stadium, Mirpur",Mirpur,0,61,61 runs,Mahfuzur Rahman,Prageeth Rambukwella
67,2019/20,39th,Jan 10 2020,Rangpur Rangers,149/9,Dhaka Platoon,138/9,Lewis Gregory,Dhaka Platoon,field first,Rangers,"Shere Bangla National Stadium, Mirpur",Mirpur,0,11,11 runs,David Millns,Tanvir Ahmed
66,2019/20,40th,Jan 10 2020,Khulna Tigers,218/2,Cumilla Warriors,126/9,Mushfiqur Rahim,Cumilla Warriors,field first,Tigers,"Shere Bangla National Stadium, Mirpur",Mirpur,0,92,92 runs,Gazi Sohel,Prageeth Rambukwella
64,2019/20,42nd,Jan 11 2020,Dhaka Platoon,205/4,Khulna Tigers,207/2,Najmul Hossain Shanto,Khulna Tigers,field first,Tigers,"Shere Bangla National Stadium, Mirpur",Mirpur,8,0,8 wickets,David Millns,Mahfuzur Rahman
63,2019/20,"Eliminator,",Jan 13 2020,Dhaka Platoon,144/8,Chattogram Challengers,147/3,Rayad Emrit,Chattogram Challengers,field first,Challengers,"Shere Bangla National Stadium, Mirpur",Mirpur,7,0,7 wickets,David Millns,Mahfuzur Rahman
61,2019/20,2nd,Jan 15 2020,Chattogram Challengers,164/9,Rajshahi Royals,165/8,Andre Russell,Rajshahi Royals,field first,Royals,"Shere Bangla National Stadium, Mirpur",Mirpur,2,0,2 wickets,David Millns,Mahfuzur Rahman
445,2017/18,1st, Nov 4 2017,Dhaka Dynamites,136/7,Sylhet Sixers,137/1,Upul Tharanga,Sylhet Sixers,field first,Sixers,Sylhet International Cricket Stadium,Stadium,9,0,9 wickets,Masudur Rahman,Riazuddin
444,2017/18,2nd, Nov 4 2017,Rajshahi Kings,154/8,Rangpur Riders,155/4,Ravi Bopara,Rangpur Riders,field first,Riders,Sylhet International Cricket Stadium,Stadium,6,0,6 wickets,Mahfuzur Rahman,Tanvir Ahmed
443,2017/18,3rd, Nov 5 2017,Comilla Victorians,145/6,Sylhet Sixers,148/6,Upul Tharanga,Sylhet Sixers,field first,Sixers,Sylhet International Cricket Stadium,Stadium,4,0,4 wickets,Mahfuzur Rahman,Masudur Rahman
442,2017/18,4th, Nov 5 2017,Dhaka Dynamites,202/7,Khulna Titans,137,Cameron Delport,Khulna Titans,field first,Dynamites,Sylhet International Cricket Stadium,Stadium,0,65,65 runs,Akteruzzaman,Riazuddin
62,2019/20,1st,Jan 13 2020,Khulna Tigers,158/3,Rajshahi Royals,131,Mohammad Amir,Rajshahi Royals,field first,Tigers,"Shere Bangla National Stadium, Mirpur",Mirpur,0,27,27 runs,Gazi Sohel,Prageeth Rambukwella
441,2017/18,5th, Nov 7 2017,Chittagong Vikings,143/7,Comilla Victorians,144/2,Mohammad Saifuddin,Comilla Victorians,field first,Victorians,Sylhet International Cricket Stadium,Stadium,8,0,8 wickets,Masudur Rahman,Sharfuddoula
440,2017/18,6th, Nov 7 2017,Sylhet Sixers,205/6,Rajshahi Kings,172/8,Danushka Gunathilaka,Rajshahi Kings,field first,Sixers,Sylhet International Cricket Stadium,Stadium,0,33,33 runs,Anisur Rahman,Riazuddin
439,2017/18,7th, Nov 8 2017,Chittagong Vikings,166/4,Rangpur Riders,155/8,Taskin Ahmed,Rangpur Riders,field first,Vikings,Sylhet International Cricket Stadium,Stadium,0,11,11 runs,Riazuddin,Sharfuddoula
438,2017/18,8th, Nov 8 2017,Sylhet Sixers,135/5,Khulna Titans,138/4,Mahmudullah,Khulna Titans,field first,Titans,Sylhet International Cricket Stadium,Stadium,6,0,6 wickets,Anisur Rahman,Masudur Rahman
437,2017/18,9th,Nov 11 2017,Rangpur Riders,134/5,Rajshahi Kings,138/2,Mominul Haque,Rangpur Riders,bat first,Kings,"Shere Bangla National Stadium, Mirpur",Mirpur,8,0,8 wickets,Anisur Rahman,Riazuddin
436,2017/18,10th,Nov 11 2017,Sylhet Sixers,101/9,Dhaka Dynamites,106/2,Shahid Afridi,Dhaka Dynamites,field first,Dynamites,"Shere Bangla National Stadium, Mirpur",Mirpur,8,0,8 wickets,Nadir Shah,Ranmore Martinesz
434,2017/18,12th,Nov 12 2017,Rajshahi Kings,115/7,Comilla Victorians,120/1,Rashid Khan,Comilla Victorians,field first,Victorians,"Shere Bangla National Stadium, Mirpur",Mirpur,9,0,9 wickets,Masudur Rahman,Riazuddin
435,2017/18,11th,Nov 12 2017,Khulna Titans,170/7,Chittagong Vikings,152/7,Abu Jayed,Chittagong Vikings,field first,Titans,"Shere Bangla National Stadium, Mirpur",Mirpur,0,18,18 runs,Mahfuzur Rahman,Ranmore Martinesz
432,2017/18,14th,Nov 14 2017,Chittagong Vikings,139/4,Comilla Victorians,140/4,Imrul Kayes,Comilla Victorians,field first,Victorians,"Shere Bangla National Stadium, Mirpur",Mirpur,6,0,6 wickets,Riazuddin,Sharfuddoula
433,2017/18,13th,Nov 14 2017,Khulna Titans,156/5,Dhaka Dynamites,157/6,Jahurul Islam,Dhaka Dynamites,field first,Dynamites,"Shere Bangla National Stadium, Mirpur",Mirpur,4,0,4 wickets,Mahfuzur Rahman,Ranmore Martinesz
429,2017/18,17th,Nov 17 2017,Sylhet Sixers,146/6,Rajshahi Kings,150/3,Zakir Hasan,Rajshahi Kings,field first,Kings,"Shere Bangla National Stadium, Mirpur",Mirpur,7,0,7 wickets,Mahfuzur Rahman,Ranmore Martinesz
428,2017/18,18th,Nov 17 2017,Chittagong Vikings,160/5,Khulna Titans,164/5,Rilee Rossouw,Khulna Titans,field first,Titans,"Shere Bangla National Stadium, Mirpur",Mirpur,5,0,5 wickets,Nadir Shah,Riazuddin
427,2017/18,19th,Nov 18 2017,Dhaka Dynamites,201/7,Rajshahi Kings,133,Evin Lewis,Rajshahi Kings,field first,Dynamites,"Shere Bangla National Stadium, Mirpur",Mirpur,0,68,68 runs,Nadir Shah,Riazuddin
426,2017/18,20th,Nov 18 2017,Comilla Victorians,153/6,Rangpur Riders,139/7,Mahedi Hasan,Rangpur Riders,field first,Victorians,"Shere Bangla National Stadium, Mirpur",Mirpur,0,14,14 runs,Mahfuzur Rahman,Ranmore Martinesz
424,2017/18,22nd,Nov 20 2017,Rangpur Riders,169/7,Sylhet Sixers,162/4,Chris Gayle,Sylhet Sixers,field first,Riders,"Shere Bangla National Stadium, Mirpur",Mirpur,0,7,7 runs,Anisur Rahman,Riazuddin
425,2017/18,21st,Nov 20 2017,Dhaka Dynamites,128,Comilla Victorians,129/6,Hasan Ali,Dhaka Dynamites,bat first,Victorians,"Shere Bangla National Stadium, Mirpur",Mirpur,4,0,4 wickets,Masudur Rahman,Ranmore Martinesz
423,2017/18,23rd,Nov 21 2017,Rajshahi Kings,166/8,Khulna Titans,168/8,Ariful Haque,Khulna Titans,field first,Titans,"Shere Bangla National Stadium, Mirpur",Mirpur,2,0,2 wickets,Nadir Shah,Sharfuddoula
422,2017/18,24th,Nov 21 2017,Rangpur Riders,142,Dhaka Dynamites,139,Chris Gayle,Dhaka Dynamites,field first,Riders,"Shere Bangla National Stadium, Mirpur",Mirpur,0,3,3 runs,Anisur Rahman,Riazuddin
421,2017/18,25th,Nov 24 2017,Khulna Titans,158/8,Rangpur Riders,149/6,Mahmudullah,Rangpur Riders,field first,Titans,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chittagong,0,9,9 runs,Morshed Ali Khan,Riazuddin
420,2017/18,26th,Nov 24 2017,Chittagong Vikings,211/5,Sylhet Sixers,171/8,Sikandar Raza,Sylhet Sixers,field first,Vikings,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chittagong,0,40,40 runs,Anisur Rahman,Tanvir Ahmed
419,2017/18,27th,Nov 25 2017,Rajshahi Kings,185/7,Comilla Victorians,155,Daren Sammy,Rajshahi Kings,bat first,Kings,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chittagong,0,30,30 runs,Anisur Rahman,Morshed Ali Khan
417,2017/18,29th,Nov 27 2017,Chittagong Vikings,187/5,Dhaka Dynamites,191/3,Evin Lewis,Chittagong Vikings,bat first,Dynamites,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chittagong,7,0,7 wickets,Nadir Shah,Riazuddin
418,2017/18,28th,Nov 25 2017,Chittagong Vikings,176/7,Rangpur Riders,180/7,Mashrafe Mortaza,Rangpur Riders,field first,Riders,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chittagong,3,0,3 wickets,Riazuddin,Tanvir Ahmed
416,2017/18,30th,Nov 27 2017,Khulna Titans,213/5,Rajshahi Kings,145,Nicholas Pooran,Rajshahi Kings,field first,Titans,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chittagong,0,68,68 runs,Gazi Sohel,Mahfuzur Rahman
415,2017/18,31st,Nov 28 2017,Sylhet Sixers,173/5,Rangpur Riders,177/6,Nazmul Islam,Rangpur Riders,field first,Riders,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chittagong,4,0,4 wickets,Mahfuzur Rahman,Ranmore Martinesz
414,2017/18,32nd,Nov 28 2017,Khulna Titans,111,Comilla Victorians,112/1,Shoaib Malik,Khulna Titans,bat first,Victorians,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chittagong,9,0,9 wickets,Nadir Shah,Riazuddin
49,2017/18,37th, Dec 3 2017,Chittagong Vikings,67,Sylhet Sixers,68/0,Nasir Hossain,Sylhet Sixers,field first,Sixers,"Shere Bangla National Stadium, Mirpur",Mirpur,10,0,10 wickets,Nadir Shah,Tanvir Ahmed
