id,season,match_no,date,player_name,comment,R,B,M,fours,sixs,SR
531,2018/19,15th,Jan 15 2019,Isuru Udana,,6,14,-,0,0,42.85
529,2018/19,17th,Jan 16 2019,Al Islam,not out ,0,0,-,0,0,-
531,2018/19,15th,Jan 15 2019,Arafat Sunny,,15,13,-,1,1,115.38
531,2018/19,15th,Jan 15 2019,Kamrul Islam,,13,9,-,0,1,144.44
531,2018/19,15th,Jan 15 2019,Mustafizur Rahman,not out ,0,0,-,0,0,-
523,2018/19,23rd,Jan 21 2019,Shahriar Nafees,,5,7,-,1,0,71.42
523,2018/19,23rd,Jan 21 2019,Laurie Evans,not out ,104,62,-,9,6,167.74
522,2018/19,24th,Jan 21 2019,Rony Talukdar,,0,3,-,0,0,0.00
521,2018/19,25th,Jan 22 2019,Al-Amin,,4,6,-,1,0,66.66
517,2018/19,29th,Jan 25 2019,Litton Das,,24,13,-,3,1,184.61
520,2018/19,26th,Jan 22 2019,Tamim Iqbal,,34,29,-,1,2,117.24
519,2018/19,27th,Jan 23 2019,Laurie Evans,,74,56,-,8,2,132.14
523,2018/19,23rd,Jan 21 2019,Mehidy Hasan Miraz,,0,3,-,0,0,0.00
518,2018/19,28th,Jan 23 2019,Brendan Taylor,,48,31,-,4,2,154.83
522,2018/19,24th,Jan 21 2019,Sunil Narine,,18,9,-,3,1,200.00
521,2018/19,25th,Jan 22 2019,Junaid Siddique,,13,12,-,1,1,108.33
517,2018/19,29th,Jan 25 2019,Sabbir Rahman,,1,3,-,0,0,33.33
516,2018/19,30th,Jan 25 2019,Chris Gayle,,2,6,-,0,0,33.33
520,2018/19,26th,Jan 22 2019,Anamul Haque,,1,7,-,0,0,14.28
519,2018/19,27th,Jan 23 2019,Soumya Sarkar,,3,6,-,0,0,50.00
523,2018/19,23rd,Jan 21 2019,Marshall Ayub,,2,7,-,0,0,28.57
518,2018/19,28th,Jan 23 2019,Junaid Siddique,,33,23,-,6,0,143.47
522,2018/19,24th,Jan 21 2019,Heino Kuhn,,18,21,-,3,0,85.71
521,2018/19,25th,Jan 22 2019,Brendan Taylor,,32,20,-,4,1,160.00
515,2018/19,31st,Jan 26 2019,Litton Das,,34,22,-,3,2,154.54
517,2018/19,29th,Jan 25 2019,Jason Roy,,42,28,-,4,2,150.00
516,2018/19,30th,Jan 25 2019,Alex Hales,,100,48,-,11,5,208.33
520,2018/19,26th,Jan 22 2019,Imrul Kayes,,7,9,-,0,1,77.77
519,2018/19,27th,Jan 23 2019,Marshall Ayub,,1,7,-,0,0,14.28
523,2018/19,23rd,Jan 21 2019,Ryan ten Doeschate,not out ,59,41,-,2,3,143.90
518,2018/19,28th,Jan 23 2019,Al-Amin,,2,3,-,0,0,66.66
522,2018/19,24th,Jan 21 2019,Shakib Al Hasan,,34,34,-,2,1,100.00
521,2018/19,25th,Jan 22 2019,Najmul Hossain Shanto,,48,35,-,2,3,137.14
513,2018/19,33rd,Jan 28 2019,Tamim Iqbal,,25,29,-,3,1,86.20
515,2018/19,31st,Jan 26 2019,Afif Hossain,,49,37,-,5,2,132.43
517,2018/19,29th,Jan 25 2019,Afif Hossain,,28,29,-,3,1,96.55
511,2018/19,35th,Jan 29 2019,Mohammad Shahzad,,33,35,-,2,1,94.28
510,2018/19,36th,Jan 29 2019,Johnson Charles,,12,11,-,2,0,109.09
512,2018/19,34th,Jan 28 2019,Hazratullah Zazai,,17,18,-,1,1,94.44
59,2018/19,37th,Jan 30 2019,Mohammad Shahzad,,21,15,-,3,1,140.00
58,2018/19,38th,Jan 30 2019,Litton Das,,10,6,-,1,1,166.66
514,2018/19,32nd,Jan 26 2019,Johnson Charles,,55,43,-,5,2,127.90
516,2018/19,30th,Jan 25 2019,Rilee Rossouw,not out ,100,51,-,8,6,196.07
520,2018/19,26th,Jan 22 2019,Shamsur Rahman,,48,35,-,3,1,137.14
519,2018/19,27th,Jan 23 2019,Ryan ten Doeschate,,28,20,-,4,0,140.00
523,2018/19,23rd,Jan 21 2019,Tamim Iqbal,,25,24,-,2,2,104.16
518,2018/19,28th,Jan 23 2019,Najmul Hossain Shanto,,17,13,-,1,1,130.76
522,2018/19,24th,Jan 21 2019,Darwish Rasooli,,0,3,-,0,0,0.00
521,2018/19,25th,Jan 22 2019,Mahmudullah,,29,20,-,1,1,145.00
513,2018/19,33rd,Jan 28 2019,Evin Lewis,not out ,109,49,-,5,10,222.44
515,2018/19,31st,Jan 26 2019,Jason Roy,,1,6,-,0,0,16.66
517,2018/19,29th,Jan 25 2019,Nicholas Pooran,,19,18,-,0,2,105.55
511,2018/19,35th,Jan 29 2019,Shadman Islam,,0,3,-,0,0,0.00
510,2018/19,36th,Jan 29 2019,Soumya Sarkar,,14,16,-,1,0,87.50
512,2018/19,34th,Jan 28 2019,Sunil Narine,,28,19,-,3,2,147.36
59,2018/19,37th,Jan 30 2019,Cameron Delport,,71,57,-,5,4,124.56
58,2018/19,38th,Jan 30 2019,Afif Hossain,,29,25,-,2,2,116.00
514,2018/19,32nd,Jan 26 2019,Soumya Sarkar,,26,20,-,5,0,130.00
516,2018/19,30th,Jan 25 2019,AB de Villiers,,1,2,-,0,0,50.00
520,2018/19,26th,Jan 22 2019,Shahid Afridi,,16,8,-,2,1,200.00
519,2018/19,27th,Jan 23 2019,Zakir Hasan,,5,7,-,0,0,71.42
523,2018/19,23rd,Jan 21 2019,Anamul Haque,,26,23,-,1,1,113.04
518,2018/19,28th,Jan 23 2019,Mahmudullah,st †Liton Das b Alok Kapali,3,6,-,0,0,50.00
522,2018/19,24th,Jan 21 2019,Nurul Hasan,,27,18,-,5,0,150.00
521,2018/19,25th,Jan 22 2019,David Wiese,not out ,35,15,-,3,2,233.33
513,2018/19,33rd,Jan 28 2019,Anamul Haque,,0,1,-,0,0,0.00
515,2018/19,31st,Jan 26 2019,Sabbir Rahman,not out ,44,29,-,4,2,151.72
517,2018/19,29th,Jan 25 2019,Alok Kapali,not out ,16,14,-,2,0,114.28
511,2018/19,35th,Jan 29 2019,Yasir Ali,,0,3,-,0,0,0.00
510,2018/19,36th,Jan 29 2019,Mominul Haque,,4,2,-,1,0,200.00
512,2018/19,34th,Jan 28 2019,Rony Talukdar,,52,32,-,6,1,162.50
59,2018/19,37th,Jan 30 2019,Yasir Ali,,19,20,-,2,0,95.00
58,2018/19,38th,Jan 30 2019,Jason Roy,,13,8,-,1,1,162.50
514,2018/19,32nd,Jan 26 2019,Laurie Evans,,36,29,-,4,0,124.13
516,2018/19,30th,Jan 25 2019,Mohammad Mithun,,15,10,-,1,1,150.00
520,2018/19,26th,Jan 22 2019,Thisara Perera,,26,12,-,0,3,216.66
519,2018/19,27th,Jan 23 2019,Christiaan Jonker,not out ,36,20,-,3,2,180.00
523,2018/19,23rd,Jan 21 2019,Shamsur Rahman,,15,11,-,0,1,136.36
518,2018/19,28th,Jan 23 2019,Ariful Haque,,0,3,-,0,0,0.00
522,2018/19,24th,Jan 21 2019,Andre Russell,,1,4,-,0,0,25.00
521,2018/19,25th,Jan 22 2019,Ariful Haque,,6,10,-,0,0,60.00
513,2018/19,33rd,Jan 28 2019,Imrul Kayes,,39,21,-,4,2,185.71
515,2018/19,31st,Jan 26 2019,Nicholas Pooran,,12,10,-,1,1,120.00
517,2018/19,29th,Jan 25 2019,Mohammad Nawaz,c Fazle Mahmud b Mustafizur Rahman,11,7,-,0,1,157.14
511,2018/19,35th,Jan 29 2019,Mushfiqur Rahim,,6,7,-,1,0,85.71
510,2018/19,36th,Jan 29 2019,Laurie Evans,,35,31,-,5,0,112.90
512,2018/19,34th,Jan 28 2019,Shakib Al Hasan,,25,12,-,4,0,208.33
59,2018/19,37th,Jan 30 2019,Mushfiqur Rahim,,43,24,-,4,2,179.16
58,2018/19,38th,Jan 30 2019,Sabbir Rahman,,45,39,-,4,2,115.38
514,2018/19,32nd,Jan 26 2019,Ryan ten Doeschate,,27,12,-,0,4,225.00
516,2018/19,30th,Jan 25 2019,Nahidul Islam,not out ,11,4,-,1,1,275.00
520,2018/19,26th,Jan 22 2019,Liam Dawson,,6,14,-,0,0,42.85
519,2018/19,27th,Jan 23 2019,Mehidy Hasan Miraz,not out ,10,4,-,2,0,250.00
523,2018/19,23rd,Jan 21 2019,Ziaur Rahman,,12,8,-,1,1,150.00
518,2018/19,28th,Jan 23 2019,David Wiese,c Afif Hossain b Taskin Ahmed,38,25,-,2,2,152.00
522,2018/19,24th,Jan 21 2019,Shuvagata Hom,,28,15,-,3,1,186.66
521,2018/19,25th,Jan 22 2019,Yasir Shah,not out ,5,2,-,1,0,250.00
513,2018/19,33rd,Jan 28 2019,Thisara Perera,,11,4,-,1,1,275.00
515,2018/19,31st,Jan 26 2019,Mohammad Nawaz,not out ,39,21,-,3,2,185.71
517,2018/19,29th,Jan 25 2019,Sohail Tanvir,not out ,23,10,-,4,0,230.00
511,2018/19,35th,Jan 29 2019,Najibullah Zadran,,13,8,-,0,2,162.50
510,2018/19,36th,Jan 29 2019,Mehidy Hasan Miraz,,6,4,-,1,0,150.00
512,2018/19,34th,Jan 28 2019,Andre Russell,,14,8,-,1,1,175.00
59,2018/19,37th,Jan 30 2019,Dasun Shanaka,,0,1,-,0,0,0.00
58,2018/19,38th,Jan 30 2019,Nicholas Pooran,not out ,76,31,-,6,6,245.16
514,2018/19,32nd,Jan 26 2019,Christiaan Jonker,,37,17,-,1,3,217.64
516,2018/19,30th,Jan 25 2019,Mohammad Shahzad,,20,12,-,1,2,166.66
520,2018/19,26th,Jan 22 2019,Ziaur Rahman,,5,5,-,1,0,100.00
519,2018/19,27th,Jan 23 2019,Mohammad Shahzad,,25,17,-,5,0,147.05
523,2018/19,23rd,Jan 21 2019,Imrul Kayes,,15,10,-,1,1,150.00
518,2018/19,28th,Jan 23 2019,Yasir Shah,c Sabbir Rahman b Taskin Ahmed,8,7,-,1,0,114.28
522,2018/19,24th,Jan 21 2019,Mohammad Naim,,6,10,-,0,0,60.00
521,2018/19,25th,Jan 22 2019,Chris Gayle,,55,40,-,2,5,137.50
513,2018/19,33rd,Jan 28 2019,Shahid Afridi,,1,2,-,0,0,50.00
515,2018/19,31st,Jan 26 2019,Brendan Taylor,,34,23,-,3,1,147.82
517,2018/19,29th,Jan 25 2019,Laurie Evans,,1,5,-,0,0,20.00
511,2018/19,35th,Jan 29 2019,Cameron Delport,,6,12,-,0,0,50.00
510,2018/19,36th,Jan 29 2019,Christiaan Jonker,,16,11,-,1,1,145.45
512,2018/19,34th,Jan 28 2019,Kieron Pollard,not out ,37,23,-,5,1,160.86
59,2018/19,37th,Jan 30 2019,Sikandar Raza,not out ,6,2,-,0,1,300.00
58,2018/19,38th,Jan 30 2019,Mohammad Nawaz,,0,1,-,0,0,0.00
514,2018/19,32nd,Jan 26 2019,Fazle Mahmud,not out ,1,1,-,0,0,100.00
516,2018/19,30th,Jan 25 2019,Yasir Ali,,78,48,-,6,3,162.50
520,2018/19,26th,Jan 22 2019,Mohammad Saifuddin,not out ,0,1,-,0,0,0.00
519,2018/19,27th,Jan 23 2019,Cameron Delport,,1,3,-,0,0,33.33
523,2018/19,23rd,Jan 21 2019,Liam Dawson,,17,14,-,1,1,121.42
518,2018/19,28th,Jan 23 2019,Taijul Islam,not out ,9,9,-,0,0,100.00
522,2018/19,24th,Jan 21 2019,Mohor Sheikh,not out ,0,3,-,0,0,0.00
521,2018/19,25th,Jan 22 2019,Alex Hales,,55,29,-,8,3,189.65
513,2018/19,33rd,Jan 28 2019,Shamsur Rahman,not out ,28,15,-,1,2,186.66
515,2018/19,31st,Jan 26 2019,Junaid Siddique,,20,11,-,4,0,181.81
517,2018/19,29th,Jan 25 2019,Mominul Haque,,5,8,-,0,0,62.50
511,2018/19,35th,Jan 29 2019,Sikandar Raza,,5,8,-,0,0,62.50
510,2018/19,36th,Jan 29 2019,Fazle Mahmud,,18,24,-,2,0,75.00
512,2018/19,34th,Jan 28 2019,Shuvagata Hom,,1,2,-,0,0,50.00
59,2018/19,37th,Jan 30 2019,Mosaddek Hossain,not out ,1,1,-,0,0,100.00
58,2018/19,38th,Jan 30 2019,Alok Kapali,not out ,10,10,-,1,0,100.00
514,2018/19,32nd,Jan 26 2019,Mohammad Shahzad,,49,22,-,3,5,222.72
516,2018/19,30th,Jan 25 2019,Sikandar Raza,,3,3,-,0,0,100.00
520,2018/19,26th,Jan 22 2019,Hazratullah Zazai,,1,4,-,0,0,25.00
519,2018/19,27th,Jan 23 2019,Yasir Ali,,3,7,-,0,0,42.85
523,2018/19,23rd,Jan 21 2019,Thisara Perera,,0,1,-,0,0,0.00
518,2018/19,28th,Jan 23 2019,Junaid Khan,run out (†Liton Das),0,0,-,0,0,-
522,2018/19,24th,Jan 21 2019,Mohammad Shahzad,,0,2,-,0,0,0.00
521,2018/19,25th,Jan 22 2019,AB de Villiers,,41,25,-,3,4,164.00
513,2018/19,33rd,Jan 28 2019,Brendan Taylor,,50,33,-,5,1,151.51
515,2018/19,31st,Jan 26 2019,Al-Amin,,16,10,-,0,2,160.00
517,2018/19,29th,Jan 25 2019,Fazle Mahmud,,50,41,-,6,1,121.95
511,2018/19,35th,Jan 29 2019,Mosaddek Hossain,not out ,43,25,-,3,3,172.00
510,2018/19,36th,Jan 29 2019,Qais Ahmad,,22,20,-,1,2,110.00
512,2018/19,34th,Jan 28 2019,Nurul Hasan,not out ,3,6,-,0,0,50.00
59,2018/19,37th,Jan 30 2019,Mizanur Rahman,,11,10,-,2,0,110.00
58,2018/19,38th,Jan 30 2019,Johnson Charles,,39,26,-,7,0,150.00
514,2018/19,32nd,Jan 26 2019,Cameron Delport,,7,8,-,1,0,87.50
516,2018/19,30th,Jan 25 2019,Mushfiqur Rahim,,22,11,-,0,3,200.00
520,2018/19,26th,Jan 22 2019,Sunil Narine,,20,18,-,3,0,111.11
519,2018/19,27th,Jan 23 2019,Mushfiqur Rahim,not out ,64,46,-,6,2,139.13
523,2018/19,23rd,Jan 21 2019,Shahid Afridi,,19,15,-,1,2,126.66
518,2018/19,28th,Jan 23 2019,Litton Das,,0,1,-,0,0,0.00
522,2018/19,24th,Jan 21 2019,Cameron Delport,,30,12,-,4,2,250.00
521,2018/19,25th,Jan 22 2019,Mohammad Mithun,,15,19,-,1,0,78.94
513,2018/19,33rd,Jan 28 2019,Junaid Siddique,,27,24,-,4,1,112.50
515,2018/19,31st,Jan 26 2019,Najmul Hossain Shanto,,3,7,-,0,0,42.85
517,2018/19,29th,Jan 25 2019,Ryan ten Doeschate,,12,12,-,1,0,100.00
511,2018/19,35th,Jan 29 2019,Nayeem Hasan,,4,13,-,0,0,30.76
510,2018/19,36th,Jan 29 2019,Arafat Sunny,not out ,1,1,-,0,0,100.00
512,2018/19,34th,Jan 28 2019,Chris Gayle,,1,6,-,0,0,16.66
59,2018/19,37th,Jan 30 2019,Sunil Narine,,0,3,-,0,0,0.00
58,2018/19,38th,Jan 30 2019,Zakir Hasan,,7,7,-,1,0,100.00
514,2018/19,32nd,Jan 26 2019,Yasir Ali,,58,38,-,7,2,152.63
516,2018/19,30th,Jan 25 2019,Najibullah Zadran,,1,4,-,0,0,25.00
520,2018/19,26th,Jan 22 2019,Rony Talukdar,,6,11,-,1,0,54.54
519,2018/19,27th,Jan 23 2019,Najibullah Zadran,,23,19,-,2,1,121.05
523,2018/19,23rd,Jan 21 2019,Mohammad Saifuddin,,0,1,-,0,0,0.00
518,2018/19,28th,Jan 23 2019,Sabbir Rahman,,13,12,-,1,1,108.33
522,2018/19,24th,Jan 21 2019,Yasir Ali,,15,17,-,0,1,88.23
521,2018/19,25th,Jan 22 2019,Rilee Rossouw,not out ,10,3,-,0,1,333.33
513,2018/19,33rd,Jan 28 2019,Dawid Malan,,13,10,-,2,0,130.00
515,2018/19,31st,Jan 26 2019,Mahmudullah,,11,13,-,0,0,84.61
517,2018/19,29th,Jan 25 2019,Zakir Hasan,,16,17,-,0,1,94.11
511,2018/19,35th,Jan 29 2019,Abu Jayed,not out ,0,1,-,0,0,0.00
510,2018/19,36th,Jan 29 2019,Mustafizur Rahman,not out ,4,1,-,1,0,400.00
512,2018/19,34th,Jan 28 2019,Alex Hales,not out ,85,53,-,8,3,160.37
59,2018/19,37th,Jan 30 2019,Rony Talukdar,,6,3,-,1,0,200.00
58,2018/19,38th,Jan 30 2019,Shahriar Nafees,,9,13,-,1,0,69.23
514,2018/19,32nd,Jan 26 2019,Mushfiqur Rahim,,22,20,-,1,1,110.00
516,2018/19,30th,Jan 25 2019,Mosaddek Hossain,,14,13,-,0,1,107.69
520,2018/19,26th,Jan 22 2019,Darwish Rasooli,,19,15,-,0,2,126.66
519,2018/19,27th,Jan 23 2019,Mosaddek Hossain,not out ,43,26,-,4,2,165.38
523,2018/19,23rd,Jan 21 2019,Wahab Riaz,not out ,1,1,-,0,0,100.00
518,2018/19,28th,Jan 23 2019,Afif Hossain,,29,24,-,3,1,120.83
522,2018/19,24th,Jan 21 2019,Mushfiqur Rahim,,22,23,-,2,0,95.65
521,2018/19,25th,Jan 22 2019,Nahidul Islam,not out ,1,1,-,0,0,100.00
513,2018/19,33rd,Jan 28 2019,Mahmudullah,,11,7,-,0,1,157.14
515,2018/19,31st,Jan 26 2019,Ariful Haque,,24,21,-,3,0,114.28
517,2018/19,29th,Jan 25 2019,Christiaan Jonker,,1,3,-,0,0,33.33
511,2018/19,35th,Jan 29 2019,Tamim Iqbal,not out ,54,51,-,4,2,105.88
510,2018/19,36th,Jan 29 2019,Chris Gayle,,10,14,-,2,0,71.42
512,2018/19,34th,Jan 28 2019,Rilee Rossouw,,0,1,-,0,0,0.00
59,2018/19,37th,Jan 30 2019,Shakib Al Hasan,,53,42,-,6,0,126.19
58,2018/19,38th,Jan 30 2019,Laurie Evans,,76,36,-,10,2,211.11
514,2018/19,32nd,Jan 26 2019,Mosaddek Hossain,,1,3,-,0,0,33.33
516,2018/19,30th,Jan 25 2019,Sunzamul Islam,,4,7,-,0,0,57.14
520,2018/19,26th,Jan 22 2019,Shakib Al Hasan,,20,19,-,1,0,105.26
523,2018/19,23rd,Jan 21 2019,Mahedi Hasan,,1,3,-,0,0,33.33
518,2018/19,28th,Jan 23 2019,Alok Kapali,,11,16,-,0,0,68.75
522,2018/19,24th,Jan 21 2019,Dasun Shanaka,,2,3,-,0,0,66.66
513,2018/19,33rd,Jan 28 2019,Carlos Brathwaite,,22,13,-,1,2,169.23
515,2018/19,31st,Jan 26 2019,David Wiese,,5,6,-,0,0,83.33
517,2018/19,29th,Jan 25 2019,Seekkuge Prasanna,,2,3,-,0,0,66.66
511,2018/19,35th,Jan 29 2019,Anamul Haque,,8,13,-,1,0,61.53
510,2018/19,36th,Jan 29 2019,Alex Hales,,16,15,-,1,0,106.66
512,2018/19,34th,Jan 28 2019,AB de Villiers,not out ,100,50,-,8,6,200.00
59,2018/19,37th,Jan 30 2019,Nurul Hasan,,33,23,-,2,2,143.47
58,2018/19,38th,Jan 30 2019,Ryan ten Doeschate,,42,18,-,3,2,233.33
514,2018/19,32nd,Jan 26 2019,Sikandar Raza,,29,15,-,2,2,193.33
516,2018/19,30th,Jan 25 2019,Robiul Haque,,7,7,-,1,0,100.00
520,2018/19,26th,Jan 22 2019,Andre Russell,,46,24,-,2,5,191.66
518,2018/19,28th,Jan 23 2019,Mohammad Nawaz,,54,34,-,2,4,158.82
522,2018/19,24th,Jan 21 2019,Mosaddek Hossain,,33,39,-,3,0,84.61
513,2018/19,33rd,Jan 28 2019,Najmul Hossain Shanto,,14,12,-,2,0,116.66
515,2018/19,31st,Jan 26 2019,Yasir Shah,,8,5,-,0,1,160.00
517,2018/19,29th,Jan 25 2019,Mehidy Hasan Miraz,,1,2,-,0,0,50.00
511,2018/19,35th,Jan 29 2019,Shamsur Rahman,,36,22,-,3,2,163.63
510,2018/19,36th,Jan 29 2019,Rilee Rossouw,,55,43,-,5,2,127.90
59,2018/19,37th,Jan 30 2019,Kieron Pollard,,0,1,-,0,0,0.00
58,2018/19,38th,Jan 30 2019,Christiaan Jonker,not out ,8,6,-,1,0,133.33
514,2018/19,32nd,Jan 26 2019,Najibullah Zadran,,11,9,-,1,0,122.22
516,2018/19,30th,Jan 25 2019,Abu Jayed,not out ,10,9,-,1,0,111.11
520,2018/19,26th,Jan 22 2019,Shuvagata Hom,,3,7,-,0,0,42.85
518,2018/19,28th,Jan 23 2019,Nicholas Pooran,,28,21,-,3,1,133.33
522,2018/19,24th,Jan 21 2019,Nayeem Hasan,,4,11,-,0,0,36.36
513,2018/19,33rd,Jan 28 2019,David Wiese,,8,8,-,0,1,100.00
515,2018/19,31st,Jan 26 2019,Taijul Islam,,9,8,-,1,0,112.50
517,2018/19,29th,Jan 25 2019,Arafat Sunny,,8,11,-,1,0,72.72
511,2018/19,35th,Jan 29 2019,Imrul Kayes,,8,8,-,0,1,100.00
510,2018/19,36th,Jan 29 2019,AB de Villiers,,37,27,-,1,3,137.03
59,2018/19,37th,Jan 30 2019,Andre Russell,,39,23,-,4,2,169.56
58,2018/19,38th,Jan 30 2019,Soumya Sarkar,not out ,2,2,-,0,0,100.00
514,2018/19,32nd,Jan 26 2019,Nayeem Hasan,not out ,0,1,-,0,0,0.00
516,2018/19,30th,Jan 25 2019,Khaled Ahmed,not out ,6,6,-,0,0,100.00
520,2018/19,26th,Jan 22 2019,Nurul Hasan,,4,2,-,1,0,200.00
518,2018/19,28th,Jan 23 2019,Sohail Tanvir,,5,8,-,0,0,62.50
522,2018/19,24th,Jan 21 2019,Robbie Frylinck,not out ,25,10,-,0,3,250.00
513,2018/19,33rd,Jan 28 2019,Ariful Haque,,2,2,-,0,0,100.00
515,2018/19,31st,Jan 26 2019,Junaid Khan,,2,2,-,0,0,100.00
517,2018/19,29th,Jan 25 2019,Kamrul Islam,,2,5,-,0,0,40.00
511,2018/19,35th,Jan 29 2019,Thisara Perera,not out ,10,7,-,0,1,142.85
510,2018/19,36th,Jan 29 2019,Mohammad Mithun,not out ,4,6,-,0,0,66.66
59,2018/19,37th,Jan 30 2019,Shuvagata Hom,,5,5,-,0,0,100.00
514,2018/19,32nd,Jan 26 2019,Robiul Haque,,3,3,-,0,0,100.00
520,2018/19,26th,Jan 22 2019,Mohammad Naim,not out ,14,15,-,2,0,93.33
518,2018/19,28th,Jan 23 2019,Jaker Ali,not out ,2,2,-,0,0,100.00
522,2018/19,24th,Jan 21 2019,Sunzamul Islam,not out ,2,3,-,0,0,66.66
513,2018/19,33rd,Jan 28 2019,Taijul Islam,,1,4,-,0,0,25.00
515,2018/19,31st,Jan 26 2019,Subashis Roy,not out ,0,3,-,0,0,0.00
517,2018/19,29th,Jan 25 2019,Mustafizur Rahman,not out ,1,3,-,0,0,33.33
510,2018/19,36th,Jan 29 2019,Nahidul Islam,not out ,11,7,-,2,0,157.14
59,2018/19,37th,Jan 30 2019,Andrew Birch,not out ,7,8,-,0,0,87.50
514,2018/19,32nd,Jan 26 2019,Abu Jayed,not out ,1,1,-,0,0,100.00
520,2018/19,26th,Jan 22 2019,Rubel Hossain,,10,5,-,1,0,200.00
518,2018/19,28th,Jan 23 2019,Nasir Hossain,not out ,0,2,-,0,0,0.00
513,2018/19,33rd,Jan 28 2019,Shoriful Islam,not out ,0,0,-,0,0,-
59,2018/19,37th,Jan 30 2019,Mahmudul Hasan,,2,3,-,0,0,66.66
520,2018/19,26th,Jan 22 2019,Mohor Sheikh,not out ,0,0,-,0,0,-
513,2018/19,33rd,Jan 28 2019,Saddam Hossain,,0,1,-,0,0,0.00
59,2018/19,37th,Jan 30 2019,Rubel Hossain,not out ,0,0,-,0,0,-
57,2018/19,39th, Feb 1 2019,Tamim Iqbal,,38,20,-,4,2,190.00
57,2018/19,39th, Feb 1 2019,Evin Lewis,,8,16,-,1,0,50.00
60,2019/20,Final,Jan 17 2020,Litton Das,,25,28,-,1,1,89.28
54,2018/19,42nd, Feb 2 2019,Brendan Taylor,,18,14,-,2,1,128.57
51,2018/19,2nd, Feb 6 2019,Chris Gayle,,15,13,-,0,2,115.38
52,2018/19,1st, Feb 4 2019,Chris Gayle,,46,44,-,6,1,104.54
57,2018/19,39th, Feb 1 2019,Anamul Haque,,0,1,-,0,0,0.00
60,2019/20,Final,Jan 17 2020,Afif Hossain,,10,8,-,2,0,125.00
56,2018/19,40th, Feb 1 2019,Andre Fletcher,,66,53,-,6,2,124.52
54,2018/19,42nd, Feb 2 2019,Junaid Siddique,,2,5,-,0,0,40.00
51,2018/19,2nd, Feb 6 2019,Nadif Chowdhury,,27,12,-,2,3,225.00
52,2018/19,1st, Feb 4 2019,Mehedi Maruf,,1,3,-,0,0,33.33
55,2018/19,41st, Feb 2 2019,Tamim Iqbal,,0,2,-,0,0,0.00
53,2018/19,"Eliminator,", Feb 4 2019,Yasir Ali,,8,9,-,1,0,88.88
57,2018/19,39th, Feb 1 2019,Imrul Kayes,,7,13,-,0,0,53.84
345,2016/17,1st, Nov 8 2016,Tamim Iqbal,,54,38,54,6,2,142.10
60,2019/20,Final,Jan 17 2020,Irfan Sukkur,,52,35,-,6,2,148.57
56,2018/19,40th, Feb 1 2019,Afif Hossain,,1,5,-,0,0,20.00
54,2018/19,42nd, Feb 2 2019,Dawid Malan,,7,10,-,1,0,70.00
51,2018/19,2nd, Feb 6 2019,Mohammad Mithun,,38,27,-,2,2,140.74
52,2018/19,1st, Feb 4 2019,Mohammad Mithun,,3,3,-,0,0,100.00
55,2018/19,41st, Feb 2 2019,Anamul Haque,,5,9,-,1,0,55.55
53,2018/19,"Eliminator,", Feb 4 2019,Cameron Delport,,36,27,-,5,1,133.33
57,2018/19,39th, Feb 1 2019,Shamsur Rahman,,2,6,-,0,0,33.33
345,2016/17,1st, Nov 8 2016,Dwayne Smith,,9,15,23,1,0,60.00
60,2019/20,Final,Jan 17 2020,Shoaib Malik,,9,13,-,0,0,69.23
56,2018/19,40th, Feb 1 2019,Jason Roy,,11,10,-,2,0,110.00
54,2018/19,42nd, Feb 2 2019,Mahmudullah,,14,17,-,1,0,82.35
344,2016/17,2nd, Nov 8 2016,Shamsur Rahman,,6,10,11,1,0,60.00
340,2016/17,6th,Nov 11 2016,Imrul Kayes,,0,2,1,0,0,0.00
339,2016/17,7th,Nov 11 2016,Mehedi Maruf,,25,22,31,4,1,113.63
342,2016/17,4th, Nov 9 2016,Tamim Iqbal,,11,10,13,2,0,110.00
51,2018/19,2nd, Feb 6 2019,Rilee Rossouw,,0,1,-,0,0,0.00
52,2018/19,1st, Feb 4 2019,Rilee Rossouw,,44,31,-,4,2,141.93
55,2018/19,41st, Feb 2 2019,Shamsur Rahman,,12,11,-,2,0,109.09
53,2018/19,"Eliminator,", Feb 4 2019,Shadman Islam,,24,19,-,2,1,126.31
57,2018/19,39th, Feb 1 2019,Shahid Afridi,,18,17,-,1,0,105.88
345,2016/17,1st, Nov 8 2016,Anamul Haque,,22,18,41,2,0,122.22
60,2019/20,Final,Jan 17 2020,Andre Russell,not out ,27,16,-,0,3,168.75
56,2018/19,40th, Feb 1 2019,Sabbir Rahman,,32,25,-,2,2,128.00
337,2016/17,9th,Nov 12 2016,Mehedi Maruf,,10,4,2,1,1,250.00
343,2016/17,3rd, Nov 9 2016,Abdul Mazid,,15,25,48,1,0,60.00
338,2016/17,8th,Nov 12 2016,Riki Wessels,,28,17,25,4,0,164.70
341,2016/17,5th,Nov 10 2016,Abdul Mazid,,6,11,13,1,0,54.54
54,2018/19,42nd, Feb 2 2019,Najmul Hossain Shanto,,24,20,-,1,1,120.00
344,2016/17,2nd, Nov 8 2016,Dilshan Munaweera,,12,15,25,2,0,80.00
340,2016/17,6th,Nov 11 2016,Khalid Latif,,12,14,20,2,0,85.71
339,2016/17,7th,Nov 11 2016,Kumar Sangakkara,,2,6,8,0,0,33.33
